"jobTitle","company","meanPay"
"Engineer - Hourly Intern","Western Digital","$22/hr"
"Engineer","Philips","$79,868/yr"
"Engineer","T-Mobile","$87,791/yr"
"Engineer","PepsiCo","$82,584/yr"
"Engineer","Walter P. Moore and Associates","$75,356/yr"
"Engineer","Exelon Generation","$77,608/yr"
"Engineer","Milwaukee Tool","$70,328/yr"
"Engineer - Hourly","Marriott International","$16/hr"
"Engineer - Hourly Intern","CH2M","$22/hr"
"Engineer","Fannie Mae","$114,364/yr"
"Engineer","PACCAR","$76,119/yr"
"Engineer","SLK Group","$72,972/yr"
"Engineer","SAIC","$80,230/yr"
"Engineer","MPR Associates","$89,436/yr"
"Engineer","L J Gonzer Associates","$71,710/yr"
"Engineer - Hourly Intern","Southwest Gas","$19/hr"
"Engineer","CenterPoint Energy","$81,055/yr"
"Engineer - Hourly Intern","Hewlett-Packard","$24/hr"
"Engineer - Hourly Intern","Freeport-McMoRan","$26/hr"
"Engineer","Stanley Black & Decker","$71,500/yr"
"Engineer - Hourly Intern","Gulfstream","$18/hr"
"Engineer","ABB","$91,021/yr"
"Engineer - Monthly Intern","Eaton","$4,518/mo"
"Engineer - Hourly Intern","E. & J. Gallo Winery","$23/hr"
"Engineer","Weatherford","$76,956/yr"
"Engineer","Delta Air Lines","$63,933/yr"
"Engineer","Anadarko Petroleum","$128,994/yr"
"Engineer - Hourly Intern","GE Aviation","$23/hr"
"Engineer","Leidos","$79,002/yr"
"Engineer","National Grid (UK)","$76,893/yr"
"Engineer","Generac Power Systems","$65,297/yr"
"Engineer - Hourly Intern","Faurecia","$19/hr"
"Engineer","MITRE","$85,939/yr"
"Engineer","EMC","$83,590/yr"
"Engineer","Satyam Venture Engineering Services","$78,170/yr"
"Engineer","Praxair","$75,468/yr"
"Engineer - Hourly Intern","Thornton Tomasetti","$20/hr"
"Engineer","NetApp","$109,533/yr"
"Engineer","Motorola Mobility","$88,725/yr"
"Engineer - Hourly Intern","3M","$20/hr"
"Engineer","United Airlines","$85,009/yr"
"Engineer - Hourly Intern","Ford Motor Company","$23/hr"
"Engineer - Hourly Intern","UTC Aerospace Systems","$26/hr"
"Engineer","FMC Technologies","$100,230/yr"
"Engineer","Salesforce","$117,322/yr"
"Engineer","CH2M","$80,244/yr"
"Engineer","Parsons Corporation","$84,918/yr"
"Engineer - Hourly","Belcan","$31/hr"
"Engineer - Hourly Intern","General Dynamics Electric Boat","$20/hr"
"Engineer - Hourly Intern","BD","$21/hr"
"Engineer","Continental","$95,452/yr"
"Engineer","Kennametal","$72,933/yr"
"Engineer","Amazon","$95,798/yr"
"Engineer","Tetra Tech","$84,386/yr"
"Engineer - Hourly Intern","Viasat","$25/hr"
"Engineer","General Dynamics Land Systems","$80,560/yr"
"Engineer","Georgia-Pacific","$78,620/yr"
"Engineer","HDR","$85,154/yr"
"Engineer","Toyota Technical Center","$86,554/yr"
"Engineer","Arup","$79,367/yr"
"Engineer - Hourly Intern","EchoStar","$23/hr"
"Engineer - Hourly Intern","Pacific Gas and Electric","$27/hr"
"Engineer","Manitowoc Co.","$73,417/yr"
"Engineer","Redcats","$104,325/yr"
"Engineer - Monthly Intern","ConocoPhillips","$6,336/mo"
"Engineer","Malcolm Pirnie","$67,259/yr"
"Engineer","Holder Construction","$65,519/yr"
"Engineer - Hourly Intern","Sikorsky","$27/hr"
"Engineer","FedEx","$72,700/yr"
"Engineer","Takata","$70,170/yr"
"Engineer - Monthly Intern","Procter & Gamble","$4,744/mo"
"Engineer","Encana","$122,795/yr"
"Engineer","Lawrence Livermore National Laboratory","$112,517/yr"
"Engineer","EchoStar","$69,506/yr"
"Engineer","Samsung Semiconductor Inc (US)","$111,706/yr"
"Engineer","Savannah River Nuclear Solutions","$74,200/yr"
"Engineer","Ansaldo STS","$74,266/yr"
"Engineer","General Dynamics","$94,941/yr"
"Engineer","Air Products","$86,363/yr"
"Engineer","UPS","$71,026/yr"
"Engineer","Panasonic","$85,902/yr"
"Engineer - Hourly Intern","FCA Fiat Chrysler Automobiles","$22/hr"
"Engineer - Hourly Intern","Rolls-Royce","$21/hr"
"Engineer","Haley & Aldrich, Inc","$64,672/yr"
"Engineer","Samsung Research America","$104,333/yr"
"Engineer","Middough","$74,178/yr"
"Engineer","GE Transportation","$90,350/yr"
"Engineer - Hourly","Boeing","$28/hr"
"Engineer","Rockwell Collins","$78,422/yr"
"Engineer","Kittelson & Associates","$68,120/yr"
"Engineer","Booz Allen Hamilton","$70,113/yr"
"Engineer","Rain Bird","$96,292/yr"
"Engineer - Hourly Intern","GE Healthcare","$24/hr"
"Engineer - Hourly Intern","Kiewit Corporation","$16/hr"
"Engineer - Hourly Intern","Honeywell","$22/hr"
"Engineer","Enbridge","$96,081/yr"
"Engineer - Hourly Intern","Terumo","$16/hr"
"Engineer","UniversalPegasus International","$79,432/yr"
"Engineer - Hourly Intern","NASA Jet Propulsion Laboratory","$23/hr"
"Engineer","Citi","$107,909/yr"
"Engineer","Bechtel Plant Machinery","$74,661/yr"
"Engineer - Monthly Intern","ExxonMobil","$7,047/mo"
"Engineer","Linde","$89,972/yr"
"Engineer","American Express","$100,511/yr"
"Engineer","Hospira","$119,516/yr"
"Engineer","Ingersoll Rand","$83,497/yr"
"Engineer","Meggitt","$80,393/yr"
"Engineer","GitHub","$167,192/yr"
"Engineer","Cree","$83,576/yr"
"Engineer","ASML","$82,401/yr"
"Engineer - Monthly Intern","General Motors (GM)","$4,633/mo"
"Engineer","Granite Construction","$78,408/yr"
"Engineer","United Technologies","$85,197/yr"
"Engineer - Hourly","Infosys","$63/hr"
"Engineer","Textron Aviation","$63,243/yr"
"Engineer","General Dynamics Information Technology","$86,010/yr"
"Engineer","Black & Veatch","$85,280/yr"
"Engineer","Enterprise Products","$88,578/yr"
"Engineer - Hourly Intern","ExxonMobil","$43/hr"
"Engineer","Thermo Fisher Scientific","$67,775/yr"
"Engineer","Nestlé Purina U.S.","$86,279/yr"
"Engineer","PPG","$75,419/yr"
"Engineer - Hourly Intern","Emerson","$19/hr"
"Engineer - Hourly Intern","NASA","$16/hr"
"Engineer - Hourly","Volt Information Sciences","$28/hr"
"Engineer","Honda Aircraft Company","$101,179/yr"
"Engineer","BE Aerospace","$83,978/yr"
"Engineer","General Mills","$88,997/yr"
"Engineer","United Launch Alliance","$108,464/yr"
"Engineer","Analysis and Measurement Services","$57,131/yr"
"Engineer","ZT Systems","$50,079/yr"
"Engineer - Hourly Intern","EMC","$27/hr"
"Engineer","Bombardier","$67,999/yr"
"Engineer - Hourly Intern","Apple","$38/hr"
"Engineer - Hourly Intern","ITW","$16/hr"
"Engineer - Hourly Intern","Ingersoll Rand","$20/hr"
"Engineer","MRI Software","$53,930/yr"
"Engineer","Zodiac Aerospace","$74,885/yr"
"Engineer - Monthly","US Navy","$4,261/mo"
"Engineer","Delphi","$82,082/yr"
"Engineer","Federal Government","$113,726/yr"
"Engineer - Hourly","Gas Transmission System","$38/hr"
"Engineer","NASA","$138,039/yr"
"Engineer","Exponent","$100,158/yr"
"Engineer","Applied Medical","$65,189/yr"
"Engineer","BD","$79,832/yr"
"Engineer","Windstream","$82,110/yr"
"Engineer","Occidental Petroleum","$120,040/yr"
"Engineer - Hourly Intern","Raytheon","$23/hr"
"Engineer","ISO New England","$90,924/yr"
"Engineer - Hourly Intern","Cisco Systems","$24/hr"
"Engineer","Yahoo","$107,507/yr"
"Engineer","GHD","$62,494/yr"
"Engineer","Baxter","$73,604/yr"
"Engineer - Hourly Intern","Pioneer Natural Resources","$39/hr"
"Engineer","Spirent Communications","$79,313/yr"
"Engineer","CDM Smith","$93,996/yr"
"Engineer","Dow","$91,309/yr"
"Engineer","Atkins","$64,898/yr"
"Engineer","Marriott International","$88,924/yr"
"Engineer","Ambitech Engineering","$70,791/yr"
"Engineer - Monthly Intern","Pratt & Whitney","$4,901/mo"
"Engineer","Case Western Reserve University","$74,642/yr"
"Engineer","BASF","$99,888/yr"
"Engineer","ABS Group","$70,113/yr"
"Engineer","US Army","$82,813/yr"
"Engineer","Flex","$72,113/yr"
"Engineer","Georgia Power","$69,156/yr"
"Engineer - Hourly Intern","SpaceX","$27/hr"
"Engineer","Kinder Morgan","$116,457/yr"
"Engineer - Hourly Intern","Oceaneering International","$19/hr"
"Engineer","NIKE","$80,126/yr"
"Engineer","Trading Technologies","$97,684/yr"
"Engineer","Cooper Industries","$73,213/yr"
"Engineer - Hourly Intern","General Motors (GM)","$26/hr"
"Engineer - Hourly Intern","Navistar","$21/hr"
"Engineer","United States Steel","$83,936/yr"
"Engineer","Thales","$85,914/yr"
"Engineer","KLA","$106,306/yr"
"Engineer","Karma Automotive","$113,065/yr"
"Engineer - Hourly Intern","Medtronic","$25/hr"
"Engineer","National Oilwell Varco","$88,509/yr"
"Engineer - Hourly Intern","Solar Turbines","$23/hr"
"Engineer","Edgile","$86,657/yr"
"Engineer","GE Oil & Gas","$85,615/yr"
"Engineer - Hourly Intern","Bose","$28/hr"
"Engineer","Alcon","$81,939/yr"
"Engineer","LSI","$135,517/yr"
"Engineer - Hourly Intern","Boston Scientific","$24/hr"
"Engineer","Johns Hopkins University Applied Physics Laboratory","$98,353/yr"
"Engineer","Level 3 Communications","$89,560/yr"
"Engineer - Hourly Intern","Motorola Mobility","$29/hr"
"Engineer","Solar Turbines","$88,457/yr"
"Engineer","Verndale","$73,157/yr"
"Engineer","AT&T","$91,566/yr"
"Engineer","Sanmina","$71,224/yr"
"Engineer","ITW","$74,474/yr"
"Engineer","Gulfstream","$78,374/yr"
"Engineer","Katerra","$81,114/yr"
"Engineer","Orbital ATK","$85,050/yr"
"Engineer","Michigan State University","$84,135/yr"
"Engineer","Cobham","$98,227/yr"
"Engineer","Samsung Electronics","$98,527/yr"
"Engineer - Hourly Intern","FMC Technologies","$24/hr"
"Engineer","Magna International","$80,266/yr"
"Engineer","CenturyLink","$70,517/yr"
"Engineer","Super Micro Computer, Inc. (Supermicro)","$84,560/yr"
"Engineer","Boston Scientific","$86,000/yr"
"Engineer","Loureiro Engineering Associates","$61,788/yr"
"Engineer - Hourly Intern","TE Connectivity","$23/hr"
"Engineer","Honda R & D Americas","$69,953/yr"
"Engineer","Worley","$102,542/yr"
"Engineer","Lincoln Electric","$54,891/yr"
"Engineer","Tumblr","$149,970/yr"
"Engineer","Teledyne Technologies","$86,304/yr"
"Engineer","SPAWAR","$88,001/yr"
"Engineer - Hourly Intern","DuPont","$24/hr"
"Engineer","Bell Partners","$98,953/yr"
"Engineer - Monthly Intern","Delphi","$3,547/mo"
"Engineer","PPL","$67,928/yr"
"Engineer","Gannett Fleming","$63,714/yr"
"Engineer - Hourly Intern","GE Transportation","$24/hr"
"Engineer - Hourly Intern","BorgWarner","$20/hr"
"Engineer","TE Connectivity","$112,747/yr"
"Engineer","Cabot","$113,504/yr"
"Engineer","PECO","$68,602/yr"
"Engineer","ComEd","$72,284/yr"
"Engineer","Mangan","$62,883/yr"
"Engineer","Agilent Technologies","$96,477/yr"
"Engineer","Technicolor","$91,627/yr"
"Engineer - Monthly Intern","Alcoa","$4,025/mo"
"Engineer","US Airways","$77,364/yr"
"Engineer","Baker Hughes","$82,778/yr"
"Engineer - Hourly Intern","Energy Transfer","$30/hr"
"Engineer","Uber","$118,489/yr"
"Engineer - Hourly Intern","Westar Energy","$22/hr"
"Engineer","Kenworth Truck","$80,953/yr"
"Engineer","GE Global Research","$104,491/yr"
"Engineer","Hatch Mott MacDonald","$80,814/yr"
"Engineer","Facebook","$117,700/yr"
"Engineer","TTI Floor Care North America Inc.","$73,736/yr"
"Engineer","Cotiviti","$88,225/yr"
"Engineer","URS Corporation","$83,518/yr"
"Engineer","Eli Lilly and Company","$75,877/yr"
"Engineer","Owens-Illinois","$78,366/yr"
"Engineer","Toyota Boshoku","$57,353/yr"
"Engineer","Oncor Electric Delivery","$79,803/yr"
"Engineer","ArcelorMittal USA","$83,853/yr"
"Engineer","Interlake Mecalux","$32,902/yr"
"Engineer - Monthly Intern","Cummins","$3,660/mo"
"Engineer","FedEx Ground","$80,178/yr"
"Engineer","Bloomberg L.P.","$98,723/yr"
"Engineer","Tata Consultancy Services (North America)","$78,549/yr"
"Engineer","The Spaceship Company","$99,990/yr"
"Engineer","Destination Hotels","$85,869/yr"
"Engineer","Duke Energy","$71,480/yr"
"Engineer","The Babcock & Wilcox Company","$81,158/yr"
"Engineer","Kraft Heinz Company","$94,426/yr"
"Engineer - Hourly Intern","Burns & McDonnell","$25/hr"
"Engineer","Baker Hughes","$81,447/yr"
"Engineer","Syska Hennessy","$68,164/yr"
"Engineer - Intern","Boeing","$62,699/yr"
"Engineer","HYDE ENGINEERING + CONSULTING","$65,739/yr"
"Engineer - Monthly Intern","John Deere","$4,002/mo"
"Engineer","AMETEK","$94,432/yr"
"Engineer","Carter & Burgess","$66,829/yr"
"Engineer","Freeport-McMoRan","$73,828/yr"
"Engineer","Dexcom","$72,803/yr"
"Engineer - Hourly","CHC Consulting","$24/hr"
"Engineer - Hourly Intern","Covestro","$25/hr"
"Engineer","Terex","$81,890/yr"
"Engineer","Foxconn","$63,538/yr"
"Engineer","Williams","$104,371/yr"
"Engineer","Peoples Gas","$85,697/yr"
"Engineer - Hourly Intern","Dow","$28/hr"
"Engineer","SSL","$103,170/yr"
"Engineer","Textron","$64,498/yr"
"Engineer","AZZ","$70,081/yr"
"Engineer","ACI Worldwide","$95,416/yr"
"Engineer","Pfizer","$112,729/yr"
"Engineer","Hughes Network Systems","$89,005/yr"
"Engineer","Kimberly-Clark","$92,396/yr"
"Engineer","Oracle","$107,881/yr"
"Engineer","Jabil","$70,000/yr"
"Engineer","ITC Holdings","$81,982/yr"
"Engineer","Nestlé USA","$91,808/yr"
"Engineer","E Ink","$72,047/yr"
"Engineer","Lenovo","$111,795/yr"
"Engineer - Hourly Intern","Eaton","$19/hr"
"Engineer","Altec Industries","$70,764/yr"
"Engineer - Monthly Intern","Chegg","$6,833/mo"
"Engineer","US Department of Energy","$102,449/yr"
"Engineer","Valero Energy","$102,648/yr"
"Engineer - Hourly Intern","Johnson Controls","$20/hr"
"Engineer - Hourly Intern","National Oilwell Varco","$21/hr"
"Engineer - Hourly Intern","Spirit AeroSystems","$24/hr"
"Engineer","Applied Materials","$112,849/yr"
"Engineer","Real Hospitality Group","$78,014/yr"
"Engineer","Luminant","$84,089/yr"
"Engineer","Nissan North America","$90,351/yr"
"Engineer","Aetna","$75,413/yr"
"Engineer","FirstEnergy","$77,487/yr"
"Engineer","FusionStorm","$102,420/yr"
"Engineer","ESD","$67,946/yr"
"Engineer","Owens Corning","$88,203/yr"
"Engineer","Altera","$128,996/yr"
"Engineer","Greatbatch","$90,183/yr"
"Engineer - Hourly Intern","Stryker","$21/hr"
"Engineer","Mercedes-Benz International","$76,785/yr"
"Engineer","Synoptek","$83,933/yr"
"Engineer","Materion","$83,477/yr"
"Engineer","Makerbot","$64,590/yr"
"Engineer - Hourly Intern","Polaris","$23/hr"
"Engineer","Pentair","$67,955/yr"
"Engineer","Port Authority of New York and New Jersey","$81,348/yr"
"Engineer - Hourly Intern","Corning","$25/hr"
"Engineer","Zayo","$65,921/yr"
"Engineer","Enercon Services","$72,498/yr"
"Engineer","Pitney Bowes","$85,971/yr"
"Engineer","General Atomics","$107,554/yr"
"Engineer","Phillips 66","$108,646/yr"
"Engineer - Hourly Intern","GKN","$17/hr"
"Engineer","AAR","$71,547/yr"
"Engineer","Allegheny Technologies (ATI)","$79,737/yr"
"Engineer","West Monroe Partners","$77,686/yr"
"Engineer","PacifiCorp","$82,908/yr"
"Engineer - Hourly Contractor","Volt Information Sciences","$35/hr"
"Engineer - Hourly","Amgen","$36/hr"
"Engineer","Jacobs Vehicle Systems","$84,971/yr"
"Engineer - Hourly Intern","Duke Energy","$23/hr"
"Engineer - Hourly Intern","ONEOK","$30/hr"
"Engineer - Hourly Intern","IBM","$26/hr"
"Engineer - Monthly Intern","United Airlines","$3,632/mo"
"Engineer","BorgWarner","$103,817/yr"
"Engineer","Williams International","$77,886/yr"
"Engineer","Anchor QEA","$62,389/yr"
"Engineer","NBCUniversal","$117,512/yr"
"Engineer - Hourly Intern","Pratt & Whitney","$27/hr"
"Engineer","Safran","$84,576/yr"
"Engineer - Hourly Intern","Newport News Shipbuilding","$24/hr"
"Engineer","Faraday Future","$108,275/yr"
"Engineer","Air Force Research Laboratory","$93,893/yr"
"Engineer","Air Liquide","$91,660/yr"
"Engineer - Hourly Intern","Jacobs","$19/hr"
"Engineer","BNSF Railway","$91,483/yr"
"Engineer","Integra LifeSciences","$75,253/yr"
"Engineer - Hourly Intern","Sulzer","$17/hr"
"Engineer","Arm","$104,526/yr"
"Engineer","Michelin North America","$71,566/yr"
"Engineer","Cameron","$75,810/yr"
"Engineer","Netflix","$142,631/yr"
"Engineer","Cook Group","$68,939/yr"
"Engineer","Intuit","$115,123/yr"
"Engineer","Hitachi","$68,399/yr"
"Engineer - Monthly Intern","Phillips 66","$6,470/mo"
"Engineer","MWH Global","$72,222/yr"
"Engineer","MMI Engineering","$99,253/yr"
"Engineer","C&D Zodiac","$71,234/yr"
"Engineer","Regal Beloit","$71,793/yr"
"Engineer","Hornbeck Offshore","$114,402/yr"
"Engineer","SolarWorld","$86,458/yr"
"Engineer","Walmart","$74,111/yr"
"Engineer","Hyundai Motor","$60,321/yr"
"Engineer","Viasat","$104,672/yr"
"Engineer","Goodrich","$89,055/yr"
"Engineer","Zimmer Biomet","$74,121/yr"
"Engineer","Engility","$97,088/yr"
"Engineer - Hourly Intern","Mercedes-Benz Research & Development North America","$27/hr"
"Engineer","IPG Photonics","$75,030/yr"
"Engineer","Gerdau","$83,191/yr"
"Engineer","FAA","$116,061/yr"
"Engineer","Peabody","$79,066/yr"
"Engineer","Southern Company Gas","$81,937/yr"
"Engineer - Hourly Intern","Valero Energy","$36/hr"
"Engineer","Hach Company","$89,290/yr"
"Engineer - Hourly Intern","Lincoln Electric","$20/hr"
"Engineer","El Paso","$78,286/yr"
"Engineer","MTD Products","$83,431/yr"
"Engineer","Electric Power Research Institute (EPRI)","$82,194/yr"
"Engineer","KPFF","$73,446/yr"
"Engineer","Eastman","$92,571/yr"
"Engineer","Sierra Nevada Corporation","$109,128/yr"
"Engineer","Sony","$84,740/yr"
"Engineer","Square","$138,259/yr"
"Engineer","Stantec","$72,560/yr"
"Engineer","ENSCO","$87,782/yr"
"Engineer - Hourly Intern","Kinder Morgan","$44/hr"
"Engineer","Cardinal Health","$79,787/yr"
"Engineer","NorthStar Communications","$73,425/yr"
"Engineer","Burns & McDonnell","$93,498/yr"
"Engineer - Hourly Intern","Whirlpool Corporation","$24/hr"
"Engineer","Hamilton Sundstrand","$95,834/yr"
"Engineer","Panduit","$85,202/yr"
"Engineer","Slalom","$75,333/yr"
"Engineer","MISO","$88,481/yr"
"Engineer","Knewton","$110,516/yr"
"Engineer - Hourly Intern","The Coca-Cola Company","$18/hr"
"Engineer - Hourly Intern","BASF","$22/hr"
"Engineer","Naval Undersea Warfare Center","$69,682/yr"
"Engineer - Hourly Intern","Bayer","$25/hr"
"Engineer","Progress Energy","$79,448/yr"
"Engineer - Hourly Intern","Disney Parks & Resorts","$21/hr"
"Engineer - Hourly Intern","Philips","$23/hr"
"Engineer","WB Engineers+Consultants","$68,859/yr"
