,job_title,mean_pay,salary_range,company,category
3463,Trainer,"$58,685/yr",Range: $57K - $81K,intuit,others
3464,Senior Development Manager In Quality,"$165,253/yr",Range: $157K - $171K,intuit,managerial
3465,Group Development Manager,"$217,149/yr",Range: $189K - $222K,intuit,managerial
3466,Senior QA Manager,"$134,395/yr",Range: $96K - $156K,intuit,managerial
3467,Event Manager,"$79,926/yr",Range: $68K - $83K,intuit,managerial
3468,Security Architect,"$162,444/yr",Range: $136K - $184K,intuit,others
3469,Inside Sales Consultant,"$39,114/yr",Range: $38K - $42K,intuit,sales
3470,Staff DevOps Engineer,"$145,782/yr",Range: $121K - $194K,intuit,engineering
3471,Applications Operations Engineer II,"$95,938/yr",Range: $94K - $103K,intuit,engineering
3472,Database Engineer,"$88,100/yr",Range: $82K - $131K,intuit,engineering
3473,"Senior Manager, Corporate Development","$202,285/yr",Range: $153K - $210K,intuit,others
3474,Quality Assurance,"$82,203/yr",Range: $52K - $130K,intuit,others
3475,Designer,"$90,356/yr",Range: $81K - $106K,intuit,others
3476,Group Program Manager,"$185,544/yr",Range: $132K - $190K,intuit,managerial
3477,Tax Analyst,"$47,787/yr",Range: $46K - $70K,intuit,others
3478,Marketing,"$171,779/yr",Range: $90K - $200K,intuit,marketing
3479,Senior Security Manager,"$136,845/yr",Range: $108K - $145K,intuit,managerial
3480,Corporate Strategy Manager,"$157,268/yr",Range: $113K - $163K,intuit,managerial
3481,Finance Analyst,"$80,758/yr",Range: $70K - $94K,intuit,others
3482,Implementation Specialist,"$46,754/yr",Range: $42K - $48K,intuit,others
3483,Customer Care Manager,"$132,469/yr",Range: $48K - $160K,intuit,managerial
3484,Operations Analyst,"$55,004/yr",Range: $54K - $57K,intuit,others
3485,Senior Front End Engineer,"$125,736/yr",Range: $119K - $160K,intuit,engineering
3486,Accountant,"$77,546/yr",Range: $72K - $78K,intuit,others
3487,Web Analyst,"$80,681/yr",Range: $78K - $134K,intuit,others
3488,Senior Business Operations Manager,"$125,502/yr",Range: $91K - $168K,intuit,managerial
3489,User Experience Designer,"$107,219/yr",Range: $83K - $150K,intuit,others
3490,Software Engineer - Contractor,"$94,858/yr",Range: $90K - $117K,intuit,engineering
3491,Program Manager - Contractor,"$109,736/yr",Range: $75K - $133K,intuit,managerial
3492,Senior User Experience Researcher,"$114,483/yr",Range: $93K - $129K,intuit,others
3493,Product Management,"$183,586/yr",Range: $86K - $237K,intuit,others
3494,Senior Sourcing Manager,"$118,627/yr",Range: $110K - $128K,intuit,managerial
3495,Senior Software Engineering Manager,"$155,139/yr",Range: $140K - $171K,intuit,engineering
3496,Customer Success Manager,"$87,754/yr",Range: $79K - $97K,intuit,managerial
3497,Senior Marketing Program Manager,"$129,658/yr",Range: $114K - $149K,intuit,marketing
3498,Human Resources Coordinator,"$70,536/yr",Range: $61K - $81K,intuit,others
3499,"Manager, Strategy and Business Development","$171,159/yr",Range: $162K - $179K,intuit,others
3500,Senior Recruiter,"$133,095/yr",Range: $126K - $141K,intuit,others
3501,"Manager, Experimentation & Marketing Analytics","$123,725/yr",Range: $118K - $129K,intuit,marketing
3502,Senior Risk Manager,"$114,727/yr",Range: $95K - $136K,intuit,managerial
3503,Performance Engineer,"$140,604/yr",Range: $107K - $177K,intuit,engineering
3504,National Account Manager,"$129,621/yr",Range: $124K - $136K,intuit,managerial
3505,Digital Marketing Manager,"$101,650/yr",Range: $91K - $113K,intuit,marketing
3506,Developer Relations Engineer,"$116,210/yr",Range: $101K - $131K,intuit,engineering
3507,Senior Operations Manager,"$140,808/yr",Range: $107K - $176K,intuit,managerial
3508,Senior Business Development Manager,"$123,362/yr",Range: $101K - $145K,intuit,managerial
3509,RDP Associate,"$72,480/yr",Range: $66K - $80K,intuit,others
3510,Sales Support Manager,"$62,956/yr",Range: $45K - $82K,intuit,sales
3511,Technical Support Engineer,"$68,285/yr",Range: $40K - $98K,intuit,engineering
3512,Senior Inside Sales Manager,"$96,211/yr",Range: $91K - $102K,intuit,sales
3513,Principal Business Analyst,"$140,402/yr",Range: $132K - $149K,intuit,others
3514,Workforce Management Analyst,"$58,557/yr",Range: $55K - $62K,intuit,others
3515,Creative Director,"$233,124/yr",Range: $211K - $254K,intuit,others
3516,Technical Recruiter,"$117,920/yr",Range: $92K - $147K,intuit,others
3517,Senior Corporate Counsel,"$199,421/yr",Range: $190K - $210K,intuit,others
3518,Temporary,"$38,979/yr",Range: $36K - $42K,intuit,others
3519,Software Engineer In QA,"$120,386/yr",Range: $105K - $136K,intuit,engineering
3520,"Director, Web Marketing","$235,952/yr",Range: $223K - $250K,intuit,marketing
3521,Senior Business Operations Analyst,"$98,830/yr",Range: $79K - $120K,intuit,others
3522,New College Grad - Software Engineer,"$109,155/yr",Range: $90K - $130K,intuit,engineering
3523,"Director, Customer Experience","$114,848/yr",Range: $110K - $122K,intuit,others
3524,Tax Professional,"$28,190/yr",Range: $26K - $31K,intuit,others
3525,Staff Database Engineer,"$152,704/yr",Range: $143K - $163K,intuit,engineering
3526,Intuit Web Advisor,"$36,135/yr",Range: $32K - $41K,intuit,others
3527,Benefits Analyst,"$81,135/yr",Range: $73K - $88K,intuit,others
3528,Technical Recruiter - Contractor,"$105,439/yr",Range: $99K - $113K,intuit,others
3529,Communications Manager,"$114,363/yr",Range: $90K - $140K,intuit,managerial
3530,Senior Staff Software Engineer,"$143,749/yr",Range: $110K - $179K,intuit,engineering
3531,Az,"$38,325/yr",Range: $34K - $43K,intuit,others
3532,Strategic Account Manager,"$78,861/yr",Range: $50K - $110K,intuit,managerial
3533,Senior Sales Engineer,"$110,242/yr",Range: $89K - $133K,intuit,sales
3534,IT Engineer,"$114,765/yr",Range: $105K - $124K,intuit,it
3535,Call Center Manager,"$72,013/yr",Range: $66K - $79K,intuit,managerial
3536,Senior Technical Recruiter,"$160,293/yr",Range: $144K - $176K,intuit,others
3537,Staff Site Reliability Engineer,"$115,634/yr",Range: $112K - $120K,intuit,engineering
3538,Senior Security Engineer,"$117,015/yr",Range: $105K - $129K,intuit,engineering
3539,QA Manager,"$149,369/yr",Range: $117K - $183K,intuit,managerial
3540,Community Manager,"$84,152/yr",Range: $68K - $100K,intuit,managerial
3541,IT Architect,"$162,240/yr",Range: $147K - $180K,intuit,it
3542,Staff Operations Engineer,"$118,483/yr",Range: $104K - $133K,intuit,engineering
3543,Storage Administrator,"$114,627/yr",Range: $103K - $127K,intuit,others
3544,Staff Analyst,"$140,968/yr",Range: $112K - $174K,intuit,others
3545,Software Engineer - Monthly,"$6,504/mo",Range: $4K - $9K,intuit,engineering
3546,Staff Interaction Designer,"$117,115/yr",Range: $107K - $127K,intuit,others
3547,Senior Operations Engineer,"$135,520/yr",Range: $112K - $161K,intuit,engineering
3548,Staff Front End Engineer,"$130,261/yr",Range: $113K - $150K,intuit,engineering
3549,"Senior Manager, Analytics","$172,259/yr",Range: $158K - $190K,intuit,others
3550,Customer Service Representative,"$32,222/yr",Range: $31K - $34K,intuit,others
3551,Senior Support Specialist,"$56,397/yr",Range: $47K - $66K,intuit,others
3552,Small Business Sales Consultant,"$39,166/yr",Range: $36K - $42K,intuit,sales
3553,Senior Mobile Developer,"$139,577/yr",Range: $120K - $158K,intuit,engineering
3554,Senior Game Designer,"$109,709/yr",Range: $99K - $121K,intuit,others
3555,Senior Call Center,"$57,793/yr",Range: $55K - $61K,intuit,others
3556,Team Manager,"$81,763/yr",Range: $75K - $89K,intuit,managerial
3557,Strategy Associate,"$128,082/yr",Range: $108K - $150K,intuit,others
3558,Principal Visual Designer,"$135,280/yr",Range: $111K - $163K,intuit,others
3559,Software Engineering Manager,"$190,832/yr",Range: $177K - $205K,intuit,engineering
3560,Senior Writer,"$92,645/yr",Range: $87K - $98K,intuit,others
3561,Asset Manager,"$112,605/yr",Range: $102K - $125K,intuit,managerial
3562,HRBP,"$110,202/yr",Range: $100K - $120K,intuit,others
3563,Chief Architect,"$257,235/yr",Range: $232K - $288K,intuit,others
3564,Experience Design Manager,"$193,165/yr",Range: $180K - $208K,intuit,managerial
3565,Data Entry Clerk,"$35,826/yr",Range: $31K - $40K,intuit,others
3566,Senior Leadership Development Manager,"$88,451/yr",Range: $76K - $100K,intuit,managerial
3567,Senior HRBP,"$131,757/yr",Range: $119K - $145K,intuit,others
3568,Software Developer,"$123,807/yr",Range: $61K - $150K,bloomberg,engineering
3569,Senior Software Developer,"$149,225/yr",Range: $98K - $215K,bloomberg,engineering
3570,Senior Software Engineer,"$165,190/yr",Range: $81K - $234K,bloomberg,engineering
3571,Financial Software Developer,"$113,096/yr",Range: $93K - $172K,bloomberg,engineering
3572,Software Engineer,"$134,909/yr",Range: $60K - $200K,bloomberg,engineering
3573,Data Analyst,"$68,699/yr",Range: $50K - $140K,bloomberg,others
3574,Reporter,"$91,902/yr",Range: $42K - $212K,bloomberg,others
3575,Team Leader,"$169,340/yr",Range: $73K - $200K,bloomberg,others
3576,Financial Information Services Representative,"$97,049/yr",Range: $65K - $148K,bloomberg,others
3577,Global Data Analyst,"$64,940/yr",Range: $61K - $86K,bloomberg,others
3578,Sales Representative,"$98,973/yr",Range: $65K - $163K,bloomberg,sales
3579,Account Manager,"$89,155/yr",Range: $65K - $178K,bloomberg,managerial
3580,Financial Software Engineer,"$107,711/yr",Range: $99K - $152K,bloomberg,engineering
3581,Quantitative Analyst,"$159,467/yr",Range: $101K - $235K,bloomberg,others
3582,Analyst,"$70,734/yr",Range: $63K - $163K,bloomberg,others
3583,Financial Applications Developer,"$104,498/yr",Range: $100K - $156K,bloomberg,engineering
3584,Training Specialist,"$65,238/yr",Range: $64K - $131K,bloomberg,others
3585,Analytics Representative,"$66,802/yr",Range: $64K - $79K,bloomberg,others
3586,Editor,"$121,030/yr",Range: $75K - $160K,bloomberg,others
3587,Sales,"$110,611/yr",Range: $65K - $168K,bloomberg,sales
3588,Product Manager,"$150,228/yr",Range: $76K - $232K,bloomberg,managerial
3589,Project Manager,"$110,045/yr",Range: $65K - $224K,bloomberg,managerial
3590,R&D Team Lead,"$189,648/yr",Range: $162K - $222K,bloomberg,others
3591,Business Analyst,"$77,032/yr",Range: $50K - $121K,bloomberg,others
3592,Senior Financial Software Developer,"$136,276/yr",Range: $110K - $173K,bloomberg,engineering
3593,Analytics,"$73,431/yr",Range: $65K - $116K,bloomberg,others
3594,Financial Sales and Analytics,"$67,810/yr",Range: $63K - $125K,bloomberg,sales
3595,Financial Analyst,"$71,010/yr",Range: $61K - $184K,bloomberg,others
3596,Advanced Specialist,"$90,215/yr",Range: $77K - $104K,bloomberg,others
3597,Global Customer Support,"$47,977/yr",Range: $43K - $61K,bloomberg,others
3598,Relationship Manager,"$131,333/yr",Range: $96K - $180K,bloomberg,managerial
3599,Network Engineer,"$130,890/yr",Range: $85K - $241K,bloomberg,engineering
3600,Legal Analyst,"$100,778/yr",Range: $57K - $164K,bloomberg,others
3601,Financial Applications Engineer,"$104,607/yr",Range: $98K - $110K,bloomberg,engineering
3602,News Reporter,"$96,372/yr",Range: $61K - $146K,bloomberg,others
3603,Network Operations Engineer,"$111,485/yr",Range: $97K - $129K,bloomberg,engineering
3604,Quantitative Researcher,"$184,869/yr",Range: $123K - $280K,bloomberg,others
3605,Sales Associate,"$86,249/yr",Range: $48K - $101K,bloomberg,sales
3606,Research Associate,"$87,974/yr",Range: $77K - $107K,bloomberg,others
3607,Sales and Account Manager,"$93,276/yr",Range: $77K - $169K,bloomberg,sales
3608,Producer,"$87,102/yr",Range: $55K - $113K,bloomberg,others
3609,Financial Analytics Analyst,"$69,105/yr",Range: $64K - $80K,bloomberg,others
3610,New York,"$111,668/yr",Range: $67K - $140K,bloomberg,others
3611,Senior Software Development Engineer,"$166,199/yr",Range: $154K - $189K,bloomberg,engineering
3612,Equity Research Associate,"$96,169/yr",Range: $85K - $126K,bloomberg,others
3613,Senior Account Manager,"$132,152/yr",Range: $85K - $201K,bloomberg,managerial
3614,Technical Translator,"$65,068/yr",Range: $61K - $98K,bloomberg,others
3615,Senior Analyst,"$102,754/yr",Range: $65K - $165K,bloomberg,others
3616,Financial Product Analyst,"$74,000/yr",Range: $66K - $74K,bloomberg,others
3617,Global Customer Support Representative,"$44,496/yr",Range: $44K - $51K,bloomberg,others
3618,Database Administrator,"$145,815/yr",Range: $79K - $166K,bloomberg,others
3619,R&D Manager,"$201,163/yr",Range: $92K - $226K,bloomberg,managerial
3620,Customer Service Representative,"$50,001/yr",Range: $32K - $59K,bloomberg,others
3621,Software Quality Assurance Analyst,"$96,421/yr",Range: $79K - $105K,bloomberg,engineering
3622,Customer Support Specialist,"$45,495/yr",Range: $40K - $87K,bloomberg,others
3623,Research Analyst,"$72,920/yr",Range: $66K - $94K,bloomberg,others
3624,Implementation Specialist,"$107,817/yr",Range: $81K - $159K,bloomberg,others
3625,Data Scientist,"$141,188/yr",Range: $105K - $168K,bloomberg,engineering
3626,Senior Data Analyst,"$74,751/yr",Range: $64K - $141K,bloomberg,others
3627,Senior Project Manager,"$152,227/yr",Range: $121K - $205K,bloomberg,managerial
3628,Software Development Engineer,"$127,441/yr",Range: $111K - $160K,bloomberg,engineering
3629,Programmer,"$124,837/yr",Range: $97K - $142K,bloomberg,others
3630,Associate Producer,"$64,544/yr",Range: $45K - $73K,bloomberg,others
3631,Editorial Director,"$111,976/yr",Range: $101K - $150K,bloomberg,others
3632,Marketing Manager,"$117,437/yr",Range: $85K - $147K,bloomberg,marketing
3633,Equity Data Analyst,"$78,095/yr",Range: $58K - $92K,bloomberg,others
3634,Sales Account Manager,"$97,534/yr",Range: $85K - $124K,bloomberg,sales
3635,Senior Product Manager,"$159,566/yr",Range: $144K - $191K,bloomberg,managerial
3636,Equity Fundamentals Analyst,"$68,684/yr",Range: $64K - $74K,bloomberg,others
3637,Market Data Analyst,"$66,929/yr",Range: $63K - $109K,bloomberg,marketing
3638,Interaction Designer,"$127,749/yr",Range: $93K - $133K,bloomberg,others
3639,Quantitative Developer,"$174,038/yr",Range: $106K - $193K,bloomberg,engineering
3640,Global Technical Support,"$56,957/yr",Range: $52K - $64K,bloomberg,others
3641,Engineer,"$90,205/yr",Range: $66K - $165K,bloomberg,engineering
3642,Global Data,"$67,959/yr",Range: $64K - $76K,bloomberg,others
3643,Journalist,"$99,802/yr",Range: $72K - $143K,bloomberg,others
3644,R&D Software Engineer,"$126,478/yr",Range: $110K - $153K,bloomberg,engineering
3645,Director,"$159,448/yr",Range: $105K - $183K,bloomberg,others
3646,Technical Writer,"$89,251/yr",Range: $86K - $103K,bloomberg,others
3647,Financial Product Sales and Analytics,"$68,490/yr",Range: $65K - $84K,bloomberg,sales
3648,Software Developer Team Leader,"$164,749/yr",Range: $132K - $174K,bloomberg,engineering
3649,Sales Specialist,"$113,144/yr",Range: $93K - $165K,bloomberg,sales
3650,Global Business Manager,"$199,223/yr",Range: $147K - $308K,bloomberg,managerial
3651,Software Engineering,"$133,622/yr",Range: $117K - $157K,bloomberg,engineering
3652,SAP Business Warehouse Analyst,"$120,082/yr",Range: $118K - $134K,bloomberg,others
3653,Translator,"$99,136/yr",Range: $74K - $101K,bloomberg,others
3654,Marketing Program Manager,"$130,371/yr",Range: $108K - $162K,bloomberg,marketing
3655,Segment Producer,"$79,405/yr",Range: $67K - $107K,bloomberg,others
3656,Software Engineering Team Lead,"$239,620/yr",Range: $208K - $275K,bloomberg,engineering
3657,Fixed Income Specialist,"$65,668/yr",Range: $62K - $67K,bloomberg,others
3658,Credit Analyst,"$71,332/yr",Range: $27K - $83K,bloomberg,others
3659,Equity Analyst,"$87,311/yr",Range: $73K - $159K,bloomberg,others
3660,Sales and Analytics,"$67,299/yr",Range: $52K - $70K,bloomberg,sales
3661,Sr. Software Engineer,"$188,313/yr",Range: $139K - $204K,bloomberg,engineering
3662,Implementation Manager,"$117,265/yr",Range: $92K - $133K,bloomberg,managerial
3663,Manager,"$152,244/yr",Range: $131K - $231K,bloomberg,managerial
3664,Equity Research Analyst,"$179,176/yr",Range: $135K - $194K,bloomberg,others
3665,Graphic Designer,"$85,379/yr",Range: $51K - $154K,bloomberg,others
3666,Marketing Data Analyst,"$62,453/yr",Range: $61K - $71K,bloomberg,marketing
3667,Senior Programmer,"$149,055/yr",Range: $130K - $195K,bloomberg,others
3668,Senior SAP Security Analyst,"$148,346/yr",Range: $140K - $153K,bloomberg,others
3669,Systems Engineer,"$123,481/yr",Range: $114K - $143K,bloomberg,engineering
3670,Journalist/Reporter,"$102,496/yr",Range: $80K - $135K,bloomberg,others
3671,Professor of History,"$120,140/yr",Range: $111K - $128K,bloomberg,others
3672,Data Engineer,"$111,600/yr",Range: $92K - $121K,bloomberg,engineering
3673,Senior Developer,"$140,016/yr",Range: $121K - $161K,bloomberg,engineering
3674,Technical Product Manager,"$150,646/yr",Range: $122K - $180K,bloomberg,managerial
3675,SAN Engineer,"$130,564/yr",Range: $125K - $136K,bloomberg,engineering
3676,Core Terminal Sales Representative,"$134,195/yr",Range: $97K - $160K,bloomberg,sales
3677,Sales Executive,"$124,007/yr",Range: $85K - $165K,bloomberg,sales
3678,Key Account Manager,"$91,986/yr",Range: $85K - $115K,bloomberg,managerial
3679,Business Development,"$139,453/yr",Range: $127K - $243K,bloomberg,others
3680,Production Assistant,"$60,665/yr",Range: $52K - $69K,bloomberg,others
3681,Technical Support Representative,"$60,523/yr",Range: $55K - $95K,bloomberg,others
3682,Senior Systems Administrator,"$141,480/yr",Range: $131K - $160K,bloomberg,others
3683,Technical Operations,"$62,570/yr",Range: $49K - $95K,bloomberg,others
3684,Customer Financial Service Representative,"$60,809/yr",Range: $53K - $64K,bloomberg,others
3685,Marketing,"$84,057/yr",Range: $72K - $147K,bloomberg,marketing
3686,Ruby On Rails Developer,"$153,044/yr",Range: $144K - $167K,bloomberg,engineering
3687,Associate,"$81,844/yr",Range: $56K - $128K,bloomberg,others
3688,Producer/Reporter,"$89,853/yr",Range: $84K - $93K,bloomberg,others
3689,Trading Systems Acct Manager,"$132,474/yr",Range: $88K - $155K,bloomberg,managerial
3690,Senior Software Developer Team Leader,"$158,563/yr",Range: $142K - $210K,bloomberg,engineering
3691,Senior Quantitative Analyst,"$190,670/yr",Range: $176K - $213K,bloomberg,others
3692,Administrative Assistant,"$54,303/yr",Range: $54K - $72K,bloomberg,others
3693,Creative Director,"$285,631/yr",Range: $283K - $286K,bloomberg,others
3694,Senior Data Engineer,"$145,550/yr",Range: $129K - $160K,bloomberg,engineering
3695,News Director,"$132,219/yr",Range: $127K - $132K,bloomberg,others
3696,Engineering Team Lead,"$180,194/yr",Range: $107K - $214K,bloomberg,engineering
3697,Data Expert,"$73,527/yr",Range: $67K - $76K,bloomberg,others
3698,Database Architect,"$151,823/yr",Range: $134K - $153K,bloomberg,others
3699,Systems Analyst,"$156,755/yr",Range: $146K - $160K,bloomberg,others
3700,Team Lead,"$139,254/yr",Range: $74K - $143K,bloomberg,others
3701,Senior Account Executive,"$162,960/yr",Range: $108K - $199K,bloomberg,others
3702,Financial Products Sales and Analytics,"$72,285/yr",Range: $72K - $80K,bloomberg,sales
3703,Senior Reporter,"$129,640/yr",Range: $102K - $153K,bloomberg,others
3704,Video Editor,"$98,458/yr",Range: $79K - $114K,bloomberg,others
3705,Operations Specialist,"$94,928/yr",Range: $94K - $140K,bloomberg,others
3706,Facilities Manager,"$108,085/yr",Range: $108K - $134K,bloomberg,managerial
3707,Applications Specialist,"$199,450/yr",Range: $154K - $206K,bloomberg,others
3708,Photo Editor,"$89,137/yr",Range: $73K - $100K,bloomberg,others
3709,Sales Manager,"$154,136/yr",Range: $151K - $214K,bloomberg,sales
3710,Infrastructure Engineer,"$94,297/yr",Range: $88K - $112K,bloomberg,engineering
3711,Asian Equity Fundamental Analyst,"$68,363/yr",Range: $66K - $72K,bloomberg,others
3712,Executive Assistant,"$83,126/yr",Range: $50K - $97K,bloomberg,others
3713,Junior Financial Analyst - Contractor,"$32,007/yr",Range: $23K - $54K,bloomberg,others
3714,Network Operations Technician,"$108,284/yr",Range: $98K - $108K,bloomberg,others
3715,Business Manager,"$217,212/yr",Range: $216K - $247K,bloomberg,managerial
3716,Site Reliability Engineer,"$188,822/yr",Range: $125K - $189K,bloomberg,engineering
3717,Scrum Master,"$114,031/yr",Range: $114K - $116K,bloomberg,others
3718,Mortgage Modeler,"$116,648/yr",Range: $110K - $145K,bloomberg,others
3719,Operations Project Manager,"$133,858/yr",Range: $114K - $157K,bloomberg,managerial
3720,Recruiting Coordinator,"$75,468/yr",Range: $59K - $83K,bloomberg,others
3721,Senior Sales Representative,"$127,718/yr",Range: $91K - $170K,bloomberg,sales
3722,Human Resources Staff,"$77,176/yr",Range: $59K - $94K,bloomberg,others
3723,Supply Chain Manager,"$135,112/yr",Range: $47K - $143K,bloomberg,managerial
3724,Senior Relationship Manager,"$137,469/yr",Range: $97K - $178K,bloomberg,managerial
3725,Supply Chain Analyst,"$86,985/yr",Range: $64K - $90K,bloomberg,others
3726,Fixed Income Global Data Analyst,"$72,567/yr",Range: $63K - $76K,bloomberg,others
3727,Product Specialist,"$84,468/yr",Range: $82K - $162K,bloomberg,others
3728,Bloomberg Law Legal Research Analyst,"$80,758/yr",Range: $67K - $108K,bloomberg,others
3729,Senior Software Engineer - Contractor,"$148,916/yr",Range: $123K - $165K,bloomberg,engineering
3730,Senior Producer,"$138,162/yr",Range: $92K - $165K,bloomberg,others
3731,Senior Database Administrator,"$136,582/yr",Range: $131K - $183K,bloomberg,others
3732,Fsd,"$111,561/yr",Range: $109K - $130K,bloomberg,others
3733,Production Coordinator,"$73,998/yr",Range: $49K - $76K,bloomberg,others
3734,User Experience Manager,"$126,597/yr",Range: $117K - $136K,bloomberg,managerial
3735,Web Producer,"$83,941/yr",Range: $57K - $113K,bloomberg,others
3736,Learning Specialist,"$100,303/yr",Range: $94K - $106K,bloomberg,others
3737,Junior Data Engineer,"$98,464/yr",Range: $89K - $107K,bloomberg,engineering
3738,Senior Quality Assurance Automation Test Engineer,"$123,220/yr",Range: $119K - $128K,bloomberg,engineering
3739,Solutions Architect,"$150,468/yr",Range: $142K - $159K,bloomberg,others
3740,Quantitative Library Architect,"$368,438/yr",Range: $356K - $380K,bloomberg,others
3741,Test Development Engineer,"$114,655/yr",Range: $109K - $121K,bloomberg,engineering
3742,Senior User Experience Designer,"$115,759/yr",Range: $105K - $128K,bloomberg,others
3743,Software Development Team Lead,"$184,967/yr",Range: $156K - $215K,bloomberg,engineering
3744,Database Developer,"$104,777/yr",Range: $96K - $113K,bloomberg,engineering
3745,Software Engineer - Contractor,"$286,806/yr",Range: $270K - $303K,bloomberg,engineering
3746,Marketing Coordinator,"$104,135/yr",Range: $70K - $142K,bloomberg,marketing
3747,Account Executive,"$84,371/yr",Range: $51K - $121K,bloomberg,others
3748,Senior Web Developer,"$136,248/yr",Range: $96K - $179K,bloomberg,engineering
3749,Field Service Engineer,"$74,076/yr",Range: $70K - $78K,bloomberg,engineering
3750,Writer/Editor,"$103,558/yr",Range: $83K - $125K,bloomberg,others
3751,Machine Learning Engineer,"$245,900/yr",Range: $169K - $330K,bloomberg,engineering
3752,Supply Chain,"$71,863/yr",Range: $69K - $74K,bloomberg,others
3753,Financial Products Analyst,"$73,528/yr",Range: $64K - $84K,bloomberg,others
3754,Electronic Trading Systems Support,"$92,185/yr",Range: $63K - $123K,bloomberg,others
3755,Software Engineer,"$123,832/yr",Range: $103K - $147K,bloomberg,engineering
3756,Trade Desk Analyst,"$69,413/yr",Range: $67K - $72K,bloomberg,others
3757,Senior Program Manager,"$217,776/yr",Range: $187K - $251K,bloomberg,managerial
3758,Video Producer - Contractor,"$124,018/yr",Range: $79K - $170K,bloomberg,others
3759,Lead Developer,"$153,413/yr",Range: $142K - $164K,bloomberg,engineering
3760,Front End Developer,"$102,769/yr",Range: $92K - $115K,bloomberg,engineering
3761,Technical Product,"$118,899/yr",Range: $110K - $128K,bloomberg,others
3762,News Writer,"$77,310/yr",Range: $73K - $81K,bloomberg,others
3763,Senior Representative,"$53,793/yr",Range: $50K - $58K,bloomberg,others
3764,Installation Coordinator,"$53,872/yr",Range: $52K - $56K,bloomberg,others
3765,Senior Software Developer Peoplesoft,"$164,674/yr",Range: $152K - $177K,bloomberg,engineering
3766,Technical Support Engineer,"$107,936/yr",Range: $102K - $115K,bloomberg,engineering
3767,Programmer Analyst,"$102,781/yr",Range: $86K - $122K,bloomberg,others
3768,Scrum Master Manager,"$134,569/yr",Range: $127K - $143K,bloomberg,managerial
3769,Sales Team Leader,"$182,549/yr",Range: $164K - $199K,bloomberg,sales
3770,Revenue Analytics Analyst,"$97,348/yr",Range: $93K - $102K,bloomberg,others
3771,Research Content Specialist,"$99,107/yr",Range: $90K - $108K,bloomberg,others
3772,Marketing Analyst,"$78,565/yr",Range: $68K - $90K,bloomberg,marketing
3773,Contracts Representative,"$57,556/yr",Range: $54K - $62K,bloomberg,others
3774,ETL Developer,"$113,530/yr",Range: $107K - $122K,bloomberg,engineering
3775,Senior Business Objects Developer,"$123,434/yr",Range: $116K - $130K,bloomberg,engineering
3776,Senior Marketing Manager,"$119,546/yr",Range: $109K - $129K,bloomberg,marketing
3777,Production Director,"$98,893/yr",Range: $84K - $115K,bloomberg,others
3778,Senior Security Architect,"$175,854/yr",Range: $146K - $206K,bloomberg,others
3779,Strategy Associate,"$118,026/yr",Range: $92K - $146K,bloomberg,others
3780,Technical Director,"$94,560/yr",Range: $83K - $107K,bloomberg,others
3781,Global Market Data Analyst,"$67,581/yr",Range: $59K - $76K,bloomberg,marketing
3782,Platform Engineer,"$125,980/yr",Range: $117K - $137K,bloomberg,engineering
3783,Human Capital Analyst,"$95,250/yr",Range: $90K - $102K,bloomberg,others
3784,HR Business Partner,"$100,523/yr",Range: $93K - $108K,bloomberg,others
3785,Engineering Team Leader,"$193,120/yr",Range: $177K - $210K,bloomberg,engineering
3786,Support,"$58,724/yr",Range: $51K - $67K,bloomberg,others
3787,Senior Web Engineer,"$138,840/yr",Range: $122K - $155K,bloomberg,engineering
3788,Economy Reporter,"$118,228/yr",Range: $112K - $124K,bloomberg,others
3789,Product Development,"$146,656/yr",Range: $117K - $179K,bloomberg,others
3790,Product Development Manager,"$143,867/yr",Range: $120K - $171K,bloomberg,managerial
3791,Revenue Analyst,"$89,220/yr",Range: $79K - $100K,bloomberg,others
3792,Senior Credit Analyst,"$87,985/yr",Range: $70K - $107K,bloomberg,others
3793,Financial Research Data Analyst,"$76,250/yr",Range: $67K - $86K,bloomberg,others
3794,Team Leader Fixed Income Analytics,"$143,562/yr",Range: $128K - $160K,bloomberg,others
3795,Marketing Director,"$142,361/yr",Range: $118K - $168K,bloomberg,marketing
3796,Technical Team Lead,"$187,733/yr",Range: $165K - $210K,bloomberg,others
3797,Digital Artist,"$74,889/yr",Range: $70K - $80K,bloomberg,others
3798,New Jersey,"$109,817/yr",Range: $98K - $123K,bloomberg,others
3799,R&D Engineer,"$124,827/yr",Range: $115K - $137K,bloomberg,engineering
3800,Senior Coach,"$77,464/yr",Range: $74K - $81K,bloomberg,others
3801,Bloomberg Sales,"$115,229/yr",Range: $97K - $135K,bloomberg,sales
3802,Quantitative Research Analyst,"$162,394/yr",Range: $142K - $182K,bloomberg,others
3803,Desktop Financial Developer,"$117,323/yr",Range: $106K - $129K,bloomberg,engineering
3804,Event Planner,"$61,500/yr",Range: $59K - $64K,bloomberg,others
3805,Contract Coordinator,"$56,580/yr",Range: $52K - $62K,bloomberg,others
3806,Software Development Engineer In Test,"$118,767/yr",Range: $102K - $136K,bloomberg,engineering
3807,Junior Financial Information Services Representative,"$104,904/yr",Range: $96K - $114K,bloomberg,others
3808,Senior Energy Analyst,"$91,199/yr",Range: $80K - $102K,bloomberg,others
3809,Marketing Specialist,"$122,057/yr",Range: $115K - $129K,bloomberg,marketing
