"jobTitle","company","meanPay"
"Educator","Gaylor Electric","$51,077/yr"
"Educator","Marion P. Thomas Charter School","$65,684/yr"
"Educator","Premier Education","$70,375/yr"
"Educator","The Marine Mammal Center","$53,906/yr"
"Educator","Hainesport Township School District","$52,822/yr"
"Educator - Hourly","Bay Area Discovery Museum","$18/hr"
"Educator","Northern Virginia Community College","$50,500/yr"
"Educator","PG County Public Schools","$103,307/yr"
"Educator","G4S","$53,839/yr"
"Educator","Nebraska Early Childhood Collaborative","$47,450/yr"
"Educator","UP Education Network","$103,827/yr"
"Educator","Green Bay Area Public Schools","$69,381/yr"
"Educator","Teacher/ Professor Electronics Engineering, 2004 to Present","$81,879/yr"
"Educator","Kanawha County Schools","$36,780/yr"
"Educator - Hourly","Finger Lakes Community Health","$18/hr"
"Educator","Cold Spring Harbor Laboratory","$53,233/yr"
"Educator","Truth or Consequences Municipal Schools","$57,065/yr"
"Educator - Hourly Intern","Alliance to Save Energy (ASE)","$12/hr"
"Educator","Oregon Child Development Coalition","$50,078/yr"
"Educator","Olympic College","$40,380/yr"
"Educator - Monthly","St. Petersburg College","$2,102/mo"
"Educator","Sanford Brown College","$78,389/yr"
"Educator","Greenfield-Central Schools","$57,792/yr"
"Educator","Central PA Digital Learning Foundation","$40,136/yr"
"Educator","The Maritime Aquarium at Norwalk","$33,050/yr"
"Educator","Muscular Dystrophy Association","$57,260/yr"
"Educator","University of Wisconsin - Extension","$42,217/yr"
"Educator","Kings Elementary School #144","$39,378/yr"
"Educator - Hourly Intern","EMC","$20/hr"
"Educator","Boys & Girls Clubs of San Francisco","$52,902/yr"
"Educator - Hourly Contractor","Kehillat Israel","$46/hr"
"Educator","Mesa Public Schools","$71,274/yr"
"Educator","US Department of Education","$53,699/yr"
"Educator","Penn State University","$58,875/yr"
"Educator","Mastery Charter School","$64,607/yr"
"Educator","Elizabeth Arden","$63,293/yr"
"Educator","Bibb County School District","$46,678/yr"
"Educator","Apperson","$43,216/yr"
"Educator","Buckeye Elementary School District #33","$37,502/yr"
"Educator","Santa Fe Public Schools","$57,944/yr"
"Educator - Hourly","Binder Park Zoo","$10/hr"
"Educator","Sharecare","$50,039/yr"
"Educator - Hourly","Childcare Learning Centers","$14/hr"
"Educator","Leap Academy University Charter School","$81,278/yr"
"Educator","University of New Orleans","$38,024/yr"
"Educator - Hourly","Mike Perrin","$13/hr"
"Educator","Academy of Art University","$86,249/yr"
"Educator - Hourly Contractor","Gogokid","$17/hr"
"Educator - Contractor","MACCRAY Public Schools","$41,615/yr"
"Educator","Palm Springs USD","$76,465/yr"
"Educator","ESS","$48,596/yr"
"Educator","Crow Canyon Archeological Center","$35,215/yr"
"Educator - Contractor","SAISD","$54,868/yr"
"Educator","State of Wisconsin","$53,210/yr"
"Educator - Hourly","REWCO","$16/hr"
"Educator","Maricopa Unified School District","$48,596/yr"
"Educator","Charleston County Government","$31,930/yr"
"Educator","Varsity Tutors","$37,589/yr"
"Educator","Renton School District","$49,245/yr"
"Educator","Eau Claire Area School District","$42,862/yr"
"Educator","California College of the Arts","$47,630/yr"
"Educator - Hourly","Town of Gilbert, Arizona","$18/hr"
"Educator - Hourly","The Gilder Lehrman Institute of American History","$17/hr"
"Educator","GREENWOOD PUBLIC SCHOOL DISTRICT","$37,376/yr"
"Educator","Harding Fine Arts Academy","$33,174/yr"
"Educator","Yuma Union High School District No 70","$40,834/yr"
"Educator - Hourly","San Diego Zoo Global","$11/hr"
"Educator","Salt Lake City School District","$69,838/yr"
"Educator - Hourly","Morris Museum of Art","$13/hr"
"Educator","Pueblo City Schools","$43,627/yr"
"Educator - Hourly","Honor Health Network","$29/hr"
"Educator - Hourly","Aquarium Restaurants","$11/hr"
"Educator","University of California","$110,146/yr"
"Educator - Hourly Contractor","Eastern Virginia Medical School","$38/hr"
"Educator","The Wonderful Company","$50,170/yr"
"Educator","St Lucie County Schools","$36,249/yr"
"Educator - Hourly Contractor","Museum of Fine Arts, Boston","$20/hr"
"Educator","Emily Griffith Technical College","$21,654/yr"
"Educator","State of Connecticut","$88,710/yr"
"Educator","Catapult Learning","$33,568/yr"
"Educator","Utica Community Schools","$35,118/yr"
"Educator","Archdiocese of New York","$65,807/yr"
"Educator","Adler Planetarium","$37,797/yr"
"Educator","World Learning","$52,988/yr"
"Educator - Contractor","Fort Bend ISD","$50,986/yr"
"Educator","Boulder County","$53,575/yr"
"Educator","IQVIA","$102,461/yr"
"Educator","Delta Career Education Corporation","$42,326/yr"
"Educator","Country Music Foundation","$36,438/yr"
"Educator - Hourly Contractor","Eaton RESA","$21/hr"
"Educator - Contractor","Austin Community Foundation","$57,069/yr"
"Educator","Henderson County Public Schools","$44,917/yr"
"Educator","Saint John's School (San Juan)","$30,813/yr"
"Educator","Great Oaks Charter Schools","$55,728/yr"
"Educator - Hourly","The Mob Museum","$14/hr"
"Educator","Wisconsin Bankers Association","$57,696/yr"
"Educator","Barry-Eaton District Health Department","$29,883/yr"
"Educator - Hourly","Queens County Farm","$16/hr"
"Educator","BELVIDERE COMMUNITY UNIT SCHOOL DISTRICT #100","$64,438/yr"
"Educator","Booksource","$52,498/yr"
"Educator","Jeffco Public Schools","$58,757/yr"
"Educator","Quality Services for the Autism Community","$48,964/yr"
"Educator - Monthly","St Mary's Diocesan School for Girls","$5,098/mo"
"Educator - Contractor","Pulaski Community School District","$40,948/yr"
"Educator","Thomas Edison State College","$51,755/yr"
"Educator","American Museum of Natural History","$51,061/yr"
"Educator","British Council","$82,906/yr"
"Educator","City of Gastonia","$49,303/yr"
"Educator","Calhoun High School","$52,514/yr"
"Educator","Albany Medical Center","$64,824/yr"
"Educator","Wappingers Central School District","$99,483/yr"
"Educator - Monthly","Westwood College","$3,292/mo"
"Educator","SSM Health","$66,714/yr"
"Educator","Rutgers University","$30,592/yr"
"Educator","Orcas Island School District","$74,831/yr"
"Educator","Solstice East","$41,669/yr"
"Educator - Hourly","Congregation Shir Hadash","$20/hr"
"Educator - Monthly","Charlotte-Mecklenburg Schools","$3,492/mo"
"Educator","Wake Christian Academy","$41,563/yr"
"Educator","Coffee County School System","$67,008/yr"
"Educator","Pearson Online & Blended Learning","$42,646/yr"
"Educator - Hourly","Fleet Feet Sports","$15/hr"
"Educator","lululemon","$19,309/yr"
"Educator","Hanalani Schools","$41,280/yr"
"Educator","Antioch USD","$55,345/yr"
"Educator","University of Georgia","$39,927/yr"
"Educator","Urbana City Schools","$71,381/yr"
"Educator","Cornell Cooperative Extension","$23,472/yr"
"Educator","International Education Corporation","$48,054/yr"
"Educator","Tetra Tech","$47,194/yr"
"Educator","Great Oaks","$93,691/yr"
"Educator - Hourly","American Museum of the Moving Image","$15/hr"
"Educator - Hourly","Headstart","$13/hr"
"Educator","ServiceSource","$50,528/yr"
"Educator","SAISD","$56,691/yr"
"Educator","Planned Parenthood","$44,018/yr"
"Educator","Parkland Health & Hospital System","$53,953/yr"
"Educator","CUSD 303","$58,601/yr"
"Educator - Hourly","STAR Education","$15/hr"
"Educator","Cranbrook Schools","$38,219/yr"
"Educator - Hourly","Community Partners","$15/hr"
"Educator","Monroe #1 BOCES","$59,196/yr"
"Educator - Hourly Contractor","VIPKid","$21/hr"
"Educator - Hourly","Saint Louis Zoo","$13/hr"
"Educator","American Culinary Federation","$55,988/yr"
"Educator","Grand Canyon University","$85,379/yr"
"Educator - Hourly","Disney Parks & Resorts","$14/hr"
"Educator","Huntington Learning Centers","$43,349/yr"
"Educator","Milpitas USD","$110,000/yr"
"Educator - Hourly Contractor","DaDa","$17/hr"
"Educator - Hourly","New York Transit Museum","$19/hr"
"Educator","Demandware","$52,494/yr"
"Educator - Hourly","North Carolina State University","$10/hr"
"Educator - Monthly","The Goddard School","$3,518/mo"
"Educator","Ascent Academies","$55,886/yr"
"Educator","Monroe County Schools(TN)","$36,596/yr"
"Educator","Northeast Independent School District","$54,944/yr"
"Educator - Hourly","Charleston Development Academy","$16/hr"
"Educator","OIC of Broward County","$38,129/yr"
"Educator","Noble Network of Charter Schools","$50,493/yr"
"Educator","Pennridge School District","$71,835/yr"
"Educator - Hourly","The Yoga Seed Collective","$23/hr"
"Educator","Dayton Christian School System","$31,984/yr"
"Educator - Monthly","Emerald Group","$6,838/mo"
"Educator - Hourly","Meritas","$22/hr"
"Educator","El Paso Independent School District","$41,809/yr"
"Educator","Hazon","$43,307/yr"
"Educator - Hourly","Collierville Schools","$43/hr"
"Educator","Kaiser Permanente","$69,299/yr"
"Educator","Monticello Academy","$60,094/yr"
"Educator - Hourly","IslandWood","$12/hr"
"Educator","Zoo Atlanta","$50,830/yr"
"Educator","Chan Zuckerberg Initiative","$111,464/yr"
"Educator","Wesleyan School","$54,573/yr"
"Educator - Hourly","Long Island Aquarium","$9/hr"
"Educator","Caddo Parish Public Schools","$46,046/yr"
"Educator - Hourly","NYRP","$9/hr"
"Educator - Hourly","University of Maryland Global Campus","$14/hr"
"Educator - Hourly","Google","$20/hr"
"Educator - Hourly","COSI (Columbus)","$12/hr"
"Educator","Phalen Leadership Academy","$53,839/yr"
"Educator - Hourly","Delaware North","$11/hr"
"Educator","SPCA Serving Erie County","$41,644/yr"
"Educator","Van Buren Intermediate School District","$66,088/yr"
"Educator","Naylor Association Solutions","$40,510/yr"
"Educator","Colorado Springs School District 11","$32,834/yr"
"Educator - Hourly","Paul Mitchell Advanced Education","$18/hr"
"Educator","Flagler County Schools","$74,528/yr"
"Educator - Monthly Intern","National Baseball Hall of Fame","$1,085/mo"
"Educator","Audubon Nature Institute","$35,708/yr"
"Educator","St. Francis School District","$76,564/yr"
"Educator","Mount Sinai Health System","$60,047/yr"
"Educator - Hourly Contractor","Madison Area Technical College","$11/hr"
"Educator","University of Colorado","$56,593/yr"
"Educator - Hourly","American Red Cross","$9/hr"
"Educator - Hourly","Cooperative Children's Center","$17/hr"
"Educator","High Tech High","$68,055/yr"
"Educator","Odyssey Charter School","$36,515/yr"
"Educator - Hourly","TechShop","$19/hr"
"Educator","A Nanny for U","$26,043/yr"
"Educator","Murad","$68,186/yr"
"Educator - Hourly","The Sarah A Reed Children's Center","$14/hr"
"Educator","Ben Davis High school","$42,050/yr"
"Educator","Salvadori Center","$44,089/yr"
"Educator - Hourly","Museum of the American Revolution","$17/hr"
"Educator - Hourly","Rock and Roll Hall of Fame","$18/hr"
"Educator","North Carolina State University","$53,906/yr"
"Educator","Davis School District","$51,068/yr"
"Educator","Spring Independent School District","$58,294/yr"
"Educator","Charleston County School District","$43,456/yr"
"Educator","Manor ISD","$63,969/yr"
"Educator","American Institutes for Research","$55,195/yr"
"Educator - Hourly","Spectrum of Science Foundation","$13/hr"
"Educator","Windham Public Schools","$53,594/yr"
"Educator","Weber School District","$79,000/yr"
"Educator - Hourly","Vineyard Vines","$11/hr"
"Educator","Brazos Valley Community Action Agency","$37,415/yr"
"Educator","Ohr Kodesh Congregation","$52,087/yr"
"Educator","Hamilton County ESC","$65,076/yr"
"Educator","Leadership High School","$65,102/yr"
"Educator - Hourly","The Prometheus Academy","$13/hr"
"Educator - Hourly","Trident University","$22/hr"
"Educator","KISD","$55,005/yr"
"Educator","A4M","$53,217/yr"
"Educator - Hourly","Emily Griffith Technical College","$33/hr"
"Educator","The Seattle Times","$62,858/yr"
"Educator","Farmington Public Schools (Michigan)","$46,651/yr"
"Educator - Hourly Contractor","PALS, Inc","$36/hr"
"Educator","Benefis Health System","$62,763/yr"
"Educator","Mint Museum","$29,000/yr"
"Educator - Hourly","Noguchi Museum","$43/hr"
"Educator - Hourly","BCPSEA","$32/hr"
"Educator","Carrollton-Farmers Branch Independent School District","$53,185/yr"
"Educator","South Central School Corporation","$50,000/yr"
"Educator","Universal Technical Institute","$48,515/yr"
"Educator","Humane Society of Southern Arizona","$40,811/yr"
"Educator","Nooksack School District","$76,245/yr"
"Educator","Presidio Graduate School","$68,304/yr"
"Educator","Roman Catholic Diocese of Rochester","$74,630/yr"
"Educator","Eagle Point School District 9","$75,000/yr"
"Educator - Hourly","Long Island Aquarium","$9/hr"
"Educator - Monthly","Korean International School (Ho Chi Minh)","$2,424/mo"
"Educator - Hourly","Maritime Education Network","$11/hr"
"Educator","KIPP DC","$63,733/yr"
"Educator","AKA Head Start","$46,943/yr"
"Educator","National Science Teachers Association","$58,538/yr"
"Educator - Hourly Contractor","Google","$13/hr"
"Educator - Hourly","Annex Teen Clinic","$21/hr"
"Educator","Gardner Edgerton USD 231","$57,296/yr"
"Educator","Palmdale School District","$61,410/yr"
"Educator - Hourly","Red Butte Garden","$13/hr"
"Educator","Paradise Valley Unified School District","$42,326/yr"
"Educator","R1","$44,390/yr"
"Educator - Hourly","Zoo Atlanta","$11/hr"
"Educator","Seguin Independent School District","$43,783/yr"
"Educator","Oconomowoc Area School District","$41,053/yr"
"Educator - Hourly","Kansas City Zoo","$9/hr"
"Educator","Saint Louis Public Schools","$40,197/yr"
"Educator - Hourly","Portland Children's Museum","$13/hr"
"Educator","The Department for Education (UK)","$59,326/yr"
"Educator - Hourly","The Children's Museum of Manhattan","$15/hr"
"Educator","SHRM","$60,043/yr"
"Educator","Redwood City School District","$82,879/yr"
"Educator","Ulta Beauty","$50,078/yr"
"Educator","Ricardo Flores Magon Academy","$38,507/yr"
"Educator","Altarum","$48,331/yr"
"Educator","Lake County Public Schools","$43,671/yr"
"Educator","American Heritage Academy","$51,024/yr"
"Educator","Lampasas Independent School District","$45,888/yr"
"Educator","Coast Guard Academy","$69,808/yr"
"Educator - Hourly","Amherst Recreation Department","$16/hr"
"Educator","Barnes & Noble College Bookstores","$45,748/yr"
"Educator","University of Wisconsin","$53,132/yr"
"Educator","College of Saint Benedict","$38,056/yr"
"Educator","Keller ISD","$45,548/yr"
"Educator","Assumption - St. Bridget School","$62,941/yr"
"Educator","Prairie View A&M","$57,140/yr"
"Educator - Hourly","Lulu","$13/hr"
"Educator","Lexington Christian Academy","$52,451/yr"
"Educator - Contractor","Hillel Torah North Suburban Day School","$74,502/yr"
"Educator","Mountain View-Los Altos Union High School District","$99,990/yr"
