date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Thu Sep 26 2019 10:00:09 GMT-0700 (Pacific Daylight Time), Verification Engineer,"Boston, MA",Current Employee ,Good challenging environment to work,I have been working at NVIDIA full-time for more than 3 years,,"Great Pay and excellent benefits, Challenging work, Recognition",Tight deadlines which can cause work load to increase at times.,,5.0,4.0,5.0,5.0,5.0,5.0
Tue Sep 24 2019 22:52:48 GMT-0700 (Pacific Daylight Time), Senior Software Architect,"Santa Clara, CA",Current Employee ,Great culture of innovation,I have been working at NVIDIA full-time for more than 5 years,,"Cool new tech, amazing people, phenomenal leadership, friendly and open environment, flexible schedule, reasonable pay, good benefits","Work/life balance could be better, open space environment sucks, cafeteria is underwhelming","Open space workplace is the dumbest idea of all times. It might work for call centers, but it's a disaster for an engineering organization",5.0,4.0,5.0,5.0,5.0,5.0
Wed Sep 25 2019 11:03:10 GMT-0700 (Pacific Daylight Time), Recruiting Operations Specialist,"Santa Clara, CA",Current Employee ,Happy to be at NVIDIA,I have been working at NVIDIA full-time for more than a year,,"The culture, the people and the growth are the top pros! These are things that are irreplaceable.",The cafe sometimes doesn't have the best food choices.,,5.0,5.0,5.0,5.0,4.0,5.0
Tue Sep 24 2019 10:29:44 GMT-0700 (Pacific Daylight Time), Senior Systems Software Engineer,"Santa Clara, CA",Current Employee ,Great place to work,I have been working at NVIDIA full-time for more than a year,,"Amazing culture, great work-life-balance and a strong drive to succeed in every area makes NVIDIA one of the best places I've ever worked. Their commitment to moving at the speed of light in every thing they do keeps such a large company nimble and able to respond quickly to shifts in the marketplace.",Moving at the speed of light leaves less room for process and more room for chaos. If you can handle a fluid org chart and requirements that change on sometimes a weekly basis for the bleeding edge projects then you've found the right home. If on the other hand you want stability and things that move with a little more deliberation then the hardware side of the house would be more your speed.,It's a little too easy for managers to carve out their own fiefdom and then defend it. The fluid org chart makes it seem that this wouldn't be possible but the social pressure - especially on high profile projects - keeps some walls up that really should be broken down.,5.0,5.0,4.0,4.0,5.0,4.0
Tue Sep 24 2019 10:47:07 GMT-0700 (Pacific Daylight Time), Technical Marketing Engineer,"Santa Clara, CA",Current Employee ,Best job I've had,I have been working at NVIDIA full-time for more than a year,,"I've been at NVIDIA for about a year and a half. Great mix of employees (age, background, ethnicity , and so forth). Lots of common-sense perks. Relatively flat organization with a fair amount of CEO oversight/visibility. 

The Santa Clara corporate headquarters is a beautiful space. Look forward to coming into work. Great to have cubicles and not an ""open office"" environment. 

Flexible as far as work@home goes.","None worth mentioning. And, this is based on over 20 years in the tech industry.",,5.0,5.0,5.0,5.0,5.0,5.0
Tue Sep 24 2019 20:56:22 GMT-0700 (Pacific Daylight Time), Senior Reliability Test Engineer,"Santa Clara, CA",Current Employee ,One of the best high tech company to work for,I have been working at NVIDIA full-time for more than a year,,"Work flexibility, good compensation and benefits, a lot of new technology to learn and work on.","None so far, still new to the company",,5.0,5.0,5.0,5.0,5.0,5.0
Mon Sep 23 2019 05:00:12 GMT-0700 (Pacific Daylight Time), Distinguished Engineer,"Westford, MA",Current Employee ,Talented and collaborative organization,I have been working at NVIDIA full-time for more than 10 years,,"The litmus test for good engineers is the willingness to listen and, when the conclusion is different than the plan, to change the plan. NVIDIA is full of engineers who are thoughtful and have the capacity to accept change.","Number one goal is always schedule. In pursuit of schedule, decision makers change the scope of work in order to meet schedule. Sometimes this means useful and important features are pushed to a later generation or architecture. After investing months or years on a feature, it is disappointing.",Keep making good decisions. Recognize differences as valuable and part of our strength.,5.0,4.0,5.0,5.0,5.0,5.0
Mon Sep 23 2019 05:09:31 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,"Durham, NC",Current Employee ,Fantastic Place to Work,I have been working at NVIDIA full-time for more than a year,,"* Intellectual honesty is not just encouraged, it's required
* Relatively flat organization, easy to talk to whoever you need
* NVIDIA is still innovating like crazy, I love it","* Lack of ""organizational charts"" (on purpose) makes it difficult to ""find the right person"" on your own",,5.0,5.0,5.0,5.0,4.0,5.0
Mon Sep 23 2019 05:57:55 GMT-0700 (Pacific Daylight Time), VGPU Specialist,"Detroit, MI",Current Employee ,Excellent place to work,I have been working at NVIDIA full-time for less than a year,,"NVIDIA supports me completing my MBA, offers flexible work hours, and has an excellent management team","Honestly, i have only been here 6 months and so far there have been no issues","Keep doing everything you are doing, absolutely my favorite place to work!",5.0,5.0,5.0,5.0,5.0,5.0
Mon Sep 23 2019 08:07:02 GMT-0700 (Pacific Daylight Time), Platform Engineer,"Santa Clara, CA",Current Employee ,Best Company to Work for,I have been working at NVIDIA full-time for less than a year,,"Cutting edge technology, great work culture, great work environment, office shuttle",Getting to work from some area takes more time despite the distances.,,5.0,4.0,5.0,4.0,5.0,5.0
Mon Sep 23 2019 09:37:17 GMT-0700 (Pacific Daylight Time), Marketing Manager,"Santa Clara, CA",Current Employee ,Could work here forever,I have been working at NVIDIA full-time for more than a year,,"Exciting products and industries
-Culture encourages personal growth and lateral movements
-Awesome new headquarters",They don't have a San Francisco office,Please continue to work hard to preserve our awesome culture.,5.0,5.0,5.0,5.0,5.0,5.0
Mon Sep 23 2019 10:25:10 GMT-0700 (Pacific Daylight Time), Software Engineer,"Santa Clara, CA",Current Employee ,NVIDIA - Best Company to Work For,I have been working at NVIDIA full-time for more than a year,,"I have joined NVIDIA as Software Engineer. Though my association with NVIDIA is just over an year, I have lots of Pros to discuss here.
1. Best Work Culture
2. PTO's and WFH is among the Best in the Tech industry.
3. Maternal and paternal leaves are awesome.
4. Getting to work on leading cutting edge technologies and your peers and mentors are completely supportive of your endeavor.
5. ESPP rocks!
6. Good Pay and other benefits like Medical, dental etc...
7. RSU grant and refreshers are OK.....",1. RSU refreshers could be slightly higher.,"Don't really need to give any advice as our Management is right on track and I would only hope to see the same in coming lot many years!

Great Work NVIDIA and I really take pride to be called a NVIDIAN !",5.0,5.0,5.0,5.0,4.0,5.0
Mon Sep 23 2019 10:32:43 GMT-0700 (Pacific Daylight Time), Senior Product Manager,"Santa Clara, CA",Current Employee ,You can see the impact of your work,I have been working at NVIDIA full-time for more than a year,,"Hit the ground running and leverage your skills right away.
Your team and teams around you provide guidance on what to do and how to contribute. 
See the impact of your work directly on products, services and other areas unrelated to your direct job responsibilities. 
Everyone has a voice at the table. 
In a way, each team works like a start-up. 
Flexibility in work schedules and places and almost all collaboration tools are supported.",The team start-up work environment might not be the most appealing for some.,"The CEO does a great job at updating the company regularly through company meetings, but in between, management could have pass-down meetings more frequently.",5.0,5.0,5.0,5.0,5.0,5.0
Mon Sep 23 2019 11:58:48 GMT-0700 (Pacific Daylight Time), Principal Engineer,"Santa Clara, CA",Current Employee ,Great place developing breadth of knowledge,I have been working at NVIDIA full-time for more than 10 years,,Allows more responsibility and breadth of skills than other companies. More impact possible for new engineers. Top notch talent all around. World leader in graphics and Deep Learning.,"In a competitive space, lots of moving priorities and challenges.",,5.0,3.0,4.0,4.0,5.0,5.0
Mon Sep 23 2019 13:07:02 GMT-0700 (Pacific Daylight Time), CPM,"Santa Clara, CA",Current Employee ,Good company to work with,I have been working at NVIDIA full-time for more than 10 years,,"Nice people, flexible time, cutting edge technology, smart CEO","food is not good, parking is terrible",,5.0,5.0,5.0,5.0,5.0,5.0
Mon Sep 23 2019 13:10:55 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,"Santa Clara, CA",Current Employee ,Excellent company to work at,I have been working at NVIDIA full-time for more than 10 years,,"More interesting work to do than can be done in ten lifetimes. Chance to constantly work at the cutting edge with people who favor results and not drama. Your work will be used by many many people, and you will get to advance the state of the art for entire industries. Company is very flexible, and willing to accommodate people who work hard and perform well.",Hard to stay on top of everything all the time.,"Not a lot really. I think NVIDIA management has done a phenomenal job, and they are constantly adjusting to respond when there are issues.",5.0,4.0,4.0,4.0,5.0,5.0
Mon Sep 23 2019 15:09:26 GMT-0700 (Pacific Daylight Time), Senior Architect,"Austin, TX",Current Employee ,Reminds me of a young IBM,I have been working at NVIDIA full-time for more than 5 years,,"We have thousands of amazing minds working on a variety of hardware, software, and architectural problems. Of those minds, they can be on their first week of employment or have been here for 25 years and still have their idea appreciated. We are carefully planning and trying to move into new markets to leverage all of those minds.","It's a delicate balance to measure risk and reward on every suggestion. As any company grows, it is important to not get too complacent or morale, profits, and success will all drop.",Never be afraid of risk. Let your continually growing wisdom as senior engineers measure and evaluate risk while also letting the technology of a technology company flourish.,5.0,5.0,5.0,5.0,5.0,4.0
Mon Sep 23 2019 17:12:09 GMT-0700 (Pacific Daylight Time), Senior Technical Program Manager,"Santa Clara, CA",Current Employee ,Best tech company to work for today !,I have been working at NVIDIA full-time for more than a year,,"Get to work on next generation cutting edge technologies. Great people, Great compensation and infinite stock growth potential.",None that I could think of.,,5.0,5.0,5.0,5.0,5.0,5.0
Sun Sep 22 2019 17:15:36 GMT-0700 (Pacific Daylight Time), Principal Engineer,"Santa Clara, CA",Current Employee ,Pursue your passion,I have been working at NVIDIA full-time for more than 8 years,,"You would do what is best for you and best for the company
Pursue your passion at full speed without spending much time in regular chores around the job.
Work with some of world class engineers in an open and cooperative environment.",You will be lost in the depth of innovation and the details of what it takes to really deliver something.,,5.0,4.0,5.0,5.0,5.0,5.0
Sat Sep 21 2019 18:30:49 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,"Santa Clara, CA",Current Employee ,Great company to work for with top-notch benefits,I have been working at NVIDIA full-time for more than a year,,You have the opportunity to work on best in class products that are solving real world problems. You're working with other talented engineers that keep the work efficient and agile. Every engineer gets a change to influence change in the products or software shipped to customers. Despite the size of the company many aspects are similar to working for a startup.,"Long hours are not unusual, but employees can typically set their own work/life balance expectations.",,5.0,3.0,5.0,4.0,5.0,5.0
Fri Sep 20 2019 08:06:56 GMT-0700 (Pacific Daylight Time), Solutions Architect,"Santa Clara, CA",Current Employee ,Amazing opportunities to learn,I have been working at NVIDIA full-time for less than a year,,"Within solution architecture, I have been able to explore multiple fields within ai and learn a lot. Coworkers are brilliant and there is always an expert to ask questions to.","With solution architecture there isn't a clear way as to what you can do next in your career. Nvidia will let you move between organizations, but there isn't a super established path as to how you grow career wise, some go into business development and some into engineering and product.",,5.0,4.0,5.0,5.0,5.0,5.0
Fri Sep 20 2019 11:47:16 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,"Santa Clara, CA",Current Employee ,Autonomous Car Team,I have been working at NVIDIA full-time for less than a year,," Work-life balance
- ESPP Options
- Onsite bar
- Learning opportunities",I wish there was an onsite gym,,5.0,5.0,5.0,5.0,,
Fri Sep 20 2019 11:53:26 GMT-0700 (Pacific Daylight Time), Senior Architect,"Santa Clara, CA",Current Employee ,Great place for your life's work,I have been working at NVIDIA full-time for more than 5 years,,"+Very little politics
+Very good work/life balance
+Great for those with families (due to work/life balance, culture, and benefits)
+Competitive salary
+Great benefits (especially commuter shuttles with wifi, ESPP, and 401K match)
+Data driven
+Respectful and diverse co workers (race, gender, political, age, etc)
+Work is always challenging and interesting, so never bored
+Company cares about environment, human rights, and helping out community","Weekly night meetings with other half of team in India
-More convenient fitness options onsite would be nice
-More shuttle commute times would be nice",,5.0,5.0,5.0,5.0,4.0,5.0
Fri Sep 20 2019 12:12:12 GMT-0700 (Pacific Daylight Time), Senior Alliance Manager,"Santa Clara, CA",Current Employee ,Great place to work,I have been working at NVIDIA full-time for more than 3 years,,"*Flexible hours, working from home. 
*great leadership, Jensen gets involved from low level activities to high. Your work has the potential to go all the way to the top regardless of your position
*Plat org
*Great compensation","*Hard to move up, depends on the group and manager",,5.0,4.0,5.0,4.0,5.0,4.0
Fri Sep 20 2019 12:12:40 GMT-0700 (Pacific Daylight Time), Senior ASIC Engineer,"Santa Clara, CA",Current Employee ,"Great potential, flexible style, full of talented teammates.",I have been working at NVIDIA full-time for more than 5 years,,"Aggressive development, plenty of stuff to learn, highly trusted by the team, decent compensation in the IC industry,","Sometimes the high expectation from the company may be some burden, especially in life events.",It would be nicer to have more discussion on career path. Compensation is good but still needs improvement given the high living expense in bay area.,5.0,4.0,5.0,5.0,4.0,4.0
Fri Sep 20 2019 12:15:21 GMT-0700 (Pacific Daylight Time), Senior IT Automation Engineer,"Redmond, WA",Current Employee ,Best company I ever worked for,I have been working at NVIDIA full-time for more than a year,,"Very personal and intimate climate, feels like family. Our CEO is very personable and makes me feel I'm working for a real person, rather than some soulless corp 'soldier'.","Pay is less than I've made with former comparable employer, but not by much. Other conditions make up for it.","Consider adding cash bonuses in addition to Stock, and bumping up all salaries to compete better with companies like Amazon, Microsoft and Google for the best talent.",5.0,5.0,5.0,5.0,4.0,5.0
Fri Sep 20 2019 12:15:24 GMT-0700 (Pacific Daylight Time), Engineering Manager,"Hillsboro, OR",Current Employee ,"Leadership, honesty, freedom, compensation",I have been working at NVIDIA full-time for more than 8 years,,"* Employees generally believe in the company leaders to do the right things - both for the business and for employees
* Employees have the freedom and trust necessary to make the biggest impact possible
* Lots of opportunities to grow and do new things
* Pay is excellent",* Can be very demanding at times,,5.0,4.0,4.0,4.0,5.0,5.0
Fri Sep 20 2019 12:19:54 GMT-0700 (Pacific Daylight Time), Senior Systems Software Engineer,"Santa Clara, CA",Current Employee ,Best place to work!,I have been working at NVIDIA full-time for more than a year,,"Tons of different things to learn, work. Surrounded by projects which are always working on or using cutting edge technology/software tools. Promotes learning opportunities. Flexible work time. Very open culture of communicating with anyone within organization.",Culture changes team to team but ramping up and adapting to new project was challenging,,5.0,4.0,5.0,5.0,5.0,4.0
Fri Sep 20 2019 12:22:56 GMT-0700 (Pacific Daylight Time), Silicon Architecture Engineer,"Santa Clara, CA",Current Employee ,An awesome company led by truly one of the finest minds in technology.,I have been working at NVIDIA full-time for more than 10 years,,Intellectual honesty. Great benefits. Integrity from the CEO down. Driving the boundaries of Artificial Intelligence with research and products.,NVIDIA is not as agile as it was when it was a smaller company.,Give SW leaders more responsibility for the final delivery of products. Continue to focus on the long-term horizon without being distracted by the next financial quarter.,5.0,5.0,5.0,5.0,5.0,5.0
Fri Sep 20 2019 12:23:39 GMT-0700 (Pacific Daylight Time), Principal Engineer,"Boston, MA",Current Employee ,Work on very cutting edge and challenging hardware designs in machine learning and AI,I have been working at NVIDIA full-time for more than 5 years,,"Machine learning
AI
Flat management structure across programs
Expectation and ability to take on greater ownership 
Close interaction with software teams in hardware/product design
Management team that knows their company strengths and sees opportunities earlier than the market","Location
Changing priorities (normally market or product driven)",,5.0,4.0,4.0,5.0,5.0,5.0
Fri Sep 20 2019 12:23:44 GMT-0700 (Pacific Daylight Time), Senior Manager,"Santa Clara, CA",Current Employee ,Best company ever!,I have been working at NVIDIA full-time for more than 3 years,,Smart people. Run by engineers for engineers. No BS.,"If you are looking to bs your way, this is the wrong company.",Repeat the stock performance for 2016-2018. Please.,5.0,5.0,5.0,5.0,5.0,5.0
Fri Sep 20 2019 12:25:06 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,"Santa Clara, CA",Current Employee ,Great Company to work for.,I have been working at NVIDIA full-time for more than a year,,Lot of potential to learn and grow on cutting edge technologies,Don't see any downside as of now.,Allow the engineers to allocate some study time on the technologies they are interested in other than the work they currently do.,5.0,4.0,5.0,5.0,4.0,4.0
Fri Sep 20 2019 12:25:34 GMT-0700 (Pacific Daylight Time), Systems Test Engineer,"Santa Clara, CA",Current Employee ,Good place to work,I have been working at NVIDIA full-time for more than a year,,"Flexible work time
Many internal chances to learn new tech knowledge (both hardware and software)
Multiple Tech Skills are needed and very helpful for career development",schedule is a little tight sometimes,,5.0,4.0,5.0,5.0,5.0,4.0
Fri Sep 20 2019 12:27:32 GMT-0700 (Pacific Daylight Time), Senior Product Manager,"Santa Clara, CA",Current Employee ,Amazing working environment with Top Pay,I have been working at NVIDIA full-time for more than a year,,"Great colleagues, intellectual curiosity and honesty, great compensation and an amazing campus",Some of the buildings are older,,5.0,5.0,5.0,5.0,5.0,5.0
Fri Sep 20 2019 12:30:57 GMT-0700 (Pacific Daylight Time), Senior Engineering Manager,"Westford, MA",Current Employee ,Great Place to Work,I have been working at NVIDIA full-time for more than 5 years,,"Lots of opportunities for advancement and taking on new responsibilities.
Startup culture with big company stability.
Smart, driven people do very well and are compensated very well.
Teams are given leeway to make decisions for themselves.
Graphics, deep learning, self-driving cars, and high-performance compute. What's not to like?",Can be a little chaotic with no org charts and many independently operating teams.,None,5.0,4.0,5.0,5.0,5.0,5.0
Fri Sep 20 2019 12:31:12 GMT-0700 (Pacific Daylight Time), Systems Software Engineer,"Santa Clara, CA",Current Employee ,"Awesome People, Great Company !!!",I have been working at NVIDIA full-time for more than a year,,"1. Great collaboration among different teams.
2. Tech company to the core. Almost everyone is technically very sound.
3. Lots of opportunities to learn, grow and shine.
4. Fast Paced.","1. Fast Paced (for few people)
2. You are responsible for driving your own growth.",,5.0,4.0,5.0,5.0,4.0,4.0
Fri Sep 20 2019 12:31:42 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,"Santa Clara, CA",Current Employee ,Great place to work!,I have been working at NVIDIA full-time for more than a year,,"Talented people, flexible role, great benefit","Food is not free, dinner subsidy is provided though",,5.0,5.0,5.0,5.0,5.0,5.0
Fri Sep 20 2019 12:36:58 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,"Austin, TX",Current Employee ,Best Place to work,I have been working at NVIDIA full-time for more than 3 years,,"I had worked 3 different tech companies. 
Nvidia is the best one. Employees are very high skilled and friendly. Especially, managers are very good.",California campus is very good but Austin campus building is Ok.,,5.0,4.0,5.0,3.0,5.0,5.0
Fri Sep 20 2019 12:38:52 GMT-0700 (Pacific Daylight Time), Vice President Sales,"Austin, TX",Current Employee ,Dynamic Place to work with amazing Innovation,I have been working at NVIDIA full-time for more than 10 years,,Innovative culture with start up passion and ownership of roles.,Requires the ability to fluid with job roles and responsibilities as market dynamics shift.,,5.0,4.0,5.0,5.0,5.0,5.0
Fri Sep 20 2019 12:40:18 GMT-0700 (Pacific Daylight Time), Senior ASIC Design Engineer,"Santa Clara, CA",Current Employee ,Great company with generous benefits,I have been working at NVIDIA full-time for more than 10 years,,"Visionary CEO and competent management
Talented colleagues
Supports career skills development and internal transfers 
Work life balance
Gourmet food in cafeteria
6 months maternity / 4 months paternity leave","Pay is above average but not enough to comfortably raise a family in Silicon Valley (but the company offers several commuter benefits to make it easier to commute from affordable places)
Lot of redundancy in hiring (helps with work life balance but downside is that you become easily replaceable and it's harder to get promoted)",The past 10 years have seen a large growth in bureaucracy. Don't let the company lose its ability to turn on a dime when the business landscape changes. Keep waste low and efficiency high and don't be afraid to chase new markets.,5.0,5.0,5.0,3.0,4.0,5.0
Fri Sep 20 2019 12:54:35 GMT-0700 (Pacific Daylight Time), Senior Systems Software Engineer,"Santa Clara, CA",Current Employee ,Nvidia company review,I have been working at NVIDIA full-time for more than 5 years,,"Direct, Transparent, Flat hierarchy, internal mobility and excellence","Dont have amenities like fitness centers, gym, sports",,5.0,5.0,5.0,5.0,5.0,5.0
Fri Sep 20 2019 13:01:54 GMT-0700 (Pacific Daylight Time), Systems Software Manager,"Santa Clara, CA",Current Employee ,"Great company, good people and bright future.",I have been working at NVIDIA full-time for more than 10 years,,"People, talent, future, CEO, location",Some groups not as organized as others. Some managers shouldn't be managers.,Avoid making talented ICs managers sometimes. Not everyone excels at being a people manager.,5.0,4.0,5.0,5.0,4.0,4.0
Fri Sep 20 2019 13:15:17 GMT-0700 (Pacific Daylight Time), Principal Engineer,"Santa Clara, CA",Current Employee ,Innovation and opportunities to prove our potential,I have been working at NVIDIA full-time for more than 10 years,,"Open culture to discuss innovative ideas, and opportunity to implement those.",off course you need to work hard to bring those ideas to life,,5.0,3.0,5.0,5.0,4.0,5.0
