date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Wed Oct 23 2019 17:29:25 GMT-0700 (Pacific Daylight Time), Marketing Associate,,Current Employee ,"Great people, but very boring job with no sense of fulfillment",I have been working at Expedia Group full-time for more than a year,6," Compensation is very strong for an entry-level role
- Very flexible WFH policies
- Very nice, friendly people 
- Easy to move up if you're willing to relocate
- Good job if you like talking to people on the phone a lot"," Incredibly boring job that doesn't make you feel any level of fulfillment. You'll spend 9-5 calling hotels and begging them for the best rates and room availability. There's not much strategy outside of that.
- Lots of recent changes that have made the role even more robotic than it was before. Leadership has removed team leadership positions that previously would allow market associates to gain more experience in other areas such as finance or marketing. Now, they only want you to focus on contacting as many hotels as possible. Quantity > quality.
- Very difficult to move up if you're unwilling to relocate. If you don't want to relocate, it's practically seniority-based so you better hope a few people above you leave! (pretty common since there is high turnover in market management)
- Not challenging at all, and you won't develop really any technical skills. On most days I'd think ""I can't believe I went to college to be doing THIS.""
- The technology is very poor, so often times it's difficult to do your day-to-day job","This role is essentially a glorified sales call center, and I don't think that is made very clear in the job description. Leadership needs to give employees throughout the organization more opportunities for growth and development, since people can't simply act like robots all day. Recently it has become clear that this role will eventually become expendable, so morale is very low and it's very discouraging.",2.0,4.0,2.0,2.0,3.0,2.0
Mon Oct 14 2019 11:58:14 GMT-0700 (Pacific Daylight Time), Senior Product Manager,"Bellevue, WA",Former Employee ,Good work life balance,I worked at Expedia Group full-time for more than 10 years,1,"Not much pressure, good work like balance","a little political, skill set ranges drastically between different employees",,4.0,5.0,4.0,4.0,3.0,3.0
Tue Oct 22 2019 18:54:00 GMT-0700 (Pacific Daylight Time), Tech,"Seattle, WA",Current Employee ,Hostile working environment,I have been working at Expedia Group full-time for less than a year,1,"okay payment, good work life balance","Support team were being sarcasm on other's working problem. When things were reported to HR, it became a conversation about understanding people having a bad day.","If the working environment really matters, then emphasize it to HR and support team.",2.0,4.0,1.0,3.0,3.0,4.0
Tue Oct 22 2019 21:57:01 GMT-0700 (Pacific Daylight Time), Senior Technical Product Manager,"Bellevue, WA",Current Employee ,dfsf,I have been working at Expedia Group full-time for more than 5 years,,great to work for a work life balance company,commute is very long to seattle hq,need to pay as per market,3.0,5.0,5.0,1.0,1.0,3.0
Mon Oct 07 2019 11:04:13 GMT-0700 (Pacific Daylight Time), Associate Marketing Manager,"Billings, MT",Current Employee ,Great people!,I have been working at Expedia Group full-time for more than 3 years,,"Flexibility, Be our own boss in a way, not micro managed",after a few years the job can get a bit mundane,,4.0,5.0,5.0,3.0,4.0,4.0
Tue Oct 01 2019 14:37:11 GMT-0700 (Pacific Daylight Time), Senior Market Manager,"Miami, FL",Former Employee ,Good company to work for,I worked at Expedia Group full-time for more than 8 years,1,"Excellent benefits, nice work environment, career development advice.","Be ready to be a politician! Because of the huge among of career levels, top leadership seams to be out of touch with what is going on in the field.",Practice what you preach,4.0,2.0,3.0,3.0,5.0,2.0
Mon Aug 26 2019 09:24:25 GMT-0700 (Pacific Daylight Time), Director of Technology,"Chicago, IL",Current Employee ,Great Company and Culture,I have been working at Expedia Group full-time for more than 3 years,10," Best place to work if you want work on a scalable & innovative tech platform
- Very customer focused 
- Great benefits and travel perks
- Awesome culture and 'team' mindset
- Multiple Locations across the globe"," Massive size based on a certain location can bring some challenges 
- Highly complex projects (I see it as a good thing though)",,5.0,4.0,5.0,5.0,5.0,5.0
Thu Sep 19 2019 22:38:13 GMT-0700 (Pacific Daylight Time), Senior Analyst,"Bellevue, WA",Current Employee ,Work life balance is real,I have been working at Expedia Group full-time for more than 5 years,3,"Working with smart, relaxed, funny people from all walks of life
Vacation time
Travel benefit
Finally got enterprise access to Tableau so all can use to play and build
Movement within the company is supported though you have to make it happen, don't expect your boss to look out for you. 
***New Campus in Q4****","Aliases and processes constantly change with little or no documentation. Too much tribal knowledge and not enough documentation. 
Relying on legacy in house software built which looks/acts like windows 95 applications.",Educational opportunities should be encouraged for those who exhibit the passion for continuous learning and development.,4.0,4.0,5.0,5.0,3.0,3.0
Mon Sep 23 2019 21:00:51 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Product Manager,I have been working at Expedia Group full-time for more than 3 years,,"Likable CEO, good work/life balance",Needs to focus on technology,,5.0,3.0,3.0,2.0,2.0,3.0
Mon Sep 16 2019 22:55:18 GMT-0700 (Pacific Daylight Time), Engagement Specialist,"Bellevue, WA",Former Employee ,Great company to work for... if you're in the right department.,I worked at Expedia Group full-time for more than 3 years,2,"I was able to work at Expedia for 3 years. I started out as a contractor in one department then was able to make my way into a permanent position in another department. I will list out below about the positives of working here.

-Work/Life balance is fantastic for a corporation. I feel like the Expedia as a whole cares about their employees and wants to make sure they can actually have a life outside of work. Over-time, at least in my positions, was never a thing. If you couldn't finish your work, you just come back to it the next day without sweating it. 

-Benefits are solid. Starting out of the gate, you get 15 days of PTO plus 2 floating holidays. You also have 401k, health insurance options, health and wellness reimbursements up to $600 bucks and a bit of travel reimbursements. They are also willing to match up to 6% of what you invest for 401k. If you happen to work at HQ, they also provide an onsite health clinic and gym for employees. 

-Flexible schedules - I started my day at 6am every day just to be able to beat out traffic and was out of the office generally at 2-2:30pm.

-They work hard on making sure everyone feels welcome and included no matter race or culture. They put an effort into having company events for a wide variety of different holidays. 

-Managers that you can relate with. I had excellent managers that actually care about how you are doing and want to know what is going on in your personal life to better accommodate you in the office.

-They do want to retain people when they can. If you do your job well as a contractor, there is a good chance that they are looking to make you into a permanent employee, unlike companies like Amazon that will work people hard for 3-6 months then toss them out like office trash.","Depending on what department you get into, it can affect how you work and how you might feel about your job.

-Some departments love using time trackers such as the Omni tool to keep tabs of what their employees are doing during the day. Upper management will say that they don't micromanage until they force your direct manager to sit down and talk about your numbers to find out how you can be 'more efficient' even if you already have good numbers.

-Upper management will sometimes blatantly ignore what is being said among their employees. If big changes are made to the department, they rather stay the course even if it's burning out their workforce, just to say that something is working even though it isn't.

-There isn't much room for advancement. Managers/leads tend to stay in the company for a long time, so those who are below them will hit a point where they can't advance and compensation ends up not being enough. 

-If you don't use all your PTO in the year, it's gone. There is no rollover for PTO but there is for sick time. Managers do make sure to mention this to their employees pretty often throughout the year but there should be some rollover. 

-The HR department is an absolute wreck. First off, you would think a corporation of this size should have a physical department on-site at HQ. Every one of them is remote, which makes it extremely difficult to get anything done in a timely manner. When you have something pressing to talk to HR about, you can expect it to be anywhere from 2-5 days of waiting. Yep, DAYS!!! It's infuriating when you are trying to be time conscious and they don't seem to give a damn.

-If you are applying for a job, don't expect to hear back from them anytime soon. Expect on average about 50+ days to hear back from them, even if it is just to send a rejection.","The main thing is to listen more to your employees. The company promotes this but it seemed to start slipping more towards the end of my time there.

Also, please fix HR, make a physical location for employees. If it's taking as long as I said it was to get a response, which it does, either have more training for those already there to field calls or hirer more people. Maybe have them on the time trackers instead of others that are making good use of their time.",4.0,5.0,4.0,3.0,4.0,2.0
Fri Sep 20 2019 07:15:32 GMT-0700 (Pacific Daylight Time), Systems Administrator,"Bellevue, WA",Current Employee ,Great company to work for,I have been working at Expedia Group full-time for more than 3 years,,"Good management
Travel industry
New tech
Knowledgeable colleagues",Salaries could be better than what it is.,,4.0,4.0,4.0,4.0,4.0,4.0
Thu Sep 19 2019 10:28:52 GMT-0700 (Pacific Daylight Time), Senior CopyWriter,,Current Employee ,Seems outdated,I have been working at Expedia Group full-time,,"Good people on my team, and there was a low-key atmosphere in general.",Seems like benefits pale in comparison to the area's other major tech companies.,,4.0,,,,,
Thu Sep 12 2019 14:40:46 GMT-0700 (Pacific Daylight Time), Associate Market Manager,"Denver, CO",Current Employee ,Great work environment,I have been working at Expedia Group full-time for more than a year,,"A play hard, work harder environment that embraces new ideas and encourages personal and professional development.","Denver’s office is relatively small, limiting lateral mobility.",,5.0,5.0,5.0,4.0,4.0,4.0
Wed Sep 11 2019 12:38:00 GMT-0700 (Pacific Daylight Time), Software Development Engineer In Test,"Bellevue, WA",Former Employee ,Nice Mid-size company.,I worked at Expedia Group full-time for more than 3 years,,Good company to work for. Have a work-life balance and good commuter / gym benefits. Also Health insurance is at par or better than other companies.Good time Off policy .,Need for upper management to improve on their vision.,,4.0,4.0,4.0,4.0,5.0,3.0
Wed Sep 04 2019 21:02:06 GMT-0700 (Pacific Daylight Time), Tier III Customer Service Representative,"Las Vegas, NV",Current Employee ,So far so good 😊,I have been working at Expedia Group full-time for less than a year,1,"Benefits, diverse people, 14 week training with two wonderful trainers, chances to move up in company, plenty of employee motivation, paid time off, vacation reimbursement and wellness reimbursement",tough job with a lot to learn but not impossible if you put in the effort.,,5.0,5.0,5.0,5.0,5.0,5.0
Fri Sep 06 2019 11:34:36 GMT-0700 (Pacific Daylight Time), Associate Market Manager,"Houston, TX",Former Employee ,Competitive Environment that Thrives off Networking and Self-Promotion,I worked at Expedia Group full-time for more than a year,,"Great benefits, promote best practices.","Low compensation. disorganized onboarding process, and puts worth in words not numbers.",,4.0,3.0,4.0,4.0,3.0,4.0
Thu Sep 05 2019 03:09:10 GMT-0700 (Pacific Daylight Time), Concierge,,Former Employee ,Great benefits,I worked at Expedia Group full-time,,"Great company to work for. Benefits were amazing; everything from the best medical, dental, dependent coverage, maternity leave and paid leave. Great work life balance and salary based on efficiency.","Lots of independent self managed work so when desk gets busy, need to learn to manage and handle all requests efficiently and independently. Nothing bad to report really. Overall awesome company to be employed with.",,4.0,,,,,
Tue Sep 03 2019 08:09:44 GMT-0700 (Pacific Daylight Time), Director,,Current Employee ,Fast Paced,I have been working at Expedia Group full-time for more than 8 years,,"Work life balance, benefits, transparency","Communication, tools, career pathing, pace",,4.0,3.0,3.0,2.0,4.0,3.0
Thu Aug 29 2019 13:30:53 GMT-0700 (Pacific Daylight Time), TPM,,Former Employee ,Nice Place to Balance Your Work and Life,I worked at Expedia Group full-time for more than 3 years,,Great place to work with balance workload. Nice management in each level. Nice working environment and flexible working hours.,Moving to Seattle is bad idea,Stay in Bellevue,5.0,5.0,4.0,4.0,5.0,4.0
Sun Aug 25 2019 13:49:45 GMT-0700 (Pacific Daylight Time), Software Dev Engineer II,"Chicago, IL",Former Employee ,Great Place to Work,I worked at Expedia Group full-time for more than a year,1," Great benefits
- People are very nice
- Opportunities to try different roles
- Good career future"," Seattle office is where all management/central personnel are. So if you aren't in that office it's hard to show management you are working hard
- A lot of pressure on project/pod managers, this is just a hunch but I can just look at them and tell.",,4.0,4.0,5.0,4.0,4.0,3.0
Sat Sep 07 2019 16:25:53 GMT-0700 (Pacific Daylight Time),,"Bellevue, WA",Former Employee ,"GCO: good people, disempowering leadership & culture",I worked at Expedia Group full-time for more than 3 years,1," Flexible time & vacation policy
- Caring team members
- Good vision
- some good opportunities to learn, if you’re in the right area"," Misaligned priority between Tech & Product, resulting in a lot of confusion & frictions to get things done 
- Leadership makes unrealistic promises, cannot prioritize and then drives the team hard to meet unreasonable deadlines
- Topdown, autocratic leadership, defensive at feedback, label people with belittling terms
- Short parental leave, no formal support for parents coming back to work
- Keep rebuilding the same product/features","One team, group first - do right by your people",2.0,2.0,1.0,2.0,3.0,1.0
Thu Sep 05 2019 12:03:34 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,"Bellevue, WA",Former Employee ,2 out of 4 ain't bad,I worked at Expedia Group full-time for more than 3 years,1,"Good WLB
Free ORCA pass
Great Christmas Party","New Seattle Campus
C#
Not Invented Here Syndrome
No real innovation happening",Figure it out or someone like Google or Amazon will eventually eat your lunch.,3.0,4.0,3.0,2.0,2.0,2.0
Sun Mar 31 2019 16:58:16 GMT-0700 (Pacific Daylight Time), Fraud Analyst II,"Springfield, MO",Current Employee ,Exceptional Leadership!,I have been working at Expedia Group full-time for more than 3 years,44,"Great work environment and leadership. Team morale is priority and evident in the way leadership treats their employees. The company promotes from within and encourages cross department transfers instead of releasing a good employee. Salary is great for the location and medical, dental, PTO are great perks. Expedia Group is a generous company and loves giving back to it's community.",Unable to work remotely.,,5.0,5.0,5.0,5.0,5.0,5.0
Tue Aug 20 2019 10:49:31 GMT-0700 (Pacific Daylight Time), Resource Planning Analyst,"Bellevue, WA",Current Employee ,Excellent place to work!,I have been working at Expedia Group full-time for more than a year,,"Great benefits, work-life balance, and over-all company vision is in motion.","Too many organizations within the umbrella of the company which creates a lot of non-valued senior management roles. 

Work-load needs to be balanced on a global scale",Elevate the Senior and Director level management roles.,5.0,5.0,4.0,3.0,4.0,3.0
Sat Aug 17 2019 17:21:17 GMT-0700 (Pacific Daylight Time), Accounting Manager,,Former Employee ,Accounting at Expedia,I worked at Expedia Group full-time for more than a year,,"Young company, fast paced environment, a lot of opportunity for growth and development","Long hours, challenging often strained relations with other Corporate Finance teams",,4.0,3.0,4.0,4.0,4.0,4.0
Mon Aug 12 2019 14:35:18 GMT-0700 (Pacific Daylight Time), Lodging Partner Associate III,"Boston, MA",Current Employee ,Love Hate relationship,I have been working at Expedia Group full-time for more than a year,1,"Perks, good insurance, work-life balance",There are too many tools/systems needed to do the job,fewer tools,5.0,5.0,4.0,4.0,4.0,3.0
Fri Aug 16 2019 13:47:07 GMT-0700 (Pacific Daylight Time), Senior Technical Program Manager,,Current Employee ,Good place to work,I have been working at Expedia Group full-time for more than 8 years,,"Great benefits, great employees, great culture",Middle level leaders (directors) are not qualified and does not have vision or know how to define vision for many departments.,Review director levels,4.0,4.0,4.0,4.0,3.0,3.0
Wed Aug 14 2019 21:45:04 GMT-0700 (Pacific Daylight Time), Software Development Engineer,"Chicago, IL",Current Employee ,Relaxed work environment,I have been working at Expedia Group full-time for less than a year,,"relaxed work environment, culture, tech office vibe","travel benefits could be better, but still better than most companies",,5.0,5.0,5.0,5.0,4.0,5.0
Tue Aug 13 2019 20:05:55 GMT-0700 (Pacific Daylight Time), Senior Product Manager,"Bellevue, WA",Former Employee ,Work-life balance,I worked at Expedia Group full-time for more than a year,," Respect for personal time
- Great collaboration
- Encourages scientific thinking", Slow to get projects accomplished,,5.0,5.0,5.0,3.0,2.0,4.0
Sun Aug 25 2019 15:32:27 GMT-0700 (Pacific Daylight Time), Product Manager,"Bellevue, WA",Current Employee ,LPS Operational Excellence Lacks Leadership,I have been working at Expedia Group full-time for more than a year,1,Employees treated well overall. Standard health & time off benefits.,The Operational Excellence group within Lodging Partners lacks competent leadership. This has caused several seasoned & valuable employees to seek other opportunities within and outside the company.,Take a hard & deep look at your Director level management.,3.0,3.0,3.0,3.0,3.0,2.0
Sat Aug 10 2019 14:07:06 GMT-0700 (Pacific Daylight Time), Applications Engineer,"Seattle, WA",Current Employee ,good work environment,I have been working at Expedia Group full-time for more than 3 years,1,the work-life balance is really good. some nice benefits such as maternity leave. Good ideas are welcomed.,"move to seattle is going to make commuting horrible
not competitive salary",None,4.0,5.0,5.0,4.0,4.0,4.0
Fri Aug 23 2019 19:12:26 GMT-0700 (Pacific Daylight Time), Senior Android Engineer,"San Francisco, CA",Former Employee ,Not so much happened on the innovation side,I worked at Expedia Group full-time for more than 3 years,,Safe job is all nothing out of the ordinary. Below par salary for being in San Francisco,Politics spread throughout the company and I wasn't a fan of it.,,2.0,3.0,2.0,2.0,1.0,1.0
Tue Sep 10 2019 16:51:55 GMT-0700 (Pacific Daylight Time), Customer Service Representative,"Hopkinsville, KY",Former Employee ,RUN!!!!!!! FAST NOW,I worked at Expedia Group full-time for more than a year,,work at home with paid training,"35 minute lunches,horrible managers, low pay,","Get rid of the bad managers and listen to all employees,",1.0,1.0,1.0,1.0,1.0,1.0
Tue Aug 06 2019 13:41:15 GMT-0700 (Pacific Daylight Time), Software Engineer,"Seattle, WA",Current Employee ,"Great work life balance, poor learning opportunities.",I have been working at Expedia Group full-time for more than 3 years,,"1. Great work life balance. 
2. Managers respond well to requests for changing your area of focus.",There is a very small pool of what I would consider skilled engineers. This limits a more inexperienced employees growth .,,4.0,5.0,3.0,4.0,3.0,4.0
Sun Aug 18 2019 01:11:08 GMT-0700 (Pacific Daylight Time), Software Engineer,,Current Employee ,Good management,I have been working at Expedia Group full-time,,Work life balance is good,Pay and compensation is not so great,,3.0,,,,,
Thu Aug 08 2019 14:31:08 GMT-0700 (Pacific Daylight Time), Senior Finance Manager,"Bellevue, WA",Current Employee ,Give them a couple more years to finish shakeup,I have been working at Expedia Group full-time for more than 5 years,4,"Lots of opportunity for internal movement due to the upcoming move and expected employee loss and reorgs and lots of work to be done. Decent culture, holiday party, etc.","They are in the midst of significant reorg efforts, I’d recommend waiting it out a year or two. They are also notorious for low pay with work life balance not great either.",,3.0,2.0,3.0,4.0,2.0,2.0
Tue Jul 30 2019 21:51:37 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,,Current Employee ,Good company to work for,I have been working at Expedia Group full-time for more than 8 years,,"Great culture and good technical leadership. 
Good product and analytics teams to help drive business value.",Talent attrition and moving to Seattle,,4.0,,,,,
Mon Aug 05 2019 09:40:37 GMT-0700 (Pacific Daylight Time), Marketing Associate,"Denver, CO",Former Employee ,very different experiences on different teams,I worked at Expedia Group full-time for more than a year,6,"Expedia is a great company overall, if you are comfortable with a large corporate environment. They provide good benefits and a nice downtown office. I absolutely loved this company and this job before a particular person came into their management position. I was passionate about the business and excited for what was next.","I had my work/life balance privileges ""suspended"" for 2 months (eligible after 6 months, I received at 8 months with the company). She allowed other employees on our team who had been working here for less than 6 months to work from home and leave early for things such as hair appointments, while denying every request I made in this regard. These instances were a huge deterrent to me, and my confidence level plummeted, as I was being treated obviously differently than my peers.

I had many meetings with my manager about the management and feedback style that works best for me, as well as what I respond best to as an employee. She continued to disregard my requests and only notify me of mistakes and shortcomings, never an encouragement nor a thank you. The continuous negativity towards me took a real toll on my morale as an employee.
 
My manager's way of ""coaching"" me was to reiterate that me working for Expedia was like “trying to fit a round peg in a square hole” and that it would be “very mature” of me to decide that this job isn’t for me. In my opinion, because of someone who’s role is to grow and develop a team of people, I felt extremely discouraged and almost pushed out. I felt marginalized, disrespected, and discouraged by my manager almost every single day, and this took a sincere toll on my confidence and self-respect.","I had always been told at Expedia to fail fast and fail forward. However, certain members of the Denver leadership team do not seem to follow this principle that Expedia preaches, and tend to continually punish anyone who makes any mistakes. If 4 people have been ""fired"" and/or left the company in the past year, perhaps management should start looking at the leader of this team as the issue, as opposed to the employees themselves... 

I was also a bit disappointed in HR during my last few weeks with the company. I was told by an HR rep that she would send over some talking points for me when discussing leaving with my team, as well as an email template for a farewell email note. I never received any of these documents, even after reaching back out and asking twice for them. I also requested an exit interview, which the HR rep missed and asked to reschedule for Monday – However, it was my last day...",2.0,2.0,2.0,3.0,3.0,2.0
Fri Jul 19 2019 14:38:23 GMT-0700 (Pacific Daylight Time), Technical Analyst,"Dallas, TX",Former Employee ,Good company,I worked at Expedia Group full-time for more than 3 years,3,Very fast moving culture of Test and Learn.,Too much politics. involved in promotions.,Encourage the culture of improvements.,4.0,3.0,4.0,3.0,3.0,4.0
Tue Jul 23 2019 23:21:30 GMT-0700 (Pacific Daylight Time), Digital Marketing Specialist,"New York, NY",Current Employee ,was wonderful working with Airohub llc,I have been working at Expedia Group full-time for more than a year,,"Employee friendly bosses are rare to find and was lucky enough to work in amazing environment, skilled people.l",they take a lot of risk in exploring new opportunities,should arrange fun activities in office sometime it gets boring and monotonous,5.0,5.0,5.0,5.0,5.0,5.0
Tue Jul 16 2019 11:44:26 GMT-0700 (Pacific Daylight Time), Senior Technical Project Manager,"Bellevue, WA",Current Employee ,Good company to work with,I have been working at Expedia Group full-time for more than 5 years,,Helpful team members within the teams,Technology is not challenging across teams,,4.0,4.0,4.0,4.0,3.0,3.0
Fri Jul 12 2019 09:30:06 GMT-0700 (Pacific Daylight Time), Network Engineer II,"Bellevue, WA",Current Employee ,Cool technologies and adaptaion of them,I have been working at Expedia Group full-time for more than 3 years,,Working on the latest teachnologies,Company vision and direction changes too fast too soon,,4.0,4.0,3.0,4.0,4.0,3.0
Tue Jul 09 2019 16:46:13 GMT-0700 (Pacific Daylight Time), Marketing Associate,,Current Employee ,MA,I have been working at Expedia Group full-time for less than a year,,Great place to work! The people and structure of the company are great. Lot of opportunities to grow,If you don’t have a background in hospitality the job can be hard at times,Keep it up,5.0,3.0,5.0,5.0,4.0,5.0
Mon Jul 08 2019 22:54:45 GMT-0700 (Pacific Daylight Time), Compliance Program Manager,,Former Employee ,Great Company,I worked at Expedia Group full-time,,Travel Discounts on Hotels all over the world,Work life balance needs to improve,,5.0,,,,,
Sun Jun 30 2019 09:12:50 GMT-0700 (Pacific Daylight Time), Vice President Engineering,"Bellevue, WA",Current Employee ,"Great culture, exciting work but RSU/Equity needs a major upgrade",I have been working at Expedia Group full-time for more than 8 years,3," Wonderful team oriented culture - work hard, play hard
- Diversity is not just a buzzword but backed by numbers and focus
- New company strategy is going to take the company to the next level
- Salary+Bonus is competitive"," RSU/Stock Equity needs a 4X upgrade in Seattle region given where the market is
- Long days if you work in one of the global teams
- Move to Seattle campus is going to be very disruptive"," Take a hard look at what RSU other tech companies are paying in Seattle (Amazon, Microsoft, Google, Uber, Tableau, etcc) and make the necessary RSU adjustment BEFORE you start losing people in drones",4.0,4.0,5.0,4.0,4.0,4.0
Mon Jul 08 2019 09:07:53 GMT-0700 (Pacific Daylight Time), Project Manager,"Bellevue, WA",Former Employee ,Travel Perks Come with a Price,I worked at Expedia Group full-time for more than 10 years,3,"Benefits are good - strong healthcare choices, generous PTO, travel discounts. Opportunity to travel internationally for business. Career growth is slow to come by.",Working for a global business requires late night/early morning hours often. Leadership at the middle level is weak and self-serving. Old boys club mentality.,,3.0,3.0,2.0,1.0,5.0,1.0
Sat Aug 03 2019 11:41:10 GMT-0700 (Pacific Daylight Time), Concierge,"Honolulu, HI",Current Employee ,ELE Concierge- HORRENDOUS,I have been working at Expedia Group full-time for more than 10 years,,Large corporation benefit package. That’s it.,"ELE Hawaii’s mis-management has taken our decent commissions and turned it into a working poverty job. They have lied, stolen and even messed up our paychecks while stating “I did it myself, I know it’s right!” Then FINALLY looking at our numbers and realizing that most people were under paid by up to $800!! That came from top HI managers (who for years have proven that they can’t manage.) SLIMY to say the least. Have not received a base pay raise EVER. Now that the syphon our commission- might has well work fast food (no offense to hard, honest workers anywhere). No support, never see a manager, who are all bitter anyway, unskilled training, only good if you’re are liked by a few at the top. Really is a total disaster- run away fast!! Can’t make a living doing this anymore and Expedia Corporate doesn’t seem to care. Perhaps they’ll be cutting ties soon, for their own sake.","Take your paycheck and screw it up and see how it effects your life!!! Stop lying, and restore a decent living to your hard working people. Maybe if your pay got cut by 1/3 or more you’d see how it is and why no one is happy anymore. This was once a decent job now, upper management has messed it up for everyone. Management is the only ones making money off of our hard work. Even our partners hate us anymore. Give a base salary raise, spare five cents an hour.",1.0,1.0,1.0,1.0,1.0,1.0
Wed Jul 03 2019 18:13:07 GMT-0700 (Pacific Daylight Time), IT Project Manager,,Former Employee ,If you are a contractor don't work here.,I worked at Expedia Group full-time for less than a year,1,Extra billable hours but not prodictable,Not much help when contract is up.,,2.0,3.0,2.0,2.0,2.0,1.0
