date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Mon Oct 14 2019 18:10:44 GMT-0700 (Pacific Daylight Time), Manager,"Corvallis, OR",Former Employee ,OEM,I worked at HP Inc. full-time for more than 8 years,,"Great People, Great Product, Great Everything",None to offer at this point.,,5.0,5.0,5.0,5.0,5.0,5.0
Mon Oct 07 2019 17:43:56 GMT-0700 (Pacific Daylight Time), Field Service Technician,,Current Employee ,Good company,I have been working at HP Inc. full-time,,"Independency, company vehicle, generous benefit package.",Currently going through many changes.,,5.0,,,,,
Sat Oct 05 2019 17:39:21 GMT-0700 (Pacific Daylight Time), Mechanical Engineer,"Vancouver, WA",Former Employee ,A fun workplace full of smart people,I worked at HP Inc. full-time for more than 5 years,,"The people are fun to work with. The work is interesting for a mechanical engineer. If you are early to mid career, there are many experienced people who can help you to become a much better engineer.",It suffers from some extra bureaucracy from the fact that teams are spread out all over the world and because manufacturing is out-sourced to a separate company.,The recent work on lean product development is excellent especially when it is paired with removing unnecessary barriers to engineers getting their jobs done.,4.0,4.0,4.0,5.0,3.0,3.0
Thu Oct 17 2019 12:20:23 GMT-0700 (Pacific Daylight Time), Manager,,Current Employee ,"WAS a great company, too many questionable practices",I have been working at HP Inc. full-time for more than 8 years,,"Colleagues, benefits, flexibility, meaningful, reputation","Politics, unsavory leaders, unethical behavior, bureaucratic processes","Listen to employees, become relatable rather than a celebrity",3.0,4.0,1.0,1.0,5.0,1.0
Wed Oct 02 2019 05:29:40 GMT-0700 (Pacific Daylight Time), Intern,"Houston, TX",Current Employee ,Amazing company to work with,I have been working at HP Inc. full-time for more than a year,,"No dress code, company focuses on career development, travel is optional in most positions, company closes Christmas week giving extra vacation days",Outsourced labor makes it difficult to gain an entry level position in the US,,5.0,5.0,5.0,5.0,5.0,5.0
Wed Oct 02 2019 11:11:12 GMT-0700 (Pacific Daylight Time), Sales Associate,,Current Employee ,good company,I have been working at HP Inc. full-time,,great people and good culture,no bonus and not growing,,5.0,,,,,
Thu Nov 07 2019 07:34:55 GMT-0800 (Pacific Standard Time), Test Engineer,"Spring, TX",Current Employee ,No career opportunities. Contractor position. Only PM and higher jobs are good. No career improvement.,I have been working at HP Inc. full-time for more than 5 years,, None for contractors that don't aspire to become managers.," Upper management does not consider current group for new positions.
- Highly political. Must look good to be hired. Not merit based at all.
- Preferential status is given to people. Family hiring common. Ethnicity preferential hiring common.
- Lots of overseas commitment. Night meetings are a must for perm hires.",Bring on contractors that want to become PMs in the future. Stop hiring contractors that have no motivation in Project Management since they will end up in a dead end job.,1.0,3.0,3.0,1.0,1.0,1.0
Mon Sep 30 2019 10:21:15 GMT-0700 (Pacific Daylight Time), Supply Chain Analyst,,Current Employee ,Morale,I have been working at HP Inc. full-time for more than 5 years,,"Great place to work, many opportunities, and encouraged development.",Limited locations and not seeming to grow.,,5.0,4.0,5.0,4.0,5.0,4.0
Sun Oct 13 2019 13:02:30 GMT-0700 (Pacific Daylight Time), Business Development Manager,,Current Employee ,Continuing to Struggle,I have been working at HP Inc. full-time for more than 10 years,,"Foundations of the HP culture make it a good place to work...if you're working for a long-time HP manager
Work-life balance is still good","Slow to adapt to changing market dynamics
Continuous reorganizations, downsizing exercises, etc",,3.0,,,,,
Wed Oct 09 2019 12:51:37 GMT-0700 (Pacific Daylight Time), Senior Manager,"San Diego, CA",Former Employee ,A good company. Not a great company,I worked at HP Inc. full-time for more than 8 years,1,"Open to flexible/remote employment (but less so now than in the past)
Not a dog-eat-dog environment.
Ethical and cares about hearing the voice of the worker.","No stock unless you're a manger - does nothing to retain top talent.
Stingy company. Squeak when you walk budgets. Even travel is rare.
They always want to hear your voice, but nothing ever seems to change.","HP is a slave to its high margin Supplies business and they have been unwilling to disrupt it - even a little. They have been so slow and unwilling to disrupt it that they would not budget properly to sell printers. And what happens when you don't sell low margin printers today? Yes, you guessed it. You don't sell high margin supplies tomorrow. And now those chickens have come home to roost. Layoffs of 7k-9k employees most likely on the print side coming in the next couple of years. HP has lost its way by hanging on to the old way of doing things. They don't innovate nor do they do what it takes to retain top talent. Fresh young talent is not offered stock. Get those golden handcuffs out, HP. Make it rewarding to stay and hard to leave. But without stock, anyone can be tempted to leave for nothing more than extra pay because we don't have to give up anything to go. By giving stock to everyone you will make it a lot harder to leave. These things should be obvious but only make HP look cheap. That's why HP is nothing more than a good company, not a great company.",3.0,5.0,3.0,2.0,3.0,2.0
Thu Oct 10 2019 12:16:27 GMT-0700 (Pacific Daylight Time), Product Manager,"Chicago, IL",Former Employee ,Unfocused bureaucracy,I worked at HP Inc. full-time for more than 5 years,,Good process and procedures for development and company culture. Benefits are solid in all aspects,Company was trying to find its focus while in the midst of years-long restructuring and executive missteps and scandals.,,3.0,4.0,4.0,3.0,5.0,2.0
Wed Sep 25 2019 17:45:50 GMT-0700 (Pacific Daylight Time), Business Architect,"Boise, ID",Former Employee ,Great place to build a resume,I worked at HP Inc. full-time for more than 8 years,,They pay well. Huge focus on Integrity. Working at a Fortune 50 company teaches you things,"Many 30 year employees are bitter about 'how it was'. Huge company = lots of bureaucracy. Truth is, though, much of it is needed. It's hard but it's reality.",Break rules. Run your organizations like a small business - focus the org and the team on your core purpose - and remember you have many customers.,4.0,5.0,4.0,4.0,4.0,4.0
Tue Sep 24 2019 09:48:44 GMT-0700 (Pacific Daylight Time), Total Customer Experience Manager (Project Manager),"Boise, ID",Current Employee ,"Project Manager: Operations, Process Improvement, Technology Upgrades, Customer Retention",I have been working at HP Inc. full-time for more than a year,,Great culture with amazing benefits and coworkers.,Outdated systems and infrastructure with non-automated systems,,5.0,5.0,5.0,5.0,5.0,5.0
Mon Sep 23 2019 23:59:49 GMT-0700 (Pacific Daylight Time),,, ,Company supports growth and continued education,I worked at HP Inc.,,Leadership continued education teamwork and healthcare,Schedule and workload is sometimes inconvenient,Invest in education for new technologies,4.0,,,,,
Tue Sep 24 2019 16:12:42 GMT-0700 (Pacific Daylight Time), Senior Firmware Engineer,"Boise, ID",Current Employee ,Great People,I have been working at HP Inc. full-time for more than 10 years,,The best people that I have been working with in my career. I am fortunate to be in the good teams where colleagues are always willing to help and patient and fun to work with. Direct managers are easy to work with and put serving and growing the engineers in the first place.,the future of the company is not super exciting. do not expect a lot of bleeding technologies in your daily work. higher management could do a better job in leading this (at least used to be) great company,,4.0,4.0,4.0,3.0,3.0,2.0
Mon Sep 23 2019 11:00:30 GMT-0700 (Pacific Daylight Time), Full Stack Web Developer,"Vancouver, WA",Current Employee ,"Great work life balance, little to do (contractor at HP inc through Kforce)",I have been working at HP Inc. full-time for less than a year,,"Zero micromanagement
Lots of freedom
Good pay
Great work life balance
They do seem to care about my well being
Ping Pong","The pace of work is slooooooow at HP Inc (good and bad).
As a contractor, I'm pretty certain that regardless of how hard I work, I'll be the first to be laid off in a recession.","I like not being micromanaged, but I would like to be managed so that the things I do are actually important to the company and the bottom line. Please get some good product/project managers which put in place good processes so that communication proceeds efficiently and gets the right things done. To paraphrase Office Space, it's not that I'm lazy, it's that I just don't care because my only real motivation is not to be hassled.",4.0,5.0,3.0,3.0,5.0,3.0
Mon Sep 23 2019 14:24:15 GMT-0700 (Pacific Daylight Time), Senior Project Manager,"Spring, TX",Current Employee ,A great place to work,I have been working at HP Inc. full-time for more than 10 years,,"Extremely diverse workforce and really great people to work with. The acquisitions HP has made over the years have melded well with their HP way. Remember Silicon Valley exist due to Bill and Dave, and HP hasn't forgotten the importance of their workers lives and careers.","This is an extremely competitive industry to be in, PC's and Printers are ubiquitous and fighting for market share will always be the future.",,4.0,4.0,5.0,4.0,4.0,4.0
Tue Sep 17 2019 14:30:10 GMT-0700 (Pacific Daylight Time), Intern,,Former Employee ,Great Company to work for,I worked at HP Inc. full-time for less than a year,1,"Lots of smart people, great work/life balance",Maybe the job security could be a little better,,4.0,5.0,4.0,4.0,4.0,
Fri Oct 25 2019 09:41:34 GMT-0700 (Pacific Daylight Time),,"San Diego, CA",Former Employee ,Executive Assistant,I worked at HP Inc. full-time for less than a year,,Discount for workout on campus,"No job security, revolving door",,1.0,1.0,1.0,1.0,5.0,1.0
Sat Sep 28 2019 17:30:25 GMT-0700 (Pacific Daylight Time), Mechanical Engineer,,Former Employee ,Okay,I worked at HP Inc. full-time,,"Minimal Travel, Good Benefits, Solid Pay, Awesome Direct Management","Giant, top-heavy corporation made it feel like I was part of a government agency",,3.0,,,,,
Thu Sep 12 2019 19:18:19 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Many Pros,I have been working at HP Inc. full-time,,"Many Events
Modern Workplace
many pros etc...",I don't really have any.N/A,,4.0,,,,,
Mon Sep 09 2019 12:00:23 GMT-0700 (Pacific Daylight Time), Firmware Engineer,"Boise, ID",Current Employee ,I Loved the culture,I have been working at HP Inc. full-time for more than 5 years,1,"Management is conscious of a family/work life balance and encourage you to make sure they stay balanced. Of course there are times for nights and weekends to get a feature caught up, but that does not happen often.
The culture was always fun, and I enjoyed my team. We have an annual review to check if we are happy where we are, what our goals are, if we'd like to move to a new department/team/etc - HP to me seemed interested in making sure people feel happy and productive and are willing to help get that balance.
Able to come and go as my sch","It's a large company so the typical cons that go with that also apply here (ie management helps and wants you to succeed, but upper management doesn't know individuals).",,4.0,5.0,5.0,5.0,5.0,4.0
Thu Sep 26 2019 08:48:52 GMT-0700 (Pacific Daylight Time), Project Manager,,Former Employee ,Great when EDS but downhill from there,I worked at HP Inc. full-time,,Work/Life Balance was good here,Job outsourced after almost 30 years with the company,,2.0,1.0,,,,
Tue Sep 10 2019 23:26:12 GMT-0700 (Pacific Daylight Time), Print and Marketing Associate,"Palo Alto, CA",Current Employee ,Updating with the times,I have been working at HP Inc. full-time for more than a year,,Company is adjusting to the modern digital landscape.,"There are adjusting pains, it will take time to sort.",,4.0,5.0,3.0,3.0,3.0,4.0
Wed Sep 25 2019 06:14:44 GMT-0700 (Pacific Daylight Time), Partner Business Manager,"Philadelphia, PA",Current Employee ,Not like it used to be,I have been working at HP Inc. full-time for more than 10 years,,Very good work life balance,Fear of workforce reduction is a constant worry,Think about actual impact to employees and customers before making significant business decisions,3.0,4.0,3.0,3.0,3.0,3.0
Tue Sep 03 2019 10:19:12 GMT-0700 (Pacific Daylight Time), Finance,"Palo Alto, CA",Current Employee ,"A place that drives hard, innovates, and cares about it's people",I have been working at HP Inc. full-time for more than 10 years,2,"I have worked at HP for 17 years. I've had 11 different jobs, and have seen a lot. This is a place that truly values people, customers, and it's broader mission to the world across diversity, environmental responsibility, and many other areas.","Tech moves fast. HP Inc. does as well, so hold onto your seat.",,5.0,4.0,5.0,5.0,4.0,5.0
Tue Sep 10 2019 08:32:13 GMT-0700 (Pacific Daylight Time), Finance Manager,"Boise, ID",Current Employee ,HP is great place to work,I have been working at HP Inc. full-time for more than 10 years,,"HP has an excellent, ethical culture. Open to diversity and the company is focused on environmental impact, social impact. Great benefits package.",Work life balance is difficult as everyone works really hard and often long hours. This is somewhat dependent upon the job and direct manager.,,4.0,2.0,5.0,4.0,4.0,4.0
Mon Sep 23 2019 11:40:47 GMT-0700 (Pacific Daylight Time), Strategic Partner Manager,,Current Employee ,Great company and people - no growth.,I have been working at HP Inc. full-time for more than 10 years,,talented people with great brand and strong history,tons of cost pressure due to no growth in biz,,3.0,4.0,5.0,3.0,3.0,5.0
Wed Sep 11 2019 19:54:36 GMT-0700 (Pacific Daylight Time), Manager,"Ida, LA",Current Employee ,Nice people good pay challenging work questionable leadership,I have been working at HP Inc. full-time for more than 10 years,,"Great people in general 
Good pay
Challenging work
Mostly stable","Stressful
Poor work life balance at times
Promote men or male qualities
Not risk taking
Not cool or attracting young people",Wake up,3.0,3.0,4.0,3.0,4.0,3.0
Fri Sep 06 2019 19:09:48 GMT-0700 (Pacific Daylight Time),,,Current Employee ,"Good people, stagnant thinking, uncompetitive salary and benefits",I have been working at HP Inc. full-time for more than 5 years,2,"It’s surprising when you run into some very sharp people working at a stagnant legacy tech company, but really, there are very good people to work with at HP.","For a company that has focused on essentially 2 things forever, it’s unsurprising that change is hard. However, with all the profit printing cartridges have rung up over the years, HP management and CTO really failed to ever invest in the “next business.” 3D print may become a good business over time, but it cannot be the only business. For a company that has the muscle and makeup for building hardware, HP has been inept at acquiring or home-growing any growth businesses.","You have to make some calculated bets. 2D print is not going to return the same revenue and profit over the next 10+ years that it used to. Acquire a complementary hardware company in a growth area - is it a POS company, a media streaming company, an IOT play... I don’t know, but I’m hoping you do. Whatever you do, don’t go for anymore value plays - I.e., a company on the decline - palm was a garbage buy, Samsung laser printer business was mediocre. Be bold, be creative, let’s gamble now while we still have the chips rather than just die a slow death by 1000 tiny cuts.

Also, you really need to take a hard look at your management. People unwilling to change, stuck on the old ways, wanting to play it safe, cut them. Complacency is a slow-growing but fatal cancer that will kill a company. HP still has time, but that window is closing. Changing business structures isn’t addressing the issues, it is just kicking the can down the road.",3.0,4.0,4.0,3.0,2.0,2.0
Thu Aug 22 2019 18:54:16 GMT-0700 (Pacific Daylight Time), Software Designer V,"San Diego, CA",Current Employee ,Great Work/Life Balance,I have been working at HP Inc. full-time for more than a year,1,"Competitive pay
Work from home options",Compensation is not so great,,5.0,5.0,5.0,5.0,3.0,5.0
Mon Sep 09 2019 11:21:56 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,,Current Employee ,"nice location , good people",I have been working at HP Inc. full-time,,good life work life balance,benefits could be improved further,,3.0,,,,,
Sun Sep 29 2019 21:17:12 GMT-0700 (Pacific Daylight Time), Segment Manager,"San Diego, CA",Former Employee ,going down in flames,I worked at HP Inc. full-time for more than 10 years,2,cant really think of any,"CEO bailed for ""medical reasons"" , entire division going through re-org with no plan and layoffs pending",stop lying to employees about the future being positive,1.0,,,,,
Fri Aug 23 2019 15:35:00 GMT-0700 (Pacific Daylight Time), Digital Product Manager,"Palo Alto, CA",Former Employee ,HP is a company focused around its people,I worked at HP Inc. full-time for more than 3 years,," Work/Life balance is great
- People are truly friendly and always willing to help you in your role
- Ability to move into different parts of the organization and grow laterally (I did this twice in my 3-year tenure)
- Strong growth potential as an industry in 3D printing (especially manufacturing) with HP well positioned to dominate the space
- Campus in Silicon Valley is one of the best locations available in the South Bay
- If you are above average, higher-ups recognize that and will put you in opportunities to grow"," Salary is below other technology companies in the Silicon Valley area
- Below average bonuses at year-end
- Depending on what sector you want to be in, limited growth as an industry in the PC space","Keep the focus on people. Tracy Keogh is an amazing head of HR, and the leadership team is extremely strong. Christoph Schell and Alex Cho are also top-notch executives.",4.0,5.0,5.0,4.0,3.0,5.0
Thu Aug 22 2019 08:04:48 GMT-0700 (Pacific Daylight Time), Systems Analyst I,"Boise, ID",Current Employee ,Great place to work,I have been working at HP Inc. full-time for more than 3 years,,Invest in their employees,None this place was great and advanced my career,,4.0,5.0,5.0,5.0,3.0,4.0
Thu Aug 22 2019 16:23:10 GMT-0700 (Pacific Daylight Time), Project Manager,"Boise, ID",Current Employee ,Pretty good company,I have been working at HP Inc. full-time for more than 10 years,,HP has the greatest people around.,The printing business is going down and HP is slow to get into other businesses.,,4.0,5.0,5.0,5.0,5.0,4.0
Tue Aug 20 2019 14:04:15 GMT-0700 (Pacific Daylight Time), Solutions Architect,"San Diego, CA",Current Employee ,Solutions Architect at HP Inc.,I have been working at HP Inc. full-time for more than a year,,Love the products and the people,"This is a large company with established protocols, and this can be challenging",Keep up the good work.,5.0,5.0,5.0,5.0,5.0,5.0
Sun Aug 18 2019 08:39:29 GMT-0700 (Pacific Daylight Time), Inside Sales Account Manager,"Rio Rancho, NM",Current Employee ,Great Place To Work,I have been working at HP Inc. full-time for more than a year,,"Some of the best management teams in sales.
Plenty of training.
Extremely understanding when it came to time off.","C-Level is out of touch.
Constantly changing metrics and how we track them.","Pick a plan and stick to it for a half. If it doesn't pan out, pick something new.
Have your employees read a book surrounding your plan for the half so that everyone is on the same page.
Teach people how to target accounts and set up expectations. This was my first sales job so I expected results faster than they came in; that quickly became discouraging.",5.0,5.0,4.0,5.0,5.0,3.0
Fri Sep 20 2019 18:38:36 GMT-0700 (Pacific Daylight Time),,,Current Employee ,HP has lost its way,I have been working at HP Inc. full-time for more than 10 years,,"*Health benefits are good. 
*Employee onsite perks, gym, volleyball, basketball and soccer. 
*Free printing services.","*Employee discount is a joke, Costco is cheaper. 
*”HP Way” aka the culture that made is such a great place to work was buried with Bill and Dave. 
*Too much management, poor management at that stemming from the top down. 
*No clear direction for future, major decisions have been very poor short term answers. 
*Steadily outsourcing all of the work to other countries. Very little left in the U.S. 
*No funding for innovation. They expect you to do it on your own time and dime and give it to them.",Lose management and start over. Company could be so great if it came back to the US and was ran by people that know the main market.,1.0,1.0,1.0,1.0,2.0,1.0
Thu Aug 15 2019 21:30:50 GMT-0700 (Pacific Daylight Time), Senior Data Analyst,"Fort Collins, CO",Former Employee ,Large fast paced and competitive,I worked at HP Inc. full-time for more than 10 years,,Great opportunity for experience with outstanding global work force,"Male dominated, communications down to employees needs improvement",Believe in the data and your outstanding employees,4.0,5.0,4.0,5.0,5.0,4.0
Wed Aug 07 2019 16:32:54 GMT-0700 (Pacific Daylight Time), Product Marketing Manager,,Current Employee ,company,I have been working at HP Inc. full-time for more than 5 years,,clear strategy and continue to reinvent,matured industry. lack of growth,,5.0,5.0,4.0,3.0,3.0,4.0
Tue Aug 06 2019 00:00:42 GMT-0700 (Pacific Daylight Time), Engineer,,Former Employee ,"Good Company, Uncertain Future",I worked at HP Inc. full-time,,"Great people, including peers and low level managers",Recent employment decisions seem questionable for the company's future performance,,4.0,,,,,
Mon Aug 19 2019 16:54:52 GMT-0700 (Pacific Daylight Time), Account Manager,"Alpharetta, GA",Current Employee ,GREAT COMPANY!,I have been working at HP Inc. full-time for more than 5 years,1,Flexible and good work life balance,Hard to advance up the management chain,Stop reorganizing company structure so much.,2.0,,,,,
Fri Aug 02 2019 06:00:01 GMT-0700 (Pacific Daylight Time), Engineer,,Former Employee ,Plus,I worked at HP Inc. full-time for more than 3 years,,Happy to work with world-class team,"Turbulent upper executives, many changes in the 2012-2015 period",,5.0,4.0,3.0,4.0,4.0,3.0
Fri Aug 02 2019 14:08:40 GMT-0700 (Pacific Daylight Time), Solutions Architect,,Current Employee ,Excellent Opportunities and Competitive Pay,I have been working at HP Inc. full-time for more than 3 years,," Approve of the CEO
- Pay is competitive with other vendors in the same arena"," Sometimes the work can be a little monotonous.
- Expect to travel. A lot.
- Living out of a suitcase.",,4.0,2.0,3.0,4.0,5.0,3.0
Fri Aug 02 2019 18:39:06 GMT-0700 (Pacific Daylight Time), Account Manager,"Rio Rancho, NM",Current Employee ,Great Place,I have been working at HP Inc. full-time for more than 5 years,,Great environment and inclusion. Innovative products.,"Poor tools, lower pay, upper management out of touch. Poor facility when compared to other technically companies.",Pay worthy employees more,4.0,4.0,4.0,4.0,2.0,3.0
Fri Aug 16 2019 11:50:05 GMT-0700 (Pacific Daylight Time), Coordinator,"Atlanta, GA",Former Employee ,A Blur between Life and Work Balance,I worked at HP Inc. full-time for more than 3 years,,There are really good relationships,"Special clicks, favoritism, outsourcing of jobs, etc",I am not sure it would serve a purpose,2.0,1.0,1.0,1.0,1.0,2.0
Mon Jul 29 2019 09:39:50 GMT-0700 (Pacific Daylight Time), Human Resources Generalist,,Former Employee ,Great people working on hard problems,I worked at HP Inc. full-time for more than 5 years,,Really strong HR leadership team with enough resources to divide and conquer hard problems,"Tough to be in a declining business, change management is constant",,5.0,,,,,
Mon Jul 29 2019 15:05:49 GMT-0700 (Pacific Daylight Time), Systems Engineer,"San Diego, CA",Former Employee ,System Engineer,I worked at HP Inc. full-time for more than 10 years,,"Flexible Time, friendly environment, intelligent and talented engineers",Company has been hurt badly by a history of inappropriate decisions at CEO level during the last 20 years.,,5.0,5.0,5.0,1.0,3.0,1.0
Mon Jul 29 2019 21:10:45 GMT-0700 (Pacific Daylight Time), Intern,,Former Employee ,Great Experience!,I worked at HP Inc. full-time for less than a year,,"People are very friendly, my manager worked very hard to ensure that our experience was fulfilling and engaging. Loved the buddy and mentor system.","Of course, employees are busy with their own work but more feedback on our assignments would've been great.",,4.0,5.0,3.0,5.0,5.0,4.0
Sat Jul 27 2019 10:47:25 GMT-0700 (Pacific Daylight Time), Solutions Architect,"Roseville, CA",Former Employee ,Old HP,I worked at HP Inc. full-time for more than 10 years,,Very Collegiate Culture. Supportive,Long Hours spread over multiple geographies. Lack of Raised,,4.0,,,,,
