date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Thu Nov 07 2019 12:11:25 GMT-0800 (Pacific Standard Time), Data Analyst,,Current Employee ,METRICS,I have been working at Bloomberg L.P. full-time,1,"Free food, free pass for NYC museums",Data Analysts in Princeton office are basically the guinea pigs running on the metrics wheels driven by free food & good health coverage.,,2.0,,,,,
Thu Oct 03 2019 13:29:07 GMT-0700 (Pacific Daylight Time), Global Data Analyst,"Princeton, NJ",Former Employee ,"Role Growth, but no Career Growth",I worked at Bloomberg L.P. full-time for less than a year,7,"Medical Benefits
Lateral movement
Free Food
Good Working Environment
Encourages collaboration","You can progress your role into manager and even higher but if you plan to have a career in finance or quantitative analytics, it might be a challenge or will take a long time. Your role can progress but your career will be stagnant and be stuck in customer service.

Admin/Customer Service disguised as ""Analyst"" Job.

Claim to be a tech company but relies heavily on Excel. If Microsoft takes out Excel, Bloomberg will shut down along with the world market that relies on Bloomberg data.

Not a finance job but a financial product ambassador; people do modelling and financial analysis but it is just to make ""clients"" have ease of use and show more functionality for the terminal. Analyst/Analytics here is synonymous to knowing what the client/customer needs and not necessarily include any quantitative analysis. Might be less than 5% that quantitative analysis will be required for an Analyst job.","Check your people's qualifications. For such a selective hiring process, the job/role placement is disappointing. Technical people are placed on admin roles while non-technical are placed in technical roles.",4.0,4.0,5.0,3.0,4.0,3.0
Sat Nov 02 2019 12:24:35 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,"New York, NY",Former Employee ,Nice place to end your career,I worked at Bloomberg L.P. full-time for more than 5 years,1,"Large budget
Above-market salaries
Global office presence","Rampant office politics
Not great advancement opportunity if minority",,3.0,3.0,2.0,2.0,5.0,3.0
Sun Oct 20 2019 12:31:15 GMT-0700 (Pacific Daylight Time), Sales Representative,"New York, NY",Former Employee ,Great Company,I worked at Bloomberg L.P. full-time for more than 8 years,,"Great product, evolving in the marketplace","layers of mgmt, too many people peeking over your shoulder",,4.0,2.0,3.0,4.0,4.0,2.0
Wed Oct 16 2019 09:19:16 GMT-0700 (Pacific Daylight Time), Fixed Income Global Data Analyst,"Princeton, NJ",Current Employee ,"Challenging environment, a great stepping stone for finance in the future",I have been working at Bloomberg L.P. full-time for less than a year,1,"Great benefits and employee compensation package, tuition reimbursement, free food all day, work/life balance, good team lead, challenging work if you know how to navigate around it. Your experience is up to you.",Management really depends on luck.,Motivate employees to pursue their passion.,5.0,5.0,5.0,5.0,5.0,3.0
Wed Oct 16 2019 13:40:34 GMT-0700 (Pacific Daylight Time), Financial Research Data Analyst,,Current Employee ,Solid place to work,I have been working at Bloomberg L.P. full-time for less than a year,,Lots of resources to use day to day,Less exit opportunities than other financial institutions,,5.0,,,,,
Thu Oct 17 2019 09:39:23 GMT-0700 (Pacific Daylight Time), Senior Business Analyst,"New York, NY",Former Employee ,Great Company,I worked at Bloomberg L.P. full-time for more than 10 years,,Fast paced environment with great benefit packages,Long hours and traveling,,5.0,,,,,
Mon Oct 21 2019 08:31:25 GMT-0700 (Pacific Daylight Time), Sales,"New York, NY",Current Employee ,Toxic environment and extreme micro management,I have been working at Bloomberg L.P. full-time for more than 8 years,8,"Large organization with a global presence, benefits and snacks are generous.","You'll notice that all the 4 and 5 star reviews are from junior employees with less than 2 years at the firm or from H1B's glad to have a job, they're enamored by the free snacks and sponsorship. I've been with them for over a decade and have gotten to see this company get worse over the years. It used to be a great company that looked after its employees, but over last 2 years they have been looking to get rid of anyone with a decent salary and tenure. Have been replacing with kids out of college at a fraction of the salary and zero experience then working them to death, turnover is staggering with very high numbers of new recruits leaving within the first 2 years. Sales managers have almost no experience of selling and are promoted only for their micro management prowess. 

Sales targets are ridiculous and they count net performance, that means that salesperson takes a hit for any removals, but gets NO credit for renewals. Sales is blamed for every removal even though product teams have not developed a decent product in almost a decade, and are obsessed with growing revenue even though there is no new product/service to help in the growth. So their strategy has been to double/triple/quadruple prices for existing services which makes it extremely difficult to have any new sales discussion with this clients, then blame is laid upon the sales force for not hitting ridiculous targets.",Come down from your ivory towers and experience a day in the life of your employees or better yet speak to one of your customers before you reach your ridiculous business decisions.,2.0,2.0,2.0,1.0,3.0,1.0
Tue Oct 15 2019 17:56:06 GMT-0700 (Pacific Daylight Time), Analyst,,Current Employee ,"Great benefits, great people",I have been working at Bloomberg L.P. full-time,,"Awesome culture, good people, free snacks","Confusing management team, vague career promotion",,4.0,,,,,
Tue Oct 15 2019 09:10:15 GMT-0700 (Pacific Daylight Time), Analyst,"New York, NY",Former Employee ,Excellent Company,I worked at Bloomberg L.P. full-time for more than a year,,"Open, collaborative, allows internal mobility, excellent benefits, excellent culture",Large company so easy to get lost in the size,,5.0,5.0,5.0,5.0,5.0,5.0
Tue Oct 22 2019 22:37:38 GMT-0700 (Pacific Daylight Time), Analytics,"San Francisco, CA",Current Employee ,The San Francisco Help Desk,I have been working at Bloomberg L.P. full-time for less than a year,4,"The analytics training program provides employees with an excellent foundation in market concepts. I found their Fixed Income training the best a recent grad can acquire. Additionally, there are excellent exit opportunities from what I've heard from past employees.","First, let's get the job description straight. If you choose to join the analytics program you will be a customer service representative where you will be ""on queue"". Quite literally called ""The Help Desk"" you will be treated as if you work at Comcast and will solve client inqurires (usually 3 at a time). Questions could include but are not limited too:
""CALL ME""
""My launchpad is broken""
""Can you confirm the IPO date 943819 US Equity was on 9/8/2017?""

However, it's truly the management that lack of empathy that creates an environment that makes the desk an inky black hole where every molecule of light/joy cannot escape. A few examples include:
-Time off has to be asked 120 days in advance no matter the situation during the holidays/summer
-No breaks (including the bathroom) are to be given if the queue is busy
-Genuine disregard for the emotions, aspirations, and general well being of employees.

Ever read 1984?",Wipe the slate clean. The TLs are good people. But SF needs another head of analytics from NY. It's a classic case of Reganomics - negative energy trickles down from the top and I'm sure you can guess the rest.,2.0,2.0,1.0,4.0,5.0,1.0
Thu Oct 10 2019 16:13:38 GMT-0700 (Pacific Daylight Time), Editor,"New York, NY",Former Employee ,Great company,I worked at Bloomberg L.P. full-time for more than 3 years,,"good culture, great company, fantastic benefits","upward potential is limited, need to change teams to grow",keep up the good work,4.0,5.0,5.0,4.0,5.0,5.0
Fri Oct 18 2019 17:29:17 GMT-0700 (Pacific Daylight Time), Analytics,"San Francisco, CA",Current Employee ,dont join bloomberg analytics San Francisco,I have been working at Bloomberg L.P. full-time for less than a year,4,good location and free coffee,"they just dont care about the health or wellbeing of analytics reps. we had an earthquake evacuation drill, they made me us stay at our desks while the alarm screamed and the lights flashed, while the rest of the building evacuated. they dehumanize the reps, the SF analytics department head carries a sweatshop mentality and everybody hates her for it",maybe it's time to switch up the leadership in SF,2.0,1.0,3.0,2.0,2.0,1.0
Sun Oct 06 2019 16:58:08 GMT-0700 (Pacific Daylight Time), Data Specialist,"Skillman, NJ",Current Employee ,Data Specialist at Bloomberg LP,I have been working at Bloomberg L.P. full-time for more than 3 years,,"Great benefits, offers many opportunities for self development, management invests in subordinates","Very horizontal structure, moving towards a more technical focus without a clear vision of how these skills will be utilized, open concept can be distracting",,4.0,3.0,4.0,3.0,4.0,4.0
Tue Oct 01 2019 13:53:21 GMT-0700 (Pacific Daylight Time),,,Former Employee ,Varied,I worked at Bloomberg L.P. full-time,,"Good culture
Fast paced 
Change is a part of daily life",None that I can think of,,4.0,4.0,4.0,4.0,4.0,4.0
Mon Sep 30 2019 19:09:22 GMT-0700 (Pacific Daylight Time), Financial Product Analyst,"New York, NY",Current Employee ,Phenomenal learning experience- room for growth,I have been working at Bloomberg L.P. full-time for less than a year,,"Exceptional training, encouragement to move internally, various different teams with different workflows to join",Bit of micromanagement and defined path of where you should go,,5.0,5.0,5.0,4.0,4.0,4.0
Thu Sep 26 2019 14:29:55 GMT-0700 (Pacific Daylight Time), Software Engineer,"New York, NY",Current Employee ,Great Company,I have been working at Bloomberg L.P. full-time for more than a year,,Great for exposure to modern tech stacks,Flat tree structure so hard to climb ranks,,5.0,4.0,5.0,4.0,4.0,4.0
Wed Oct 30 2019 14:24:48 GMT-0700 (Pacific Daylight Time), Equity Research Associate,"New York, NY",Former Employee ,"Awful, Awful Work Environment.",I worked at Bloomberg L.P. full-time for less than a year,3,"No pros whatsoever in this awful, awful place.","Bloomberg Intelligence claims to be the research arm of Bloomberg Professional Services. It is not. Senior management alleges Bloomberg Intelligence offers forward-looking analysis, but their product is little more than mundane news pieces.","Consider offering training, mentorship, guidance, or general support for new employees. Doing so might change the turnover rate.",1.0,1.0,1.0,1.0,1.0,1.0
Tue Sep 24 2019 10:56:19 GMT-0700 (Pacific Daylight Time), Financial Product Analytics and Sales Representative,,Current Employee ,ADSK - Analytics Desk,I have been working at Bloomberg L.P. full-time for less than a year,,"Learn a lot, very structured, great benefits and workspace",long hours and requires a lot of self directed learning,,5.0,,,,,
Wed Sep 25 2019 10:06:53 GMT-0700 (Pacific Daylight Time), Supply Chain,,Current Employee ,Great Company,I have been working at Bloomberg L.P. full-time,,Great company to work for. Outstanding benefits and flexibility.,Difficulty to switch between departments,,4.0,,,,,
Mon Sep 23 2019 18:23:14 GMT-0700 (Pacific Daylight Time), Software Engineer,,Former Employee ,Great company to work for,I worked at Bloomberg L.P. full-time for more than a year,,"Great company to work for. Good pay, great benefit, good reputation.",Pay not as high as other large tech companies.,,5.0,5.0,5.0,5.0,,
Mon Oct 07 2019 20:19:39 GMT-0700 (Pacific Daylight Time), Account Manager,"New York, NY",Former Employee ,Good experience,I worked at Bloomberg L.P. full-time for more than 10 years,,"Team collaboration, environment and product","Frequent change in mgmt, compensation",,2.0,2.0,2.0,2.0,2.0,2.0
Mon Sep 23 2019 09:43:36 GMT-0700 (Pacific Daylight Time), Integration Specialist,"New York, NY",Current Employee ,Good company to work for,I have been working at Bloomberg L.P. full-time for more than 5 years,,Learn a lot if interested to do so,"Hard to level up, or switch jobs internally",keep up the good work,4.0,4.0,4.0,4.0,4.0,4.0
Mon Sep 23 2019 21:32:14 GMT-0700 (Pacific Daylight Time), Software Engineer,"New York, NY",Current Employee ,"Retirement culture, mediocre crowd: stay for the stability, flee if you want growth",I have been working at Bloomberg L.P. full-time for more than a year,6,"+ great work life balance
+ company/managers take good care of you
+ hard-to-get-fired environment
+ lots to learn as a fresher straight out of college; but run after a couple years!
+ great training programs and resources"," Culture of maintaining the status quo
- No engineering enthusiasm, best effort engineering only
- Poor UI framework (RAPID!!)
- No engineering heirarchy (no engineering level above Sr. Software engineer!!)
- No free lunch; a lot of the cafeteria snacks are not healthy","The company is only good for older engineers with families or those who like stability and security. Younger crowd with enthusiasm and ambition will not stay long. Don't promote the slow, retirement culture. Same reason why I'm leaving soon",3.0,4.0,3.0,3.0,3.0,3.0
Sun Sep 15 2019 13:08:10 GMT-0700 (Pacific Daylight Time), Account Manager,"New York, NY",Former Employee ,"Good quality of life, great hour",I worked at Bloomberg L.P. full-time for more than 8 years,,"Great culture, quality of life","Very slow moving, bureaucratic organization",Provide more upside to comp,4.0,5.0,5.0,4.0,3.0,4.0
Sun Sep 15 2019 18:31:02 GMT-0700 (Pacific Daylight Time), Software Engineer,,Current Employee ,good work life balance,I have been working at Bloomberg L.P. full-time,,good work life balance and smart people,"System and tech stack are old, hard to maintain",,4.0,,,,,
Sat Sep 21 2019 10:59:04 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,"New York, NY",Current Employee ,Micromanagement is encouraged at Bloomberg,I have been working at Bloomberg L.P. full-time for more than 8 years,6,Free soup; competitive benefits; cool offices,Micromanagement; limited choices for career advancement; bullying by managers,Refresh management with people that are more in sync with the 21st century.,2.0,3.0,1.0,2.0,4.0,1.0
Wed Sep 11 2019 05:21:43 GMT-0700 (Pacific Daylight Time), Associate,,Former Employee ,Research Associate,I worked at Bloomberg L.P. full-time for more than 3 years,,Ability to do your own research and drive product,More micromanagement than is necessary,,4.0,5.0,5.0,4.0,3.0,3.0
Mon Oct 14 2019 09:05:58 GMT-0700 (Pacific Daylight Time), Analyst,,Former Employee ,Good first job,I worked at Bloomberg L.P. full-time,,You learn a lot with trainings,Very subjective in terms of promotions,,1.0,,,,,
Wed Sep 04 2019 18:05:45 GMT-0700 (Pacific Daylight Time), Sales,,Current Employee ,Great Company,I have been working at Bloomberg L.P. full-time,,Great place to start your career,Internal mobility can be challenging,,5.0,,,,,
Mon Sep 02 2019 16:55:42 GMT-0700 (Pacific Daylight Time), Software Engineer,,Current Employee ,great company,I have been working at Bloomberg L.P. full-time for more than a year,,Great training class and lovely working environment,Not a pure tech company,,5.0,5.0,5.0,5.0,5.0,5.0
Sat Aug 24 2019 06:49:42 GMT-0700 (Pacific Daylight Time), Analyst,"New York, NY",Current Employee ,"It's a great company for a lot of people, but not for everyone",I have been working at Bloomberg L.P. full-time for less than a year,3,"Great benefits, everyone is super nice, and if you are proactive you can succeed","They will low-ball you if they know you want to job, and there's a lot of tribal knowledge because a lot of people have been there for their entire career.",,4.0,5.0,5.0,5.0,4.0,5.0
Sat Sep 07 2019 16:23:24 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,"New York, NY",Current Employee ,ok company,I have been working at Bloomberg L.P. full-time for more than 8 years,3,Nice philanthropy opportunities in the company. Most of the profits are given for charity and great Kuddos for that!,Very bad managers at times.,Keep managers under scrutiny. Some of them are bad beyond words.,3.0,3.0,3.0,3.0,3.0,3.0
Sun Sep 08 2019 15:49:10 GMT-0700 (Pacific Daylight Time), Analytics,"New York, NY",Former Employee ,financial analytics review,I worked at Bloomberg L.P. full-time for more than a year,4,"good fundamental knowledge in fixed income, more than most other places","treat you like a nobody and a call center, which is really disappointing given many smart people will leave after 1 year and department does not treasury the people","stop treating this like a call center, it is not",2.0,4.0,3.0,1.0,1.0,1.0
Thu Sep 12 2019 01:35:39 GMT-0700 (Pacific Daylight Time), Data Analyst,,Current Employee ,Experience,I have been working at Bloomberg L.P. full-time for more than 5 years,1,Great benefits and open culture,Management is not the best,,2.0,4.0,2.0,1.0,3.0,1.0
Wed Aug 28 2019 15:52:12 GMT-0700 (Pacific Daylight Time), Account Manager,,Former Employee ,Great Company with some Management Issues,I worked at Bloomberg L.P. full-time for more than a year,,"Good benefits, good opportunities to move within company","Red tape, favoritism with management",,4.0,5.0,4.0,4.0,4.0,4.0
Sun Aug 25 2019 11:01:31 GMT-0700 (Pacific Daylight Time), Senior Relationship Manager,"New York, NY",Current Employee ,Bloomberg,I have been working at Bloomberg L.P. full-time for more than 8 years,1,"I think Bloomberg is an amazing company, i worked 3 years in another country and moved to the US and been working for Bloomberg for 5, the benefits and the work life balance is good and its a very organized company.",From my experience it has not being a great company to provide me with new opportunities for my professional growth and really feel cared.,Several changes at Bloomberg recently. My advice to management is really value the really hard working employees and pay better bonus and have a more fair compensation model.,4.0,4.0,4.0,2.0,3.0,2.0
Thu Aug 29 2019 20:46:37 GMT-0700 (Pacific Daylight Time), Electronic Trading Operations,"New York, NY",Former Employee ,Unpleasant experience,I worked at Bloomberg L.P. full-time for more than 8 years,9,Learning experience in FIX protocol,Disfunctional management playing favorites. They give you good feedback throughout the year and in your year-end review you're no good for almost anything. Upper management is completely oblivious about what happens to their hard working representatives.,,2.0,,,,,
Tue Sep 24 2019 19:49:46 GMT-0700 (Pacific Daylight Time), Project Manager,"New York, NY",Former Employee ,"Toxic, abusive environment with poor management and little diversity",I worked at Bloomberg L.P. full-time for more than a year,10,"Great benefits, great pay, ability to provide feedback on managers","Horrible management- ""tech leads"" or managers - in Engineering - are promoted to their positions based solely on tenure not on ability or acumen
People don't know how to manage other people
Little diversity in engineering - witnessed 2 women get let go in a department of about 40 men, leaving only 1 woman on the team
No work life balance - long hours expected, working from home frowned upon unless you are your manager's 'favorite'
Financial Products office team is verbally abusive, witnessed cursing, yelling/screaming, unprofessional rants many times, in person and over calls, was hung up on by a colleague because he was ""not happy""
Lack of training and adequate ramp up time to learn the Bloomberg Terminal
So many people working there are long timers - been there since they graduated college...so it's hard to find people who are open minded or well rounded, they only know the Bloomberg way and they are unwilling or unable to change or embrace new ideas even though they push 'innovation' down your throat 24/7
Departments are immature and unwilling to consider changes to process, also unwilling to use any tools outside of the Bloomberg Terminal or that are not proprietary to the company
Management forces use of outdated process and software and does not embrace using the best tools out there or use even best practices
They would rather you fit their style of work and not bring new ideas to the table
Developers are mollycoddled incessantly and bad habits are enabled, not disciplined",Act on the feedback you solicit from your direct reports,1.0,1.0,3.0,1.0,5.0,1.0
Thu Aug 22 2019 22:40:43 GMT-0700 (Pacific Daylight Time), Desktop Support Specialist,"New York, NY",Former Employee ,Good place for benefits and exposure,I worked at Bloomberg L.P. full-time for more than 8 years,,You will get the best opportunity to rub shoulders with one of the best and great minds working in Finance industry,"Very competitive and cut throat, hard work is expected and not rewarded",,4.0,3.0,4.0,3.0,4.0,1.0
Tue Aug 20 2019 10:56:45 GMT-0700 (Pacific Daylight Time), Reporter,,Former Employee ,Great Company,I worked at Bloomberg L.P. full-time,,"Great benefits, Great pay, Great company","None, none, none, none, none",,5.0,,,,,
Mon Aug 19 2019 16:53:54 GMT-0700 (Pacific Daylight Time), Financial Sales and Analytics,,Current Employee ,Financial product sales and analytics,I have been working at Bloomberg L.P. full-time,,A lot of young people,A lot of training throughout,,5.0,,,,,
Tue Aug 20 2019 15:03:04 GMT-0700 (Pacific Daylight Time), Account Executive,"New York, NY",Former Employee ,Account executive,I worked at Bloomberg L.P. full-time for more than 3 years,6,Great benefits. Stocked up kitchen. Beautiful office space. Give lots of awards and title changes. Good resume builder. Also good as one of your first jobs out of college,"Poor management. Lack of growth. Egocentric. False hope. Though you get title changes, hard to get promotion with Salary. High turnover. Always remanagement/restructuring. Company not doing well financially. Majority of higher ups are white males. Sexist. Issue with harassment. And lack of diversity especially in management positions",,3.0,2.0,3.0,3.0,5.0,1.0
Fri Aug 23 2019 17:20:12 GMT-0700 (Pacific Daylight Time), Software Engineer,"New York, NY",Former Employee ,Good Not Great,I worked at Bloomberg L.P. full-time for less than a year,4,"Nice office with good views
-Pretty good work life balance
-Decent pay","No clear track for success/moving up the ladder. 
-Performance reviews/promotions seem to be very subjective and not very quantifiable.
-Much of the leadership is ancient and has been at the company for decade(s) so not much room for growth and no true desire to innovate.
-Very outdated and proprietary tech stack.
-Using internal tools and the terminal daily is a pain.
-Pay/perks a tier below the other big tech companies
-Very much of a corporate and finance vibe in 731 Lex.",Make your performance evaluation criteria less arbitrary/subjective and more transparent and quantifiable.,3.0,4.0,3.0,3.0,4.0,3.0
Fri Sep 13 2019 09:46:11 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Avoid,I have been working at Bloomberg L.P. full-time for more than 5 years,13,I had some wonderful colleagues who deserved much better treatment than they received at Bloomberg.,"Bloomberg is more of a cult than a company. You'll be expected to dedicate yourself and your life to Michael Bloomberg and his philanthropic ventures. There's no such thing as work-life balance at Bloomberg, just work-work. While you may be scheduled to work 9 hour days (don't even think about taking a lunch break) it's more likely you'll be working 10 hour days and 11 and 12 hour days are not uncommon. For all that hard work and effort you'll be rewarded with zero job security. Loyalty is very much a one-way street at Bloomberg and layoffs are routine. Your future is solely dependent on your manager, and they change often. My first 6 reviews at Bloomberg were written by 6 different bosses. If you get one that takes a dislike to you, regardless of your performance, you're toast. I've seen hard-working, talented employees get the boot while workers who literally spend the day on their Facebook page, texting and take 2 hour lunches keep their jobs. Additionally, if you're over 50 your days are numbered. Yes, the company that prides itself on its philanthropic initiatives routinely practices age discrimination.",,1.0,,,,,
Wed Aug 14 2019 21:03:41 GMT-0700 (Pacific Daylight Time), Data Analyst,"Skillman, NJ",Current Employee ,Minimal career growth,I have been working at Bloomberg L.P. full-time for less than a year,,Free meals; quality people; work flexibility,"Skills specifically gained within the terminal, resulting in large fear of gaining nontransferable skills","Be more clear about what the job entails, cause the title is extremely misleading.",4.0,5.0,5.0,2.0,3.0,4.0
Wed Feb 06 2019 15:19:09 GMT-0800 (Pacific Standard Time), Sales Account Manager,"New York, NY",Current Employee ,"Best culture. work place, colleagues",I have been working at Bloomberg L.P. full-time for more than 3 years,55,"Amazing office, great ambiance and vibes, transparency, free food
If you perform well, they will invest so much in you from knowledge to mental health wise
Philanthropy
Diversity 
Great culture
Dynamic work, never dull","Really I don't have much. Just the fact that if you quit, even if for personal reasons like do a MBA or a family matter, it is impossible to go back in",,5.0,5.0,5.0,5.0,5.0,5.0
Fri Aug 09 2019 15:58:16 GMT-0700 (Pacific Daylight Time), Learning Specialist,"New York, NY",Current Employee ,Overall Great place to start a career,I have been working at Bloomberg L.P. full-time for more than a year,,"Great culture, benefits, people, philanthropic opportunities, intern to full time pipeline",Navigating career progression is further complicated by Bloomberg’s lack of hierarchy so it seems to be more about who you know,,4.0,5.0,5.0,3.0,4.0,3.0
Fri Aug 02 2019 17:42:01 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,"New York, NY",Current Employee ,Great company for new graduates.,I have been working at Bloomberg L.P. full-time for more than 5 years,1,"Great culture, a lot of smart people and good work life balance.","No stock, no clear technical career path for engineers who don't become a manager, lack of new strategic initiative (thus no huge growth potential in the near future).","The company is getting older along with it's owner. It needs a new leader with fresh new ideas, like what happened to Microsoft.",4.0,5.0,5.0,3.0,4.0,2.0
Mon Aug 05 2019 08:16:47 GMT-0700 (Pacific Daylight Time), Financial Sales and Analytics,"New York, NY",Current Employee ,Bloomberg review,I have been working at Bloomberg L.P. full-time for less than a year,,"Great place to grow your career in the world of finance, tech and business",Offer more than just soup for lunch,,5.0,5.0,5.0,5.0,5.0,5.0
Fri Aug 16 2019 17:35:07 GMT-0700 (Pacific Daylight Time), Sales,,Current Employee ,Associate,I have been working at Bloomberg L.P. full-time,2,"Good team, fun environment to work for","PAY, time off, benefits and morale",,2.0,,,,,
Thu Aug 01 2019 06:43:12 GMT-0700 (Pacific Daylight Time), Senior Manager,"New York, NY",Former Employee ,Good company to work for.,I worked at Bloomberg L.P. full-time for more than 10 years,,"interesting technologies to learn and work with, smart people, large company with a small company feeling.","Some micromanagement occurs, management support of team has changed negatively, used to be better.","Listen to team members more, have them help you, especially those with tenor.",5.0,4.0,5.0,3.0,5.0,3.0
Mon Aug 05 2019 16:04:11 GMT-0700 (Pacific Daylight Time), Software Engineer,"New York, NY",Former Employee ,Above average brand. High pay. Slightly below average culture.,I worked at Bloomberg L.P. full-time for more than a year,4,High pay. Especially high base salary. Good benefits.,"The culture at Bloomberg is very mixed. There is a segment of the company that is genuinely interested in leveraging cutting edge technology and making an impact. However, there is an equally large segment of the company that is reluctant to relinquish the practices they’ve been using since the mid 90s. For example, many teams use relatively modern python; but there were times where I encountered teams with no interest with updating their Linux incompatible C++93. The company has largely stagnated between these opposing factions.

There’s also a mediocre to at times hostile work environment for engineers belonging to underrepresented groups. The workforce is largely male and there are almost no engineers from ethnically underrepresented groups. This can create a lonely environment as the undiverse management doesn’t seem interested in going beyond lip service.","Hire more diverse managers and make an actionable commitment to improving the workplace, technically and otherwise.",3.0,4.0,1.0,2.0,4.0,2.0
Mon Jul 29 2019 11:54:01 GMT-0700 (Pacific Daylight Time), Account Manager,"San Francisco, CA",Current Employee ,Working at Bloomberg,I have been working at Bloomberg L.P. full-time for more than 5 years,,"Benefits, Salary, Employment Stability, Good Travel Policy","Micro-managerial Culture, no remote work, CRM is internally developed and cumbersome",Management needs to adopt traditional Saas lexicon and sales proceedures,4.0,3.0,3.0,4.0,4.0,4.0
