"jobTitle","meanPay","Range"
"Technical Account Manager","$106,210/yr","Range: $102K - $111K"
"Business Technology Analyst","$89,019/yr","Range: $73K - $107K"
"Software Development Engineer - Hourly Intern","$44/hr","Range: $41 - $46"
"Security Architect","$156,976/yr","Range: $131K - $186K"
"BI Developer","$118,909/yr","Range: $111K - $125K"
"Web Product Manager","$148,058/yr","Range: $115K - $182K"
"Recruiter","$105,146/yr","Range: $91K - $120K"
"Implementation Analyst","$84,816/yr","Range: $77K - $93K"
"Intelligence Analyst","$86,842/yr","Range: $84K - $90K"
"Analyst - Hourly Intern","$28/hr","Range: $22 - $34"
"Global Product Manager","$119,270/yr","Range: $111K - $127K"
"Market Research Analyst","$61,860/yr","Range: $49K - $75K"
"Developer","$120,257/yr","Range: $104K - $138K"
"Software Consultant - Hourly Contractor","$133/hr","Range: $113 - $153"
"Project Leader","$126,675/yr","Range: $122K - $132K"
"Billing Analyst","$72,673/yr","Range: $67K - $79K"
"IP Project Manager","$75,242/yr","Range: $67K - $83K"
"Web Developer","$110,323/yr","Range: $70K - $155K"
"Site Manager","$95,677/yr","Range: $81K - $112K"
"Graphic Designer - Hourly Contractor","$50/hr","Range: $46 - $55"
"Equity Research","$75,211/yr","Range: $71K - $81K"
"Senior Software Engineer/Team Lead","$182,561/yr","Range: $174K - $190K"
"Photo Editor - Hourly Contractor","$40/hr","Range: $38 - $42"
"Production Assistant - Hourly Contractor","$21/hr","Range: $19 - $24"
"Financial Analyst - Contractor","$49,455/yr","Range: $25K - $75K"
"Engineering Manager","$219,964/yr","Range: $198K - $244K"
"Senior Computer Engineer","$122,627/yr","Range: $114K - $131K"
"Software QA Tester","$85,837/yr","Range: $82K - $90K"
"Advertising Sales Director","$191,808/yr","Range: $162K - $225K"
"Senior Software Engineer - Hourly","$90/hr","Range: $76 - $103"
"Financial Information Services Team Leader","$139,725/yr","Range: $117K - $161K"
"Digital Producer","$100,140/yr","Range: $94K - $108K"
"Sales Engineer","$162,052/yr","Range: $149K - $174K"
"Equity Product Manager","$311,666/yr","Range: $162K - $477K"
"Computer Engineer","$107,257/yr","Range: $102K - $113K"
"Senior Software Quality Assurance Analyst","$112,919/yr","Range: $102K - $125K"
"Software Quality Assurance Engineer","$98,813/yr","Range: $84K - $114K"
"Data Architect","$188,732/yr","Range: $131K - $253K"
"Senior Java Developer","$141,257/yr","Range: $134K - $149K"
"Senior Financial Applications Developer","$143,832/yr","Range: $130K - $159K"
"Managing Editor","$187,301/yr","Range: $131K - $250K"
"Senior Editor","$184,326/yr","Range: $143K - $230K"
"Executive Director","$178,443/yr","Range: $101K - $265K"
"Media Analyst","$71,665/yr","Range: $63K - $82K"
"Integration Specialist","$127,462/yr","Range: $118K - $137K"
"Ratings Analyst","$67,712/yr","Range: $64K - $70K"
"Health Policy Analyst","$91,507/yr","Range: $87K - $95K"
"Senior PHP Developer","$144,746/yr","Range: $132K - $157K"
"Human Resources","$123,309/yr","Range: $83K - $167K"
"Compliance Officer","$111,880/yr","Range: $98K - $127K"
"Energy Engineer","$99,593/yr","Range: $91K - $109K"
"Market Research Director","$193,570/yr","Range: $186K - $202K"
"Senior Business Analyst","$121,351/yr","Range: $116K - $127K"
"Multimedia Editor","$78,815/yr","Range: $72K - $87K"
"Technical Project Manager","$88,425/yr","Range: $78K - $98K"
"Senior Software Test Engineer","$127,197/yr","Range: $123K - $131K"
"Software Applications Developer","$104,730/yr","Range: $100K - $109K"
"Senior Systems Software Developer","$141,901/yr","Range: $136K - $147K"
"Sr Manager","$215,356/yr","Range: $205K - $226K"
"Product Account Management","$90,314/yr","Range: $86K - $94K"
"Global Fixed Income Data Analyst","$60,525/yr","Range: $58K - $63K"
"Ad Trafficker","$85,292/yr","Range: $82K - $88K"
"Equity Specialist","$70,077/yr","Range: $68K - $73K"
"Operations Coordinator","$69,488/yr","Range: $67K - $72K"
"Build Team Database Administrator","$80,526/yr","Range: $77K - $84K"
"SQL Server Database Administrator","$125,678/yr","Range: $122K - $130K"
"Desktop Financial Applications Developer/Sales","$89,230/yr","Range: $85K - $94K"
"Representative","$42,433/yr","Range: $41K - $44K"
"GCUS Representative - Hourly Intern","$27/hr","Range: $26 - $28"
"Data - Hourly Intern","$26/hr","Range: $24 - $27"
"Advertising Sales - Sales Development Manager","$108,831/yr","Range: $105K - $113K"
"Marketing Representative","$128,052/yr","Range: $124K - $134K"
"Head Digital Design Engineer","$139,587/yr","Range: $134K - $146K"
"Financial Representative","$62,487/yr","Range: $60K - $65K"
"Evaluator","$157,352/yr","Range: $150K - $164K"
"Derivatives Business Manager","$216,024/yr","Range: $206K - $224K"
"Software","$139,321/yr","Range: $133K - $144K"
"Recruitment Coordinator - Hourly Intern","$22/hr","Range: $21 - $23"
"Software Consultant - Monthly","$22,317/mo","Range: $22K - $23K"
"Experienced Interaction Designer","$123,169/yr","Range: $119K - $128K"
"Senior Business Development Manager","$175,914/yr","Range: $167K - $183K"
"Enterprise Account Manager","$134,299/yr","Range: $130K - $139K"
"Financial Manager","$135,636/yr","Range: $131K - $141K"
"Installations Representative","$79,533/yr","Range: $76K - $83K"
"Analytics Manager","$138,634/yr","Range: $134K - $144K"
"Producer - Hourly Contractor","$50/hr","Range: $47 - $51"
"Compliance Specialist","$143,683/yr","Range: $137K - $149K"
"Production Artist - Hourly Contractor","$38/hr","Range: $36 - $39"
"Contracts Manager","$101,353/yr","Range: $97K - $106K"
"Summer Product Sales Specialist","$75,938/yr","Range: $73K - $79K"
"Junior Financial Analyst","$90,622/yr","Range: $87K - $95K"
"Social Media","$134,985/yr","Range: $129K - $140K"
"HR Manager","$120,790/yr","Range: $117K - $125K"
"Fixed Income Data Analyst","$71,529/yr","Range: $69K - $75K"
"Ad Operations","$77,652/yr","Range: $74K - $80K"
"Solutions Specialist","$75,745/yr","Range: $73K - $79K"
"Analyst - Monthly","$4,839/mo","Range: $5K - $5K"
"Desktop Support Analyst","$94,497/yr","Range: $90K - $98K"
"Senior Product Development Manager","$140,026/yr","Range: $134K - $146K"
"Application Developer","$105,069/yr","Range: $102K - $109K"
"Sales Operations Manager","$102,139/yr","Range: $98K - $106K"
"Financial Reporter","$121,360/yr","Range: $116K - $127K"
"Language Analyst","$121,986/yr","Range: $118K - $127K"
"Service Manager Team Leader","$53,776/yr","Range: $51K - $55K"
"Operational Risk Manager","$94,609/yr","Range: $90K - $99K"
"Credit Research Analyst","$94,300/yr","Range: $90K - $99K"
"Finance Associate","$82,707/yr","Range: $80K - $85K"
"Senior Technologist","$182,576/yr","Range: $176K - $190K"
"Production Support","$75,178/yr","Range: $73K - $79K"
"Contracts Administrator","$65,911/yr","Range: $63K - $68K"
"Senior Storage Engineer","$141,866/yr","Range: $136K - $149K"
"Experienced Visual Designer","$109,637/yr","Range: $106K - $115K"
"Trading Systems Global Operations - Hourly Intern","$24/hr","Range: $23 - $25"
"User Experience Specialist","$106,102/yr","Range: $102K - $110K"
