"Name","Company","State","City","Salary","Location","Url"
"IT Business Analyst","Lube-Tech","MN","Golden Valley","$63k-$93k","Golden Valley, MN","https://www.glassdoor.com/partner/jobListing.htm?pos=615&ao=653608&s=58&guid=0000016e3fa48c1994b160faaaba0cb5&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_84fca8bc&cb=1573025780386&jobListingId=3357986050"
"IT Software Support Specialist","Enclara Pharmacia","PA","Philadelphia","$29k-$55k","Philadelphia, PA","https://www.glassdoor.com/partner/jobListing.htm?pos=616&ao=710148&s=58&guid=0000016e3fa48c1994b160faaaba0cb5&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_33e70afa&cb=1573025780387&jobListingId=3383573729"
"Android Engineer 3+ years experience only","MPR Systems LLC","CA","Los Angeles","$50-$65","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=617&ao=725571&s=58&guid=0000016e3fa48c1994b160faaaba0cb5&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_6537260c&cb=1573025780389&jobListingId=3289836563"
"Senior Associate - IT Risk Advisory","PKF O'Connor Davies","NJ","Woodcliff Lake","$55k-$79k","Woodcliff Lake, NJ","https://www.glassdoor.com/partner/jobListing.htm?pos=618&ao=653779&s=58&guid=0000016e3fa48c1994b160faaaba0cb5&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_83fa1a15&cb=1573025780390&jobListingId=3331398047"
"IT Senior Support Specialist","American Dental Partners Inc.","MA","Wakefield","$54k-$89k","Wakefield, MA","https://www.glassdoor.com/partner/jobListing.htm?pos=619&ao=636008&s=58&guid=0000016e3fa48c1994b160faaaba0cb5&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_ca58a4f3&cb=1573025780391&jobListingId=3392884235"
"IT Software Engineer","Denny's","SC","Spartanburg","$61k-$113k","Spartanburg, SC","https://www.glassdoor.com/partner/jobListing.htm?pos=620&ao=373693&s=58&guid=0000016e3fa48c1994b160faaaba0cb5&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_58964cb7&cb=1573025780392&jobListingId=3376174546"
"Systems Engineer","Concept Technology Inc.","TN","Nashville","$40k-$81k","Nashville, TN","https://www.glassdoor.com/partner/jobListing.htm?pos=621&ao=669121&s=58&guid=0000016e3fa48c1994b160faaaba0cb5&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_b7923575&cb=1573025780393&jobListingId=3362060297"
"IT - Technical Lead - 3rd Shift","Denny's","SC","Spartanburg","$39k-$64k","Spartanburg, SC","https://www.glassdoor.com/partner/jobListing.htm?pos=622&ao=373693&s=58&guid=0000016e3fa48c1994b160faaaba0cb5&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_57228e9f&cb=1573025780394&jobListingId=3376174548"
"IT Instructor","MyComputerCareer","IN","Indianapolis","","Indianapolis, IN","https://www.glassdoor.com/partner/jobListing.htm?pos=623&ao=662919&s=58&guid=0000016e3fa48c1994b160faaaba0cb5&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_ca83d0f2&cb=1573025780395&jobListingId=3096222961"
"IT Program Lead - Senior - TS/SCI w/Poly","CACI International","VA","McLean","","McLean, VA","https://www.glassdoor.com/partner/jobListing.htm?pos=624&ao=741033&s=58&guid=0000016e3fa48c1994b160faaaba0cb5&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_3dce676c&cb=1573025780396&jobListingId=3378684589"
"System Administrator Team Leader/ Manager","Russell Cellular","MO","Battlefield","$30k-$57k","Battlefield, MO","https://www.glassdoor.com/partner/jobListing.htm?pos=625&ao=731424&s=58&guid=0000016e3fa48c1994b160faaaba0cb5&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_f867fe80&cb=1573025780396&jobListingId=3355873600"
"Desktop Support Technician","Capital Farm Credit","TX","Bryan","$28k-$46k","Bryan, TX","https://www.glassdoor.com/partner/jobListing.htm?pos=626&ao=759864&s=58&guid=0000016e3fa48c1994b160faaaba0cb5&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_5f1e7308&cb=1573025780397&jobListingId=3380530847"
"IT Business Analyst","DriveTime Automotive Group, Inc.","AZ","Tempe","","Tempe, AZ","https://www.glassdoor.com/partner/jobListing.htm?pos=627&ao=758344&s=58&guid=0000016e3fa48c1994b160faaaba0cb5&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_374fe31e&cb=1573025780398&jobListingId=3308927374"
"Network Support Technician","GC&E Systems Group","GA","Fort Stewart","","Fort Stewart, GA","https://www.glassdoor.com/partner/jobListing.htm?pos=628&ao=688168&s=58&guid=0000016e3fa48c1994b160faaaba0cb5&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_3d44644b&cb=1573025780399&jobListingId=3357081469"
"RN Clinical Coordinator I","Cook Children's Health Care System","TX","Fort Worth","$32k-$55k","Fort Worth, TX","https://www.glassdoor.com/partner/jobListing.htm?pos=629&ao=777158&s=58&guid=0000016e3fa48c1994b160faaaba0cb5&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_02780555&cb=1573025780400&jobListingId=3396527725"
"Supervisor - Reporting/ERP Applications IT","The Methodist Hospitals","IN","Merrillville","$67k-$93k","Merrillville, IN","https://www.glassdoor.com/partner/jobListing.htm?pos=630&ao=302607&s=58&guid=0000016e3fa48c1994b160faaaba0cb5&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_19cf7cea&cb=1573025780401&jobListingId=3261313948"
"Information Technology Rotation Development Program (ITRDP)","Pacific Gas And Electric","CA","San Francisco","$89k-$141k","San Francisco, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=701&ao=769087&s=149&guid=0000016e3fa49868939c014d24652802&src=GD_JOB_AD&t=SRFJ&extid=4&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_e41d921f&cb=1573025783514&jobListingId=3406971147"
"COMPUTER SYSTEMS ANALYST","Itlize Global","NJ","Piscataway","$59k-$80k","Piscataway, NJ","https://www.glassdoor.com/partner/jobListing.htm?pos=702&ao=784864&s=149&guid=0000016e3fa49868939c014d24652802&src=GD_JOB_AD&t=SRFJ&extid=4&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_0ee16f67&cb=1573025783516&jobListingId=3368580866"
"Information Security Analyst","Russell Cellular","MO","Battlefield","$41k-$64k","Battlefield, MO","https://www.glassdoor.com/partner/jobListing.htm?pos=701&ao=731424&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_f0cdec9d&cb=1573025783517&jobListingId=3355873604"
"IT Field Service Technician","Dollar Bank","PA","Pittsburgh","","Pittsburgh, PA","https://www.glassdoor.com/partner/jobListing.htm?pos=702&ao=657734&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_5c717aaf&cb=1573025783518&jobListingId=3392866113"
"Treatment Team Leader","Southeast Healthcare","OH","Columbus","","Columbus, OH","https://www.glassdoor.com/partner/jobListing.htm?pos=703&ao=731225&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_e30cfde9&cb=1573025783519&jobListingId=3297071058"
"IT Security Engineer","LA Fitness","CA","Irvine","","Irvine, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=704&ao=707907&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_c54f5a94&cb=1573025783520&jobListingId=3308718472"
"IT Project Manager","UNIFY Financial Credit Union","TX","Allen","$73k-$112k","Allen, TX","https://www.glassdoor.com/partner/jobListing.htm?pos=705&ao=774579&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_57cbe8e2&cb=1573025783521&jobListingId=3350289515"
"Autodesk Dynamo Studio Scientist","Hi:Hab","CA","San Diego","","San Diego, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=706&ao=688663&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_7e41d29f&cb=1573025783522&jobListingId=3190154262"
"IT Software Support Specialist- IT Help Desk","Enclara Pharmacia","TN","Memphis","$25k-$48k","Memphis, TN","https://www.glassdoor.com/partner/jobListing.htm?pos=707&ao=665844&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_e0b64fe4&cb=1573025783523&jobListingId=3383573725"
"Network Engineer","Tech Talent Link","OR","Milwaukie","","Milwaukie, OR","https://www.glassdoor.com/partner/jobListing.htm?pos=708&ao=678501&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_3029a413&cb=1573025783524&jobListingId=3278359629"
"Piano Moving Specialist","Amro Music Stores","TN","Memphis","$13-$14","Memphis, TN","https://www.glassdoor.com/partner/jobListing.htm?pos=709&ao=743742&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_516ccf78&cb=1573025783525&jobListingId=3311979706"
"DIRECTOR - IT PROJECT MANAGEMENT OFFICE (PMO)","Presbyterian Healthcare Services","NM","Albuquerque","$80k-$113k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=710&ao=213252&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_fa418088&cb=1573025783526&jobListingId=3343855358"
"IT Configuration Administrator (*Verifone)","Denny's","SC","Spartanburg","$11-$19","Spartanburg, SC","https://www.glassdoor.com/partner/jobListing.htm?pos=711&ao=373693&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_f2421e8a&cb=1573025783527&jobListingId=3376174552"
"Cleaning Specialist","King Maintenance Management","MO","Springfield","","Springfield, MO","https://www.glassdoor.com/partner/jobListing.htm?pos=712&ao=794171&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_9f620602&cb=1573025783528&jobListingId=3384905898"
"Sr. IT Control Tester - Corporate & Investment Banking","Santander Bank","NY","New York","","New York, NY","https://www.glassdoor.com/partner/jobListing.htm?pos=713&ao=258329&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_9c6320d2&cb=1573025783529&jobListingId=3363964391"
"Solution Architect, IT Security","Skybridge Resources","FL","Miami","","Miami, FL","https://www.glassdoor.com/partner/jobListing.htm?pos=714&ao=739258&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_84d32e00&cb=1573025783530&jobListingId=3407037135"
"Cloud Product Support Consultant","TriNet","NV","Reno","$24k-$38k","Reno, NV","https://www.glassdoor.com/partner/jobListing.htm?pos=715&ao=460652&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_dd4ef30a&cb=1573025783531&jobListingId=3408782060"
"DIRECTOR IT CLINICAL APPLICATIONS","Presbyterian Healthcare Services","NM","Albuquerque","$88k-$123k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=716&ao=213252&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_7f2420f2&cb=1573025783532&jobListingId=3408414507"
"IT Quality Assurance Director","HPOne","CT","Trumbull","$111k-$168k","Trumbull, CT","https://www.glassdoor.com/partner/jobListing.htm?pos=717&ao=670657&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_4a182d44&cb=1573025783533&jobListingId=3357476529"
"Marketing and Sales IT Manager"," Deutsch Family Wine & Spirits","CT","Stamford","$84k-$129k","Stamford, CT","https://www.glassdoor.com/partner/jobListing.htm?pos=718&ao=665798&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_82db2d75&cb=1573025783534&jobListingId=3399545305"
"IT Enterprise Architect (D Band)","General Dynamics Land Systems","MI","Sterling Heights","$121k-$166k","Sterling Heights, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=719&ao=495984&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_9adeedf9&cb=1573025783535&jobListingId=3363623613"
"Business Analyst II - IT (Guidewire)","Montana State Fund","MT","Helena","","Helena, MT","https://www.glassdoor.com/partner/jobListing.htm?pos=720&ao=656878&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_b740b23d&cb=1573025783536&jobListingId=3374938109"
"ITS Engineering Designer","BCC Engineering","FL","Altamonte Springs","$50k-$82k","Altamonte Springs, FL","https://www.glassdoor.com/partner/jobListing.htm?pos=721&ao=769720&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_6594142d&cb=1573025783537&jobListingId=3400355068"
"DIRECTOR, IT OPERATIONS - FLUENT HEALTH","Presbyterian Healthcare Services","NM","Albuquerque","$63k-$100k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=722&ao=213252&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_b675c3d6&cb=1573025783538&jobListingId=3402231847"
"Waterproofing and Restoration Foreman","Ross-DePass Building Services","FL","Boca Raton","","Boca Raton, FL","https://www.glassdoor.com/partner/jobListing.htm?pos=723&ao=786212&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_3a235cdb&cb=1573025783539&jobListingId=3235154181"
"IT Accessibility Professionals - Section 508 WCAG","TestPros","VA","Sterling","","Sterling, VA","https://www.glassdoor.com/partner/jobListing.htm?pos=724&ao=801478&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_02d85bab&cb=1573025783540&jobListingId=3333675896"
"IT Project Manager","American Dental Partners Inc.","MA","Wakefield","$85k-$120k","Wakefield, MA","https://www.glassdoor.com/partner/jobListing.htm?pos=725&ao=636008&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_af11f26c&cb=1573025783541&jobListingId=3356565011"
"IT Risk Manager","American Family Insurance","WI","Madison","$72k-$117k","Madison, WI","https://www.glassdoor.com/partner/jobListing.htm?pos=726&ao=226396&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_b451986c&cb=1573025783542&jobListingId=3357963334"
"Senior/ IT Application Analyst - Located in Delaware","Christiana Care","MD","Baltimore","$83k-$114k","Baltimore, MD","https://www.glassdoor.com/partner/jobListing.htm?pos=727&ao=771328&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_501140d3&cb=1573025783543&jobListingId=3408135209"
"Future Opportunity - Corporate IT & Infrastructure","Blackbaud","TX","Austin","","Austin, TX","https://www.glassdoor.com/partner/jobListing.htm?pos=728&ao=338165&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_3f0d4890&cb=1573025783544&jobListingId=2791885500"
"Desktop System Engineer I","Baton Rouge General","LA","Baton Rouge","$35k-$71k","Baton Rouge, LA","https://www.glassdoor.com/partner/jobListing.htm?pos=729&ao=260090&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_ce81fc8e&cb=1573025783545&jobListingId=3365837682"
"IT Sr Engineer, Service Applications","Denny's","SC","Spartanburg","$59k-$95k","Spartanburg, SC","https://www.glassdoor.com/partner/jobListing.htm?pos=730&ao=373693&s=58&guid=0000016e3fa49868b86f80a298245e7a&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_cee8e3a2&cb=1573025783546&jobListingId=3407499317"
"IT Manager","Sonepar USA","NJ","Monroe Township","$102k-$161k","Monroe Township, NJ","https://www.glassdoor.com/partner/jobListing.htm?pos=801&ao=653806&s=149&guid=0000016e3fa4a4bda6060d4b996d69bb&src=GD_JOB_AD&t=SRFJ&extid=4&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_ed579ebd&cb=1573025786490&jobListingId=3406135311"
"Entry-Level IT Technician","Gelfand Rennert & Feldman","CA","Encino","$10-$18","Encino, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=802&ao=699516&s=149&guid=0000016e3fa4a4bda6060d4b996d69bb&src=GD_JOB_AD&t=SRFJ&extid=4&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_91b8a104&cb=1573025786491&jobListingId=3395493273"
"IT Junior UNIX/Linux System Administrator (F Band)","General Dynamics Land Systems","MI","Sterling Heights","$40k-$74k","Sterling Heights, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=801&ao=495984&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_ea97a3b7&cb=1573025786493&jobListingId=3356726261"
"Aircraft Maintenance Support Engineer-Technical Writer","ISPA","GA","Marietta","$55k-$65k","Marietta, GA","https://www.glassdoor.com/partner/jobListing.htm?pos=802&ao=759073&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_becad9c3&cb=1573025786494&jobListingId=3278238148"
"IT Analyst, Enterprise Systems Reporting","Denny's","SC","Spartanburg","$38k-$62k","Spartanburg, SC","https://www.glassdoor.com/partner/jobListing.htm?pos=803&ao=373693&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_741a1637&cb=1573025786495&jobListingId=3376174554"
"Manager, IT - Data Warehousing and Big Data","CareSource","OH","Dayton","$98k-$152k","Dayton, OH","https://www.glassdoor.com/partner/jobListing.htm?pos=804&ao=632558&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_bfc0f331&cb=1573025786496&jobListingId=3308657399"
"Project Coordinator, IT - Business Applications, University of Louisville Hospital, Days, Full Time","UofL Physicians","KY","Louisville","$36k-$50k","Louisville, KY","https://www.glassdoor.com/partner/jobListing.htm?pos=805&ao=322596&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_7a0a2ead&cb=1573025786498&jobListingId=3366082859"
".NET Developer IT Specialist I/II/Sr","Northern Natural Gas","NE","Omaha","$48k-$85k","Omaha, NE","https://www.glassdoor.com/partner/jobListing.htm?pos=806&ao=670967&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_3a5b2979&cb=1573025786499&jobListingId=3297631728"
"IT Cybersecurity Administrator in Massillon, OH at Shearer's Snacks","Shearer's Foods","OH","Massillon","","Massillon, OH","https://www.glassdoor.com/partner/jobListing.htm?pos=807&ao=719479&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_e6c7b493&cb=1573025786500&jobListingId=3393270240"
"IT Advisory Services Senior Associate I","Weaver","TX","Houston","$60k-$90k","Houston, TX","https://www.glassdoor.com/partner/jobListing.htm?pos=808&ao=674562&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_04a220f3&cb=1573025786501&jobListingId=3187323120"
"MANAGER - IS UNIT - IT STRATEGY & PLANNING","Presbyterian Healthcare Services","NM","Albuquerque","$54k-$82k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=809&ao=213252&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_79d28534&cb=1573025786502&jobListingId=3171470346"
"Director of Field Operations, Roofing","Antis Roofing & Waterproofing","CA","Irvine","$125k-$200k","Irvine, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=810&ao=741010&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_04b09aee&cb=1573025786503&jobListingId=3308723074"
"IT Senior Cloud Solutions Engineer","COUNTRY Financial","IL","Bloomington","$131k-$185k","Bloomington, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=811&ao=468779&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_0d75e8b5&cb=1573025786504&jobListingId=3201954277"
"IT Network Section Manager (D Band)","General Dynamics Land Systems","MI","Sterling Heights","$93k-$145k","Sterling Heights, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=812&ao=495984&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_157d9e22&cb=1573025786505&jobListingId=3356604136"
"Window Tinters","Shepard Window Tinting","WI","Milwaukee","","Milwaukee, WI","https://www.glassdoor.com/partner/jobListing.htm?pos=813&ao=739898&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_f95b6248&cb=1573025786506&jobListingId=3307534871"
"Peer Support Specialist (part time)","Bert Nash Community Mental Health Center","KS","Lawrence","$24k-$45k","Lawrence, KS","https://www.glassdoor.com/partner/jobListing.htm?pos=814&ao=680980&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_6873605d&cb=1573025786507&jobListingId=3404105059"
"Senior Network Administrator","A2M Consulting","VA","Hampton","","Hampton, VA","https://www.glassdoor.com/partner/jobListing.htm?pos=815&ao=684416&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_839cfd0c&cb=1573025786508&jobListingId=3249911989"
"Owner Support Specialist","Breckenridge Grand Vacations","CO","Breckenridge","$28k-$54k","Breckenridge, CO","https://www.glassdoor.com/partner/jobListing.htm?pos=816&ao=707508&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_97038bea&cb=1573025786509&jobListingId=3261311769"
"Battery System Expert","Liugong Machinery","MO","Kansas City","","Kansas City, MO","https://www.glassdoor.com/partner/jobListing.htm?pos=817&ao=677765&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_5c7f0957&cb=1573025786517&jobListingId=2909466229"
"Professional Land Surveyor","Blew & Associates, PA","","Remote","$70k-$120k","Remote","https://www.glassdoor.com/partner/jobListing.htm?pos=818&ao=771377&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_9b5ebfb7&cb=1573025786518&jobListingId=3349310973"
"Product Support Sales Representative","Alta Equipment","MI","Saginaw","$22k-$38k","Saginaw, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=819&ao=672996&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_77c8b5d4&cb=1573025786519&jobListingId=3363864608"
"Director of Dispute Resolution","Spire Consulting Group","TX","Austin","","Austin, TX","https://www.glassdoor.com/partner/jobListing.htm?pos=820&ao=679943&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_f0eaa3bc&cb=1573025786520&jobListingId=3213913494"
"IT ASSOCIATE PROJECT MANAGER. - ENTERPRISE - D&A","Presbyterian Healthcare Services","NM","Albuquerque","$42k-$66k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=821&ao=213252&s=58&guid=0000016e3fa4a4bda637a416b4cf9503&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_15c8f143&cb=1573025786521&jobListingId=3299415118"
