"jobTitle","company","meanPay"
"Legal","Zinda & Davis","$162,060/yr"
"Legal - Hourly Intern","Cambridge Associates, LLC","$21/hr"
"Legal","Baker Hughes","$74,832/yr"
"Legal - Hourly Intern","Bazaarvoice","$11/hr"
"Legal - Hourly Intern","Transamerica","$17/hr"
"Legal - Hourly Intern","ComEd","$23/hr"
"Legal - Hourly Intern","US Army","$18/hr"
"Legal - Hourly Intern","Avid Technology","$23/hr"
"Legal - Hourly Intern","BWX Technologies","$22/hr"
"Legal - Hourly Intern","Community Education Centers","$21/hr"
"Legal","Hewlett-Packard","$98,690/yr"
"Legal - Hourly Intern","Magical Elves","$14/hr"
"Legal","Symantec","$162,403/yr"
"Legal","Active Network","$140,906/yr"
"Legal","NASCAR","$65,619/yr"
"Legal - Hourly","Helms Law Firm","$14/hr"
"Legal - Hourly Intern","Big Lots","$19/hr"
"Legal - Hourly","Metropolitan Transportation Authority","$25/hr"
"Legal - Hourly","Hamilton, Miller & Birthisel","$25/hr"
"Legal","Machol & Johannes","$40,811/yr"
"Legal","Fireman's Fund Insurance","$74,443/yr"
"Legal","NetApp","$215,647/yr"
"Legal - Intern","CPO","$35,691/yr"
"Legal - Hourly","J. Franklin Burns","$15/hr"
"Legal","Decurion","$73,755/yr"
"Legal - Hourly Intern","Cinemark","$18/hr"
"Legal - Hourly Intern","Envestnet","$15/hr"
"Legal - Monthly Intern","Bristol-Myers Squibb","$3,758/mo"
"Legal","Texas Comptroller of Public Accounts","$44,148/yr"
"Legal","Bremer & Whyte Llp","$97,030/yr"
"Legal - Hourly","Rose Little Brand & Associates","$12/hr"
"Legal - Hourly Intern","Manley Deas Kochalski","$12/hr"
"Legal","Self Opportunity","$121,986/yr"
"Legal - Hourly","Cavalry Portfolio Services","$16/hr"
"Legal - Hourly Intern","BorgWarner","$16/hr"
"Legal - Hourly Intern","California Lodging Industry Association","$17/hr"
"Legal - Hourly","Veritas Law Group","$16/hr"
"Legal - Hourly Intern","American Homes 4 Rent","$18/hr"
"Legal - Hourly Intern","3M","$38/hr"
"Legal - Hourly Intern","Adam Leitman Bailey P.C.","$17/hr"
"Legal - Hourly","Windhaven Insurance","$21/hr"
"Legal - Hourly Intern","Atkore International","$16/hr"
"Legal","Salt River Pima Maricopa Indian Community","$62,395/yr"
"Legal - Hourly Intern","Robinson & Cole","$28/hr"
"Legal","RGP","$94,312/yr"
"Legal - Hourly","Kokka & Backus","$20/hr"
"Legal","Panera Bread","$68,056/yr"
"Legal","US Postal Service","$97,908/yr"
"Legal","Shapiro & Ingle","$54,935/yr"
"Legal - Monthly","Budget Control Services","$3,050/mo"
"Legal - Hourly Intern","IBM","$32/hr"
"Legal - Hourly","Ain & Bank","$16/hr"
"Legal - Hourly Contractor","Robert Half","$24/hr"
"Legal","Kittitas County","$48,520/yr"
"Legal","Arent Fox","$90,449/yr"
"Legal","US Marine Corps","$55,543/yr"
"Legal","Matrix Service","$59,811/yr"
"Legal - Hourly Intern","Lucey Law Firm","$11/hr"
"Legal","Guaranteed Rate","$75,567/yr"
"Legal - Hourly Intern","PSCU","$15/hr"
"Legal - Hourly Intern","Federal Reserve Bank of Boston","$33/hr"
"Legal - Hourly Intern","Rheingold, Valet, Rheingold, Shkolnik & McCartney","$16/hr"
"Legal","CACI International","$32,303/yr"
"Legal - Hourly Intern","Walgreens","$27/hr"
"Legal","Carr & Ferrell","$53,906/yr"
"Legal","Cordell & Cordell","$39,933/yr"
"Legal - Hourly Intern","Skenderis & Cornacchia","$17/hr"
"Legal","OSRAM","$91,526/yr"
"Legal","Theorem Clinical Research","$65,566/yr"
"Legal - Hourly Intern","Glassdoor","$20/hr"
"Legal","VMware","$141,439/yr"
"Legal","Evri","$140,547/yr"
"Legal","Leitner, Williams, Dooley & Napolitan","$78,383/yr"
"Legal - Hourly Intern","Castlight","$13/hr"
"Legal - Hourly","Global Hawk Insurance","$18/hr"
"Legal - Hourly Intern","National Interstate","$17/hr"
"Legal - Hourly","Klain & Associates","$18/hr"
"Legal - Hourly Intern","New Relic","$22/hr"
"Legal","International Rescue Committee","$147,128/yr"
"Legal - Hourly Intern","LivingSocial","$28/hr"
"Legal","Cooper Law Firm (TN)","$40,000/yr"
"Legal - Monthly Intern","Herum Crabtree","$5,599/mo"
"Legal","SEKO Worldwide","$84,318/yr"
"Legal - Hourly Intern","LevelUp","$24/hr"
"Legal","Postmates","$182,301/yr"
"Legal","Starbucks","$82,738/yr"
"Legal","IKEA","$106,102/yr"
"Legal - Hourly Intern","Law Office of Park","$11/hr"
"Legal - Hourly Intern","Leviton","$16/hr"
"Legal - Hourly","?????","$35/hr"
"Legal","Spokane County","$32,293/yr"
"Legal - Hourly Intern","Ericsson-Worldwide","$12/hr"
"Legal - Hourly Intern","Phoenix Contact","$13/hr"
"Legal - Monthly Intern","Southern Poverty Law Center","$5,384/mo"
"Legal","Vital Pharmaceuticals (VPX)","$60,770/yr"
"Legal - Hourly Intern","Citrix","$27/hr"
"Legal - Hourly Intern","INgrooves Music Group","$18/hr"
"Legal - Hourly Intern","Control4","$15/hr"
"Legal - Hourly Intern","Lewis Johs Avallone Aviles,","$15/hr"
"Legal - Hourly Intern","CALVIN KLEIN","$17/hr"
"Legal - Hourly Intern","OKUN | ODDO & BABAT","$13/hr"
"Legal","Empire State Realty Trust","$142,933/yr"
"Legal - Hourly Intern","RBC","$28/hr"
"Legal","The Hanover Insurance Group","$66,248/yr"
"Legal","BJ's Wholesale Club","$73,494/yr"
"Legal - Hourly Intern","The Coca-Cola Company","$34/hr"
"Legal - Hourly Intern","Moody's","$23/hr"
"Legal - Hourly Intern","Motolease","$17/hr"
"Legal - Hourly","Machol & Johannes","$18/hr"
"Legal","Garrett & Tully","$60,651/yr"
"Legal","Nyman Turkish","$35,380/yr"
"Legal - Monthly Intern","AC Global Systems","$4,265/mo"
"Legal - Hourly Intern","City of Vancouver, Canada","$17/hr"
"Legal - Hourly Intern","PepsiCo","$22/hr"
"Legal - Hourly Intern","SoundExchange","$15/hr"
"Legal - Hourly","Tabak Law","$15/hr"
"Legal - Hourly Intern","Jewell Stewart & Pratt","$16/hr"
"Legal - Hourly Intern","Pfizer","$19/hr"
"Legal","Armando Montelongo Companies","$64,935/yr"
"Legal","Pasternack Tilker Ziegler Walsh Stanton & Romano","$35,009/yr"
"Legal","Tenneco","$82,949/yr"
"Legal","W. R. Berkley","$97,030/yr"
"Legal - Hourly Intern","Yale University","$19/hr"
"Legal - Hourly Intern","Bravado","$14/hr"
"Legal","J.P. Morgan","$95,240/yr"
"Legal - Monthly Intern","Tudor Investment Corporation","$2,102/mo"
"Legal","California Department of Industrial Relations","$66,664/yr"
"Legal","Nunya","$54,975/yr"
"Legal","WinnCompanies","$73,260/yr"
"Legal - Hourly Intern","Dealpigg","$13/hr"
"Legal - Contractor","Alltran","$64,694/yr"
"Legal - Hourly Intern","IQVIA","$22/hr"
"Legal - Hourly Intern","William M. Gardner","$11/hr"
"Legal - Hourly Intern","Intel Corporation","$27/hr"
"Legal - Hourly Intern","Crestline (TX)","$15/hr"
"Legal","A+E Networks","$103,928/yr"
"Legal","Mosaic Family Svc","$44,790/yr"
"Legal - Hourly Intern","Wyndham Destinations","$23/hr"
"Legal - Hourly Intern","Stefanini","$12/hr"
"Legal - Hourly Intern","NYC Department of Human Resource Administration","$13/hr"
"Legal - Hourly Intern","Milber Makris Plousadis & Seiden","$16/hr"
"Legal - Hourly Intern","Bell","$23/hr"
"Legal","Breneville Enterprises","$54,020/yr"
"Legal - Hourly Intern","Fiduciary Trust","$20/hr"
"Legal - Hourly Intern","Nations Builders Insurance Services","$12/hr"
"Legal - Hourly Intern","Lone Star College","$15/hr"
"Legal - Hourly Intern","Louis Vuitton","$27/hr"
"Legal - Hourly Intern","Law Office of C. Burt Newell","$10/hr"
"Legal","Signature Bank","$65,896/yr"
"Legal","TrueBlue","$128,200/yr"
"Legal - Hourly Intern","Woelber & Cole","$25/hr"
"Legal - Hourly Intern","Adobe","$35/hr"
"Legal - Hourly","HCP","$28/hr"
"Legal","Pacific Sunwear","$89,459/yr"
"Legal","Dickinson Wright","$50,389/yr"
"Legal - Hourly","Hirshberg Acceptance","$16/hr"
"Legal","Quarles & Brady","$42,551/yr"
"Legal - Hourly Intern","The Law Office of Christopher Q. Davis","$16/hr"
"Legal","Ihda","$33,051/yr"
"Legal","KCG","$220,091/yr"
"Legal - Intern","Consumer Financial Protection Bureau","$41,592/yr"
"Legal","WellCare","$53,996/yr"
"Legal","Siebert Financial","$43,259/yr"
"Legal - Monthly Intern","Nixon Peabody","$7,666/mo"
"Legal - Hourly Intern","American Family Insurance","$21/hr"
"Legal","AbbVie","$68,116/yr"
"Legal","Wilkes & McHugh","$48,888/yr"
"Legal","Archer Norris","$169,303/yr"
"Legal","T. D. Williamson","$75,594/yr"
"Legal","H&H Retirement Design and Management","$60,203/yr"
"Legal","Funding Metrics","$44,058/yr"
"Legal","Harbuck Keith & Holmes","$53,394/yr"
"Legal","Disney ABC Television","$117,193/yr"
"Legal","tw telecom","$150,936/yr"
"Legal","UpRight Law","$60,508/yr"
"Legal","American Express","$100,068/yr"
"Legal - Monthly Intern","Cato Institute","$1,469/mo"
"Legal - Hourly","Teacher Retirement System of Texas","$13/hr"
"Legal - Hourly Intern","Breslin & Breslin","$55/hr"
"Legal - Hourly Intern","Investment Company Institute","$27/hr"
"Legal","Fannie Mae","$93,832/yr"
"Legal","Veritas","$247,014/yr"
"Legal - Hourly Intern","Johnson Controls","$24/hr"
"Legal","Baker Sanders","$59,296/yr"
"Legal","Capital Group","$69,299/yr"
"Legal","Catholic Health Initiatives","$194,472/yr"
"Legal","Weatherford","$126,856/yr"
"Legal - Hourly Intern","Seagate Technology","$40/hr"
"Legal - Hourly Intern","American Tort Reform Association","$20/hr"
"Legal - Hourly Intern","Husqvarna Group","$22/hr"
"Legal - Hourly Intern","Lions Gate","$10/hr"
"Legal","Shipcom Wireless","$127,937/yr"
"Legal","FSV Payment Systems","$88,425/yr"
"Legal","7-Eleven","$79,549/yr"
"Legal - Hourly Intern","SunPower","$29/hr"
"Legal - Contractor","Beasley, Allen, Crow, Methvin, Portis, & Miles PC","$53,748/yr"
"Legal","Windham Professionals","$58,486/yr"
"Legal","The Hunoval Law Firm","$27,140/yr"
"Legal - Hourly Intern","The Law Offices of Dominick W. Lavelle","$12/hr"
"Legal - Hourly Intern","WageWorks","$31/hr"
"Legal","Montlick and Associates","$34,141/yr"
"Legal - Hourly Intern","Arup","$24/hr"
"Legal","Honeywell","$103,000/yr"
"Legal","Citizens Disability","$53,482/yr"
"Legal - Hourly","Associated Wholesale Grocers","$22/hr"
"Legal - Hourly Intern","First Capitol Consulting","$15/hr"
"Legal - Hourly","Masimo","$21/hr"
"Legal - Monthly Intern","Ramo Law","$4,252/mo"
"Legal - Monthly Intern","Wikimedia Foundation","$1,358/mo"
"Legal","Kluever & Platt","$34,457/yr"
"Legal - Hourly Intern","Sitecore","$31/hr"
"Legal - Hourly Intern","Partners HealthCare","$18/hr"
"Legal","Wedgewood","$51,588/yr"
"Legal - Hourly Intern","State Compensation Insurance Fund","$15/hr"
"Legal - Hourly Intern","NFHS","$15/hr"
"Legal","Sony Pictures Entertainment","$148,141/yr"
"Legal","Stark & Stark","$67,053/yr"
"Legal - Hourly Intern","Tedeschi Food","$22/hr"
"Legal - Hourly Intern","Henry Schein","$19/hr"
"Legal","Law Firm of Gary M. Singer","$51,836/yr"
"Legal","Skadden, Arps, Slate, Meagher & Flom","$172,498/yr"
"Legal","City and County of San Francisco","$77,032/yr"
"Legal - Hourly Intern","City of New York","$23/hr"
"Legal - Hourly","Actelion Group","$28/hr"
"Legal - Hourly Intern","CVR Associates","$15/hr"
"Legal","Aruba Networks","$169,954/yr"
"Legal - Hourly Intern","Brother Industries","$27/hr"
"Legal - Monthly Intern","Fowler Rodriguez Valdes-Fauli","$3,359/mo"
"Legal","Dollar General","$73,753/yr"
"Legal - Hourly Intern","City of Charlotte","$16/hr"
"Legal","The Halks Firm","$60,203/yr"
"Legal - Hourly Intern","Pardalis & Nohavicka","$10/hr"
"Legal","Novartis Pharmaceuticals","$84,628/yr"
"Legal - Hourly","Morrison & Foerster","$48/hr"
"Legal - Hourly Intern","GEICO","$22/hr"
"Legal - Hourly Intern","Twitter","$47/hr"
"Legal","State of Oregon","$71,200/yr"
"Legal","Client First Settlement Funding","$38,613/yr"
"Legal - Hourly Intern","Sun Holdings","$9/hr"
"Legal - Hourly Intern","Hanly Conroy Bierstein Sheridan Fisher & Hayes","$30/hr"
"Legal - Hourly Intern","Judlau Contracting","$16/hr"
"Legal - Hourly Intern","Santander","$17/hr"
"Legal - Hourly","Liberty University","$11/hr"
"Legal","DeVry Education Group","$143,326/yr"
"Legal","Orlans","$68,738/yr"
"Legal","Morrison Mahoney Llp","$43,349/yr"
"Legal","Radial","$77,032/yr"
"Legal - Hourly Intern","Lumin Health","$10/hr"
"Legal","SEI Investments","$57,612/yr"
"Legal - Hourly Intern","Neville & Cunat","$16/hr"
"Legal - Hourly Intern","S&P Global Market Intelligence","$25/hr"
"Legal - Hourly Intern","Samco Properties","$16/hr"
"Legal","Kimberly-Clark","$92,048/yr"
"Legal","Sculptor Capital Management","$67,167/yr"
"Legal - Hourly Intern","Wilburn, Masterson & Hampton","$13/hr"
"Legal","SugarHouse Casino","$61,060/yr"
"Legal - Hourly Intern","Nelson Mullins","$22/hr"
"Legal","Broadway Technology","$106,467/yr"
"Legal - Hourly Intern","ASG Technologies","$21/hr"
"Legal - Hourly Intern","California ISO","$29/hr"
"Legal - Hourly","Forchelli Curto Schwartz Mineo Carlino & Cohen","$22/hr"
"Legal","Trustwave","$64,768/yr"
"Legal - Intern","Google","$88,313/yr"
"Legal","Windhaven Insurance","$42,829/yr"
"Legal","GoPro","$69,808/yr"
"Legal - Hourly","Albertelli Law","$13/hr"
"Legal","CDH (IL)","$73,996/yr"
"Legal","Time Warner Cable","$99,702/yr"
"Legal - Hourly Intern","Chicago Transit Authority","$17/hr"
"Legal","RaceTrac","$58,557/yr"
"Legal - Hourly Intern","Sandler & Travis Trade Advisory Services","$15/hr"
"Legal - Hourly Intern","Press Ganey","$11/hr"
"Legal","Shiseido","$59,704/yr"
"Legal - Hourly","T-Mobile","$40/hr"
"Legal - Hourly","Underberg and Kessler","$24/hr"
"Legal","KaVo Kerr","$65,967/yr"
"Legal","SolarCity","$81,202/yr"
"Legal","CSAA Insurance Group, a AAA Insurer","$248,185/yr"
"Legal","Lorance & Thompson","$62,465/yr"
"Legal - Contractor","Credit Suisse","$202,169/yr"
"Legal","Snag","$68,776/yr"
"Legal","HindmanSanchez","$59,721/yr"
"Legal - Intern","Alston Hunt Floyd & Ing","$64,607/yr"
"Legal","Spectrum Brands","$67,713/yr"
"Legal - Hourly Intern","GLP Attorneys","$13/hr"
"Legal","Oracle","$73,049/yr"
"Legal - Hourly Intern","Paramount Pictures","$22/hr"
"Legal","Earnest","$235,000/yr"
"Legal","BNP Paribas","$120,376/yr"
"Legal - Intern","EY","$65,163/yr"
"Legal","Quinn Emanuel","$45,961/yr"
"Legal - Hourly Intern","Sumitomo Mitsui Financial Group","$13/hr"
"Legal - Hourly Intern","Texas Alcoholic Beverage Commission","$12/hr"
"Legal","Gannett","$76,203/yr"
"Legal","John Hancock","$113,164/yr"
"Legal","Steinfl & Bruno","$70,077/yr"
"Legal","MoneySolver","$53,331/yr"
"Legal - Hourly Intern","The J. M. Smucker Company","$24/hr"
"Legal - Hourly Intern","NPR","$12/hr"
"Legal - Hourly Intern","Tory Burch","$11/hr"
"Legal - Hourly Intern","Pronto Insurance","$10/hr"
"Legal - Hourly Intern","DC Comics","$11/hr"
"Legal","Wounded Warrior Project","$149,751/yr"
"Legal - Hourly Intern","Bay Area Legal Aid","$14/hr"
"Legal","State of Michigan","$54,413/yr"
"Legal - Hourly Intern","Ingersoll Rand","$34/hr"
"Legal - Hourly Intern","Global Partners","$18/hr"
"Legal - Hourly","Stern & Eisenberg PC","$16/hr"
"Legal - Hourly Intern","Hershey Entertainment & Resorts","$13/hr"
"Legal - Hourly Intern","Ohio BWC","$17/hr"
"Legal - Hourly Intern","Liberty Global","$27/hr"
"Legal - Hourly Intern","Société Générale","$31/hr"
"Legal - Hourly Intern","Fresh","$19/hr"
"Legal - Hourly Contractor","Hire Counsel","$18/hr"
"Legal - Hourly Intern","ICMA-RC","$30/hr"
"Legal - Hourly Intern","Driven Brands","$10/hr"
"Legal","Tressler","$65,048/yr"
"Legal","UnionPay International","$52,451/yr"
"Legal - Contractor","Cigna","$58,218/yr"
"Legal - Hourly Intern","Meyer Capel","$19/hr"
"Legal - Contractor","Osha Liang","$50,658/yr"
"Legal - Hourly Intern","State Farm","$16/hr"
"Legal - Monthly Intern","JR Simplot","$2,277/mo"
"Legal","U.S. Bank","$70,748/yr"
"Legal","Terry Bryant","$53,906/yr"
"Legal","TheraDoc","$69,097/yr"
"Legal - Monthly","Intel Corporation","$10,015/mo"
"Legal - Hourly Intern","Checkpoint Systems","$40/hr"
"Legal - Hourly Intern","Churchs Chicken","$19/hr"
"Legal - Hourly","Thomson Reuters","$17/hr"
"Legal - Hourly Intern","Fidelity National Title","$16/hr"
"Legal","Jelly Belly Candy","$67,574/yr"
"Legal - Hourly Intern","Bai","$11/hr"
"Legal","City of Indianapolis","$48,764/yr"
"Legal","Ralph Lauren","$77,426/yr"
"Legal - Hourly Intern","Digital Risk","$11/hr"
"Legal","Atlantic Endeavors","$68,186/yr"
"Legal","TransPerfect","$81,326/yr"
"Legal","Americans for Democracy & Human Rights in Bahrain,","$52,451/yr"
"Legal","Johnston Allison & Hord","$55,992/yr"
"Legal - Hourly Intern","The Offices of M. Cherif Bassiouni","$16/hr"
"Legal","Archbright","$140,723/yr"
"Legal - Hourly Intern","Applied Medical","$15/hr"
"Legal - Hourly Intern","Roland Foods","$24/hr"
"Legal","Westinghouse","$78,071/yr"
"Legal - Hourly Intern","Radius Health","$20/hr"
"Legal - Hourly Intern","Gallo Vitucci Klar","$30/hr"
"Legal - Hourly Intern","UAW","$16/hr"
"Legal - Hourly","Harrison County, OH","$16/hr"
"Legal","Law Office of Richard H. Lee","$37,315/yr"
"Legal - Hourly Intern","The Middlesex Corporation","$20/hr"
"Legal - Hourly Intern","GlaxoSmithKline","$30/hr"
"Legal - Hourly Intern","Sony","$17/hr"
"Legal","Unilever","$181,914/yr"
"Legal - Hourly Intern","Hamilton County Prosecutor's Office","$13/hr"
"Legal","LegalMatch","$49,520/yr"
"Legal - Hourly Intern","WorldQuant","$38/hr"
"Legal","Shelby County Government","$32,343/yr"
"Legal - Hourly","Walt Disney Company","$35/hr"
"Legal","Amrock","$51,836/yr"
"Legal - Hourly Intern","Vinson & Elkins","$11/hr"
"Legal - Hourly Intern","Liberty Mutual Insurance","$19/hr"
"Legal","CNBC","$75,369/yr"
"Legal - Hourly Intern","ACE Group","$28/hr"
"Legal - Hourly","US Small Business Administration","$25/hr"
"Legal","Ceridian","$62,503/yr"
"Legal - Hourly","NBA","$23/hr"
"Legal - Hourly Intern","UMHS","$16/hr"
"Legal - Hourly","Senior Life Insurance Company","$17/hr"
"Legal - Hourly Intern","Giesecke & Devrient","$25/hr"
"Legal","Boeing","$81,506/yr"
"Legal - Hourly","Loya Insuance Group","$24/hr"
"Legal","Blue Cross & Blue Shield of Mississippi","$66,564/yr"
"Legal","Pearl Izumi","$57,344/yr"
"Legal - Hourly Intern","Novavax","$14/hr"
"Legal - Hourly","Hayes, Berry, White & Vanzant","$19/hr"
"Legal - Hourly","Levine, Furman, Rubin & Alguram","$10/hr"
"Legal","Norton Rose Fulbright","$59,223/yr"
"Legal","ID Analytics","$216,537/yr"
"Legal - Intern","NetApp","$58,142/yr"
"Legal - Hourly Intern","Zendesk","$30/hr"
"Legal - Hourly","NetSuite","$29/hr"
"Legal - Hourly Intern","Philadelphia Law Department","$16/hr"
"Legal","BlackBerry","$78,132/yr"
"Legal - Hourly Intern","Textron Aviation","$18/hr"
"Legal - Monthly Intern","Sungevity","$5,384/mo"
"Legal - Hourly Intern","Ferguson Braswell Fraser Kubasta","$25/hr"
"Legal - Hourly Intern","RLI","$27/hr"
"Legal - Monthly","Tabak Law","$2,139/mo"
"Legal - Hourly Intern","Mathematica","$15/hr"
"Legal - Hourly","14 West","$14/hr"
"Legal","SC Johnson","$95,771/yr"
"Legal - Hourly Intern","DigitalGlobe","$32/hr"
"Legal","University of Indianapolis","$50,873/yr"
"Legal","Applied Underwriters","$79,824/yr"
"Legal","Turner Broadcasting","$105,134/yr"
"Legal - Hourly","Stuart Law Firm","$13/hr"
"Legal - Hourly Intern","Philadelphia Insurance Companies","$15/hr"
"Legal - Hourly Intern","Hunt Oil Company","$16/hr"
"Legal - Monthly","United States House of Representatives","$1,138/mo"
"Legal - Hourly Contractor","HCA Healthcare","$23/hr"
"Legal - Hourly Intern","Bank of America","$24/hr"
"Legal","FDIC","$136,742/yr"
"Legal","Stange Law Firm","$37,734/yr"
"Legal - Hourly Intern","Iowa Department of Revenue","$22/hr"
"Legal","Teza Technologies","$98,573/yr"
"Legal - Hourly Intern","Clerkin, Sinclair & Mahfouz","$26/hr"
"Legal","Defender Association of Philadelpia","$32,372/yr"
"Legal","Gucci America","$78,122/yr"
"Legal - Hourly Intern","Sprouts Farmers Market","$11/hr"
"Legal","Blommer Peterman SC","$30,262/yr"
"Legal - Hourly","Musca Law","$13/hr"
"Legal","Amgen","$99,962/yr"
"Legal","HSN","$72,490/yr"
"Legal - Hourly","Crow & Theophilopoulo","$19/hr"
"Legal - Hourly Intern","Telecommunications Management Group","$27/hr"
"Legal - Hourly Intern","Trenk DiPasquale","$10/hr"
"Legal - Hourly Intern","Cabeau","$21/hr"
"Legal - Hourly Intern","Motorola Solutions","$19/hr"
"Legal - Intern","TOMS","$50,039/yr"
"Legal","California Unemployment Insurance Appeals Board","$48,483/yr"
"Legal - Hourly Intern","U.S. General Services Administration","$22/hr"
"Legal - Monthly","Duncan, Weinberg, Genzer & Pembroke","$6,118/mo"
"Legal - Hourly Intern","HubSpot","$25/hr"
"Legal - Hourly Intern","Spectrum Brands","$14/hr"
"Legal - Hourly Intern","Owens Corning","$36/hr"
"Legal","East West Bank","$100,209/yr"
"Legal - Hourly Intern","Planet","$16/hr"
"Legal","LeClair Ryan","$77,593/yr"
"Legal - Hourly Intern","Harris County Attorney","$13/hr"
"Legal - Hourly Intern","Bank Leumi USA","$23/hr"
"Legal","Global Legal Law Firm","$80,868/yr"
"Legal","Cengage","$47,378/yr"
"Legal - Hourly Intern","Global Immigration Law Group","$13/hr"
"Legal - Monthly Intern","LegalZoom","$4,244/mo"
"Legal","Viacom","$90,091/yr"
"Legal","Associated Wholesale Grocers","$80,867/yr"
"Legal - Hourly Intern","University of Florida","$11/hr"
"Legal - Hourly Intern","Southern California Edison","$26/hr"
"Legal","Bechtel","$92,881/yr"
"Legal","City of New York","$96,679/yr"
"Legal","Western Digital","$69,299/yr"
"Legal - Hourly","Brigham Young University (BYU)","$14/hr"
"Legal - Hourly Intern","Crown Castle","$18/hr"
"Legal - Hourly Intern","GE Capital","$20/hr"
"Legal","Capri Holdings","$98,168/yr"
