"jobTitle","company","meanPay"
"Pharmacy - Hourly Intern","OhioHealth","$16/hr"
"Pharmacy - Hourly","Meijer","$14/hr"
"Pharmacy - Intern","Ultimate Care","$173,883/yr"
"Pharmacy - Hourly Intern","Detroit Medical Center","$25/hr"
"Pharmacy - Hourly Intern","TOPS Markets","$17/hr"
"Pharmacy - Hourly Intern","Northwell Health","$21/hr"
"Pharmacy - Hourly Intern","Cardinal Health","$15/hr"
"Pharmacy - Hourly Intern","Sharp HealthCare","$21/hr"
"Pharmacy - Hourly Intern","SSM Health","$32/hr"
"Pharmacy - Hourly Intern","Med Index Pharmacy","$14/hr"
"Pharmacy - Hourly Intern","BI-LO","$17/hr"
"Pharmacy","Valeant","$65,668/yr"
"Pharmacy - Hourly Intern","Regional One Health","$16/hr"
"Pharmacy - Hourly Intern","INTEGRIS Health","$14/hr"
"Pharmacy - Hourly Intern","Wallgreen","$14/hr"
"Pharmacy - Hourly Intern","Town Total Health","$12/hr"
"Pharmacy","Landmark Pharmacy","$36,403/yr"
"Pharmacy","AmerisourceBergen","$53,996/yr"
"Pharmacy - Hourly Intern","Valley Medical Center","$21/hr"
"Pharmacy - Hourly Intern","Genesis HealthCare System (ohio)","$14/hr"
"Pharmacy - Hourly","AdventHealth Corporate","$20/hr"
"Pharmacy - Hourly","HealthTrust","$16/hr"
"Pharmacy - Hourly Intern","University of Pittsburgh","$9/hr"
"Pharmacy - Hourly","InterFysio","$11/hr"
"Pharmacy","CareSource","$136,932/yr"
"Pharmacy - Hourly Intern","Amsterdam Pharmacy","$11/hr"
"Pharmacy - Hourly Intern","QuickChek","$12/hr"
"Pharmacy","Walgreens","$47,729/yr"
"Pharmacy - Intern","Manchester Pharmacy","$35,534/yr"
"Pharmacy - Hourly Intern","Shop 'n Save","$19/hr"
"Pharmacy - Hourly","Sai Swami","$16/hr"
"Pharmacy","Moffitt Cancer Center","$36,710/yr"
"Pharmacy","Pharm-Aid Services","$116,138/yr"
"Pharmacy - Hourly Intern","Brookshire Brothers","$17/hr"
"Pharmacy - Intern","Emmanuel H. Hernandez","$32,916/yr"
"Pharmacy - Hourly","High Point Regional Health","$38/hr"
"Pharmacy","County of San Joaquin","$72,819/yr"
"Pharmacy - Intern","Kroger","$61,290/yr"
"Pharmacy - Hourly Intern","A&P","$12/hr"
"Pharmacy","Florida Blue","$67,932/yr"
"Pharmacy - Hourly","Cane Creek Pharmacy","$15/hr"
"Pharmacy - Hourly Intern","RAINELLE PHARMACY","$18/hr"
"Pharmacy - Hourly Intern","Catholic Health System","$18/hr"
"Pharmacy - Hourly Intern","Children's Hospital of Philadelphia","$17/hr"
"Pharmacy - Hourly Intern","Hospital for Special Surgery","$27/hr"
"Pharmacy - Hourly","Yale New Haven Hospital","$15/hr"
"Pharmacy","Philadelphia College of Osteopathic Medicine","$50,109/yr"
"Pharmacy - Monthly Intern","Allegheny Health Network","$2,357/mo"
"Pharmacy - Hourly","Brigham and Women's Hospital","$19/hr"
"Pharmacy - Intern","Santa Maria Pharmacy","$27,383/yr"
"Pharmacy - Hourly Intern","St. John Health System","$23/hr"
"Pharmacy - Intern","1556 Investors","$36,656/yr"
"Pharmacy - Hourly Intern","Barbara Ann Karmanos Cancer Institute","$16/hr"
"Pharmacy - Hourly","Mosaic Life Care","$12/hr"
"Pharmacy","Vertical Pharmaceuticals","$68,734/yr"
"Pharmacy - Hourly","Solutions Pharmacy","$16/hr"
"Pharmacy - Hourly Intern","Temple University Health System","$16/hr"
"Pharmacy - Hourly","UP Health System","$15/hr"
"Pharmacy - Hourly Intern","New Bridge Medical Center","$14/hr"
"Pharmacy - Hourly Intern","The University of Kansas Health System","$18/hr"
"Pharmacy - Hourly Intern","Maury Regional Health","$13/hr"
"Pharmacy - Hourly Intern","Medicine Shoppe","$11/hr"
"Pharmacy - Hourly Intern","Advanced Care","$13/hr"
"Pharmacy","Landmark Pharmacy","$34,295/yr"
"Pharmacy - Hourly Intern","East Tennessee Children's Hospital","$14/hr"
"Pharmacy - Hourly Intern","Duke University Health System","$14/hr"
"Pharmacy - Hourly","Medco Health","$22/hr"
"Pharmacy","RaceTrac","$21,565/yr"
"Pharmacy","Seton Medical Center","$31,398/yr"
"Pharmacy - Hourly Intern","Kings Specialty Pharmacy","$15/hr"
"Pharmacy - Hourly Intern","True Care Pharmacy","$12/hr"
"Pharmacy - Hourly Intern","South Nassau Communities Hospital","$26/hr"
"Pharmacy - Hourly Intern","Kingsbrook Jewish Medical Center","$22/hr"
"Pharmacy - Hourly","Big Y Foods","$22/hr"
"Pharmacy - Hourly Intern","Legacy Health","$24/hr"
"Pharmacy","Tris Pharma","$48,455/yr"
"Pharmacy - Hourly Intern","University of Toledo","$13/hr"
"Pharmacy - Hourly Intern","Calvary Hospital","$25/hr"
"Pharmacy - Hourly","Our Home Pharmacy","$12/hr"
"Pharmacy - Hourly Intern","Nationwide Children's Hospital","$16/hr"
"Pharmacy","Ministry of Health, Fiji Islands","$32,397/yr"
"Pharmacy","EMD Serono","$92,191/yr"
"Pharmacy - Hourly","Beacon Pointe Pharmacy","$20/hr"
"Pharmacy","Colorado West Healhcare Systems","$35,122/yr"
"Pharmacy - Hourly Intern","USA Drug","$18/hr"
"Pharmacy - Hourly","UnitedHealth Group","$12/hr"
"Pharmacy - Hourly","Bartell Drug","$21/hr"
"Pharmacy - Hourly Intern","Baptist Memorial Health Care","$16/hr"
"Pharmacy - Hourly","Omnicare","$15/hr"
"Pharmacy - Hourly Intern","Touro College and University System","$17/hr"
"Pharmacy - Hourly Intern","Prime Healthcare Services","$18/hr"
"Pharmacy - Hourly Intern","Fruth Pharmacy","$11/hr"
"Pharmacy - Hourly","Teleperformance","$10/hr"
"Pharmacy - Hourly","Partnership HealthPlan of California","$22/hr"
"Pharmacy - Hourly Intern","Hennepin Healthcare","$18/hr"
"Pharmacy","UC Irvine","$56,985/yr"
"Pharmacy - Hourly","HomeScript Pharmacy","$19/hr"
"Pharmacy - Hourly Intern","Cancer Treatment Centers of America","$18/hr"
"Pharmacy - Contractor","Ardent Health","$154,591/yr"
"Pharmacy","Kroger","$37,982/yr"
"Pharmacy - Intern","Saint Luke's Health System","$42,956/yr"
"Pharmacy - Hourly","Emanuel Medical Center","$37/hr"
"Pharmacy","MGH Institute of Health Professions","$116,682/yr"
"Pharmacy - Hourly","Hershey Medical Center","$13/hr"
"Pharmacy - Hourly","Avella Specialty Pharmacy","$15/hr"
"Pharmacy - Hourly Intern","East Alabama Medical Center","$13/hr"
"Pharmacy","Blue Cross and Blue Shield of Texas","$66,181/yr"
"Pharmacy - Hourly","Aurora Health Care","$21/hr"
"Pharmacy - Intern","Oakland Pharmacy RX","$45,212/yr"
"Pharmacy - Intern","HARI OM PHARMACY","$46,656/yr"
"Pharmacy - Hourly Intern","Long Term Pharmcy Solutions","$14/hr"
"Pharmacy","Cub Foods","$58,089/yr"
"Pharmacy - Hourly Intern","HealthEast","$17/hr"
"Pharmacy","US Department of Defense","$140,110/yr"
"Pharmacy - Hourly","ASI","$45/hr"
"Pharmacy - Hourly Intern","Memorial Hospital of South Bend","$14/hr"
"Pharmacy - Hourly","Target","$64/hr"
"Pharmacy - Hourly Intern","ACMH Hospital","$15/hr"
"Pharmacy","Consonus","$70,208/yr"
"Pharmacy - Intern","Intermountain Healthcare","$24,516/yr"
"Pharmacy","Publix","$56,397/yr"
"Pharmacy - Hourly","Costco Wholesale","$14/hr"
"Pharmacy - Hourly","Bartell Drug","$61/hr"
"Pharmacy - Monthly","North Central Regional Health Authority","$2,011/mo"
"Pharmacy - Hourly Intern","Johns Hopkins Medicine","$15/hr"
"Pharmacy - Hourly Intern","Mega Aid Pharmacy","$15/hr"
"Pharmacy","Allina Health","$100,513/yr"
"Pharmacy - Hourly Intern","Saint Cloud Hospital","$18/hr"
"Pharmacy - Hourly Intern","Manchester Pharmacy","$13/hr"
"Pharmacy - Hourly Intern","Stanford Health Care","$27/hr"
"Pharmacy - Hourly","Fry's Food","$17/hr"
"Pharmacy - Hourly Intern","Vons","$20/hr"
"Pharmacy - Hourly Intern","Carrier Clinic","$15/hr"
"Pharmacy - Hourly Intern","Express Scripts","$25/hr"
"Pharmacy - Hourly","Good Samaritan Regional Medical Center (Oregon)","$29/hr"
"Pharmacy - Hourly Intern","Discount Drug Mart","$19/hr"
"Pharmacy - Hourly","NYU Langone Health","$52/hr"
"Pharmacy - Hourly Intern","Saint Luke's Health System","$16/hr"
"Pharmacy","PhilidorRX Services","$61,199/yr"
"Pharmacy - Hourly Intern","Good Samaritan Hospital (Indiana)","$10/hr"
"Pharmacy - Hourly Intern","Memorial Healthcare System - South Florida","$21/hr"
"Pharmacy - Hourly","Community Pharmacy (LA)","$12/hr"
"Pharmacy - Hourly Intern","Saint Vincent Hospital - MA","$14/hr"
"Pharmacy - Monthly","Union Hospital (Indiana)","$3,248/mo"
"Pharmacy - Hourly Intern","ProMedica","$13/hr"
"Pharmacy - Intern","Elite Pharmacy Management","$28,197/yr"
"Pharmacy - Hourly","Publix","$14/hr"
"Pharmacy - Hourly","Adventist Health","$33/hr"
"Pharmacy","United Pharmacy","$37,341/yr"
"Pharmacy - Hourly","Washington DC Government","$57/hr"
"Pharmacy","Duane Reade","$35,912/yr"
"Pharmacy - Hourly","Shopko Stores","$10/hr"
"Pharmacy - Hourly","UNC Health Care","$15/hr"
"Pharmacy","Catawba Valley Medical Center","$122,736/yr"
"Pharmacy - Hourly","Cleveland Clinic","$18/hr"
"Pharmacy - Hourly Intern","Henry Ford Health System","$18/hr"
"Pharmacy - Monthly Intern","CVS Health","$498/mo"
"Pharmacy - Hourly Intern","Dana-Farber Cancer Institute","$16/hr"
"Pharmacy - Hourly","Costco Wholesale","$17/hr"
"Pharmacy","Nimble Pharmacy","$126,477/yr"
"Pharmacy - Hourly Intern","Oklahoma Heart Hospital","$16/hr"
"Pharmacy - Hourly Intern","McLaren Health Care","$16/hr"
"Pharmacy - Intern","RR Informatics","$38,354/yr"
"Pharmacy - Hourly Intern","Kofi agyekum","$12/hr"
"Pharmacy - Hourly","Senior Care Pharmacy","$16/hr"
"Pharmacy - Hourly Intern","Pharmacare","$14/hr"
"Pharmacy - Hourly Intern","King Soopers","$20/hr"
"Pharmacy - Hourly Intern","Cambridge Health Alliance","$14/hr"
"Pharmacy - Hourly Intern","CompleteRx","$15/hr"
"Pharmacy - Hourly Intern","Mercy Health","$13/hr"
"Pharmacy - Hourly Intern","Sai Swami","$16/hr"
"Pharmacy - Hourly","UF Health","$12/hr"
"Pharmacy","Neighbor Care Pharmacy","$40,813/yr"
"Pharmacy - Hourly Intern","Beverly Hospital (Beverly)","$19/hr"
"Pharmacy - Hourly Intern","Avera McKennan Hospital","$17/hr"
"Pharmacy - Hourly","Reston Hospital Center","$20/hr"
"Pharmacy - Hourly","Anthem","$15/hr"
"Pharmacy - Hourly","Kaiser","$27/hr"
"Pharmacy - Hourly","Genoa Healthcare","$15/hr"
"Pharmacy - Hourly Intern","Pathmark","$21/hr"
"Pharmacy - Intern","Suddha Pharmacy","$36,974/yr"
"Pharmacy - Hourly","Rite Aid","$18/hr"
"Pharmacy - Intern","St. George Pharmacy","$24,819/yr"
"Pharmacy - Hourly Intern","Weis Markets","$18/hr"
"Pharmacy","Duane Reade","$41,121/yr"
"Pharmacy - Hourly Intern","Tenet Healthcare","$14/hr"
"Pharmacy - Hourly","National Staffing Solutions","$25/hr"
"Pharmacy - Hourly","HealthPoint (Washington)","$20/hr"
"Pharmacy - Hourly","Kmart","$16/hr"
"Pharmacy","Sovereign Health Group","$130,070/yr"
"Pharmacy - Hourly","Homeland Stores","$16/hr"
"Pharmacy","National Capital Region Medical Directorate","$119,047/yr"
"Pharmacy - Hourly Intern","Jewel-Osco","$13/hr"
"Pharmacy - Hourly Intern","Yale New Haven Hospital","$15/hr"
"Pharmacy - Hourly Intern","Methodist Le Bonheur Healthcare","$15/hr"
"Pharmacy - Hourly Intern","Mount Carmel Health","$17/hr"
"Pharmacy - Hourly Intern","Ralphs","$29/hr"
"Pharmacy - Hourly Intern","Medco Health","$17/hr"
"Pharmacy - Intern","HANCOCK PHARMACY II","$32,348/yr"
"Pharmacy - Hourly Intern","Jefferson Regional Medical Center (Pennsylvania)","$15/hr"
"Pharmacy - Hourly Intern","Chinaka's Pharmacy","$23/hr"
"Pharmacy - Hourly Intern","Jacobi Medical Center","$24/hr"
"Pharmacy - Hourly Intern","Montefiore Medical","$21/hr"
"Pharmacy - Hourly Intern","Columbus Regional Healthcare System","$29/hr"
"Pharmacy - Hourly Intern","Advantage Plus Medical Center","$15/hr"
"Pharmacy - Hourly","Duane Reade","$13/hr"
"Pharmacy - Hourly","Medical Review Institute of America","$19/hr"
"Pharmacy - Intern","Maynardville Pharmacy","$41,221/yr"
"Pharmacy - Hourly Intern","Johnson & Johnson","$19/hr"
"Pharmacy - Hourly","Vanderbilt University Medical Center","$30/hr"
"Pharmacy - Hourly Intern","Mount Sinai Health System","$18/hr"
"Pharmacy - Hourly Intern","St. Peter's Health Partners","$14/hr"
"Pharmacy - Hourly Intern","Tabula Rasa HealthCare","$22/hr"
"Pharmacy - Monthly","Mohammadsohel mamuji","$5,039/mo"
"Pharmacy - Hourly Intern","Independent pharmacy","$17/hr"
"Pharmacy - Hourly Intern","Hartford Healthcare","$17/hr"
"Pharmacy - Monthly","Aerotek","$2,167/mo"
"Pharmacy - Hourly Intern","Kerr Drug","$17/hr"
"Pharmacy - Hourly","UF Health","$15/hr"
"Pharmacy - Hourly","Kaiser Permanente","$21/hr"
"Pharmacy","EmblemHealth","$127,466/yr"
"Pharmacy - Hourly Intern","Northwest Compounders","$18/hr"
"Pharmacy - Intern","Walgreens","$36,241/yr"
"Pharmacy - Hourly Intern","Mount Auburn Hospital","$15/hr"
"Pharmacy - Hourly Intern","Intermountain Healthcare","$21/hr"
"Pharmacy - Hourly Intern","The Wellness Center Pharmacy and Surgical","$11/hr"
"Pharmacy - Hourly Intern","Aurora Health Care","$22/hr"
"Pharmacy - Hourly","AJI","$40/hr"
"Pharmacy","Mirixa","$41,960/yr"
"Pharmacy - Intern","Ascension Sacred Heart","$44,042/yr"
"Pharmacy - Hourly","Morris Hospital","$15/hr"
"Pharmacy - Hourly Intern","Elsevier","$16/hr"
"Pharmacy","Chase Brexton Health Care","$49,043/yr"
"Pharmacy","EHIM","$38,918/yr"
"Pharmacy - Hourly Intern","Publix","$19/hr"
"Pharmacy - Hourly Intern","Hahnemann University Hospital","$14/hr"
"Pharmacy - Hourly Intern","Penn Medicine","$18/hr"
"Pharmacy - Hourly Intern","Grubb's Pharmacy of DC","$15/hr"
"Pharmacy - Hourly Intern","Munson Healthcare","$15/hr"
"Pharmacy - Hourly","Cleveland Clinic","$24/hr"
"Pharmacy","Cognizant Technology Solutions","$54,594/yr"
"Pharmacy - Hourly","MultiCare Health System","$20/hr"
"Pharmacy - Hourly Intern","Children's Minnesota","$17/hr"
"Pharmacy - Hourly","Mirixa","$36/hr"
"Pharmacy - Hourly","University of Michigan","$14/hr"
"Pharmacy - Hourly","Osco Drug","$10/hr"
"Pharmacy - Hourly Intern","H E B","$16/hr"
"Pharmacy - Hourly","Wegmans Food Markets","$11/hr"
"Pharmacy - Hourly Intern","Select Specialty Hospitals","$17/hr"
"Pharmacy - Hourly Intern","Spartan Pharmacy","$13/hr"
"Pharmacy - Hourly Intern","Froedtert Health","$22/hr"
"Pharmacy - Hourly","UCHealth","$18/hr"
"Pharmacy - Hourly","Inova","$18/hr"
"Pharmacy - Hourly Intern","Cornerstone Pharmacy","$14/hr"
"Pharmacy","NYU Langone Health","$51,001/yr"
"Pharmacy - Hourly Intern","Clacendix","$10/hr"
"Pharmacy - Hourly","Safeway","$20/hr"
"Pharmacy - Hourly","Lahey Hospital & Medical Center","$17/hr"
"Pharmacy - Hourly","AmeriPharma","$20/hr"
"Pharmacy - Hourly Intern","Medicap","$10/hr"
"Pharmacy","Option Care Health","$29,372/yr"
"Pharmacy - Hourly Intern","Creighton University","$13/hr"
"Pharmacy - Hourly Intern","F & F PHARMACIES","$29/hr"
"Pharmacy - Intern","Park Ave Pharmacy","$25,953/yr"
"Pharmacy","Pharmore Drugs","$33,593/yr"
"Pharmacy - Hourly Intern","Kohll's Pharmacy and Homecare","$13/hr"
"Pharmacy - Hourly Intern","Essentia Health","$16/hr"
"Pharmacy - Hourly Intern","Cape Cod Hospital","$22/hr"
"Pharmacy - Hourly Intern","Cheyenne Regional Medical Center","$19/hr"
"Pharmacy - Hourly","Kerr Drug","$62/hr"
"Pharmacy - Hourly","Gulf Coast Regional Medical Center","$16/hr"
"Pharmacy - Intern","VLV ORANGE PHARMACY","$45,212/yr"
"Pharmacy - Hourly Intern","Pharmaca","$19/hr"
"Pharmacy - Intern","SL Pharmacy","$34,241/yr"
"Pharmacy - Hourly","Barnes-Jewish Hospital","$10/hr"
"Pharmacy - Hourly Intern","Bartell Drug","$22/hr"
"Pharmacy - Hourly Intern","St. Joseph Regional Health Center","$33/hr"
"Pharmacy - Hourly Intern","Rutland Pharmacy","$14/hr"
"Pharmacy - Hourly Intern","Mercy Health System","$16/hr"
"Pharmacy - Hourly Intern","BJC HealthCare","$12/hr"
"Pharmacy - Hourly Intern","Adventist Health","$19/hr"
"Pharmacy - Hourly","Spaulding Rehabilitation Hospital","$15/hr"
"Pharmacy - Hourly Intern","Prisma Health Midlands","$13/hr"
"Pharmacy","Stop & Shop","$54,970/yr"
"Pharmacy - Hourly Intern","Santa Maria Pharmacy","$14/hr"
"Pharmacy - Hourly Intern","EmblemHealth","$20/hr"
"Pharmacy - Hourly Intern","Washington State University","$13/hr"
"Pharmacy - Hourly Intern","Fairview Health Services","$18/hr"
"Pharmacy - Hourly Intern","University of Maryland St. Joseph Medical Center","$25/hr"
"Pharmacy - Hourly","Ridleys Family Market","$64/hr"
"Pharmacy - Intern","Marg Pharmacy","$39,721/yr"
"Pharmacy - Hourly Intern","Coventry Health Care","$14/hr"
"Pharmacy - Hourly","Discount Drug Mart","$18/hr"
"Pharmacy - Hourly Intern","Jackson-Madison County General Hospital","$15/hr"
"Pharmacy - Hourly","Conversio Health","$16/hr"
"Pharmacy Technician - Hourly","CVS Health","$14/hr"
"Pharmacy Technician - Hourly","CVS Health","$14/hr"
"Senior Certified Pharmacy Technician - Hourly","Walgreens","$17/hr"
"Certified Pharmacy Technician - Hourly","Walgreens","$14/hr"
"Pharmacy Manager","Walmart","$152,370/yr"
"Pharmacy Technician - Hourly","Walgreens","$13/hr"
"Pharmacy Technician - Hourly","Walgreens","$12/hr"
"Certified Pharmacy Technician - Hourly","Walmart","$15/hr"
"Certified Pharmacy Technician - Hourly","Walgreens","$13/hr"
"Pharmacy Manager","Walgreens","$140,846/yr"
"Pharmacy Technician CPhT - Hourly","CVS Health","$13/hr"
"Lead Pharmacy Technician CphT - Hourly","CVS Health","$17/hr"
"Pharmacy Technician - Hourly","Rite Aid","$10/hr"
"Pharmacy Technician - Hourly","Walmart","$13/hr"
"Pharmacy Manager - Hourly","CVS Health","$69/hr"
"Certified Pharmacy Technician - Hourly","Walmart","$14/hr"
"Pharmacy Technician - Hourly","Kroger","$10/hr"
"Pharmacy Manager","CVS Health","$140,567/yr"
"Certified Pharmacy Technician - Hourly","CVS Health","$14/hr"
"Pharmacy Technician - Hourly","Walmart","$14/hr"
"Pharmacy Technician - Hourly","Rite Aid","$11/hr"
"Pharmacy Technician CPhT - Hourly","CVS Health","$12/hr"
"Cvs Pharmacy Tech - Hourly","CVS Health","$12/hr"
"Certified Pharmacy Technician - Hourly","Rite Aid","$12/hr"
"Pharmacy Technician Trainee - Hourly","CVS Health","$11/hr"
"Pharmacy Manager","Costco Wholesale","$125,890/yr"
"Pharmacy Technician","Kmart","$30,318/yr"
"Pharmacy Technician","Kroger","$30,523/yr"
"Certified Pharmacy Technician - Hourly","Kroger","$14/hr"
"Certified Pharmacy Technician - Hourly","CVS Health","$13/hr"
"Pharmacy Technician","Target","$35,774/yr"
"Certified Pharmacy Technician - Hourly","Kroger","$12/hr"
"Pharmacy Technician","Costco Wholesale","$47,922/yr"
"Pharmacy Technician - Hourly","Kroger","$11/hr"
"Pharmacy Manager - Hourly","Rite Aid","$68/hr"
"Walgreens Pharmacy Manager","Walgreens","$140,063/yr"
"Certified Pharmacy Technician - Hourly","Target","$15/hr"
"Certified Pharmacy Technician - Hourly","Rite Aid","$11/hr"
"Pharmacy Manager","Kmart","$142,191/yr"
"Cvs Pharmacy Tech - Hourly","CVS Health","$12/hr"
"Pharmacy Technician - Hourly","Publix","$12/hr"
"Pharmacy Technician - Hourly","Omnicare","$14/hr"
"Pharmacy Technician - Hourly","Target","$14/hr"
"Registered Pharmacy Technician - Hourly","CVS Health","$11/hr"
"Senior Certified Pharmacy Technician","Walgreens","$34,070/yr"
"Pharmacy Technician","CVS Health","$29,016/yr"
"Pharmacy Manager","Safeway","$138,133/yr"
"Pharmacy Manager - Hourly","Walgreens","$68/hr"
"Certified Pharmacy Technician - Hourly","Target","$16/hr"
"Pharmacy Technician - Hourly","Giant Eagle","$12/hr"
"Pharmacy Manager","Kroger","$133,938/yr"
"Pharmacy Manager","Rite Aid","$135,205/yr"
"Pharmacy Technician Walgreen - Hourly","Walgreens","$12/hr"
"CVS Pharmacy Shift Supervisor - Hourly","CVS Health","$13/hr"
"Registered Pharmacy Technician - Hourly","CVS Health","$12/hr"
"Licensed Pharmacy Technician - Hourly","CVS Health","$13/hr"
"Pharmacy Technician Walgreen - Hourly","Walgreens","$12/hr"
"Pharmacy Technician - Hourly","Meijer","$11/hr"
"Pharmacy Technician CPhT - Hourly","Walgreens","$14/hr"
"Senior Certified Pharmacy Technician - Hourly","Walgreens","$16/hr"
"Pharmacy Technician","Sears","$34,950/yr"
"Pharmacy Technician Trainee/Pharmacy Service Associate - Hourly","CVS Health","$11/hr"
"Pharmacy Technician","Shopko Stores","$31,180/yr"
"Pharmacy Technician Trainee - Hourly","CVS Health","$11/hr"
"Lead Pharmacy Technician - Hourly","CVS Health","$16/hr"
"Certified Pharmacy Technician","Walgreens","$28,406/yr"
"Nationally Certified Pharmacy Technician - Hourly","CVS Health","$13/hr"
"Certified Pharmacy Technician - Hourly","Omnicare","$15/hr"
"Pharmacy Technician - Hourly","Wegmans Food Markets","$11/hr"
"Certified Pharmacy Technician - Hourly","Express Scripts","$16/hr"
"Assistant Pharmacy Manager","Publix","$122,971/yr"
"Pharmacy Technician - Hourly","Express Scripts","$14/hr"
"Senior Pharmacy Technician - Hourly","Walgreens","$16/hr"
"Pharmacy Tech - Hourly","Walgreens","$12/hr"
"Pharmacy Technician (Not Certified) - Hourly","Walgreens","$11/hr"
"Certified Senior Pharmacy Technician - Hourly","Walgreens","$16/hr"
"Pharmacy Technician","Walgreens","$26,837/yr"
"Pharmacy Manager","Publix","$128,145/yr"
"Pharmacy Technician - Hourly","Giant Eagle","$12/hr"
"Pharmacy Manager - Hourly","Safeway","$69/hr"
"Certified Pharmacy Technician","Walmart","$30,421/yr"
"Pharmacy Technician - Hourly","Target","$14/hr"
"Assistant Pharmacy Manager","Walmart","$142,132/yr"
