date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Thu Oct 10 2019 23:54:18 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Data analyst,I have been working at Walmart eCommerce full-time,,Work life Balance Flexible work times,Slow work Less Visibility to overall company goal,,4.0,5.0,5.0,5.0,5.0,4.0
Thu Oct 24 2019 19:08:34 GMT-0700 (Pacific Daylight Time), Customer Service Manager,,Current Employee ,Scheduling Errors,I have been working at Walmart eCommerce part-time for more than a year,,"Great management experience, showed me how customers act.",Horrible Scheduling Bad Salaried Management Too lax with attendance policy,,2.0,1.0,1.0,4.0,5.0,3.0
Tue Oct 08 2019 18:20:38 GMT-0700 (Pacific Daylight Time), Client Partner,"San Bruno, CA",Current Employee ,Rocketship getting ready for blast off!,I have been working at Walmart eCommerce full-time for less than a year,,World biggest retailer. Big data. True Ad attribution.,"Just getting started, if you're not into the start up environment.",,4.0,4.0,4.0,4.0,4.0,4.0
Sun Oct 06 2019 18:47:36 GMT-0700 (Pacific Daylight Time), Sales Associate,,Former Employee ,Great,I worked at Walmart eCommerce full-time for more than a year,,"Nice environment, company benefits, good pay","No time off, long hours, train other associates on some days",,5.0,2.0,3.0,5.0,5.0,1.0
Sun Oct 06 2019 22:44:49 GMT-0700 (Pacific Daylight Time), Product Manager,"San Bruno, CA",Current Employee ,Exciting time to be at Walmart Ecommerce,I have been working at Walmart eCommerce full-time for less than a year,,"Rapid growth, company-wide focus and investment on e-commerce, better quality talent being recruited, lot's of growth opportunities","Size of company and stakeholder alignment can sometimes slow down pace of launching products,",,5.0,4.0,5.0,4.0,4.0,3.0
Mon Nov 11 2019 14:56:19 GMT-0800 (Pacific Standard Time), Software Engineer,"Sunnyvale, CA",Former Employee ,bad place to work,I worked at Walmart eCommerce full-time for more than a year,1,They are current with the technology.,Very toxic culture. They hire and promote themselves.,,1.0,1.0,1.0,1.0,1.0,1.0
Sat Oct 19 2019 11:53:55 GMT-0700 (Pacific Daylight Time),,"San Bruno, CA",Current Employee ,"Great place to work, unless...",I have been working at Walmart eCommerce full-time for more than 5 years,2,"Work-life balance, flexible work environment, lots of opportunities to advance if you're a non-person of color.","Little to no people of color in leadership roles and no real strategy to improve D&I. If you're a POC (person of color), be prepared to be overlooked for promotions/advancement opportunities in favor of non-POC teammates.",,2.0,4.0,2.0,1.0,2.0,2.0
Fri Oct 04 2019 04:54:03 GMT-0700 (Pacific Daylight Time), Cashier,,Current Employee ,Great,I have been working at Walmart eCommerce part-time,,Good hours and nice staff,Very busy 24/7 and long shifts,,5.0,,,,,
Mon Sep 23 2019 20:40:07 GMT-0700 (Pacific Daylight Time), Category Specialist,"San Bruno, CA",Current Employee ,Love-Hate Relationship,I have been working at Walmart eCommerce full-time for more than a year,3," Young environment w/ tons of other Category Specialists who've graduated within 1-3 years ago. This is great if you're new to SF and want to make friends w/ co-workers. - Unlimited PTO... but flexibility of PTO really depends on your manager and how well you perform as an associate. However, I've seen that as long as you give a month or more notice of a longer PTO (~2 weeks), and it's not during peak seasons like holiday, then you should feel comfortable asking your manager for time-off. - Kind, relaxed environment. General vibe of associates is pretty sociable, chill, and kind. Based on the other tech shuttles I've seen, Walmart associates definitely look a little less nerdy and tend to dress well. Despite there being lots of highly educated CSs from Ivies and other top schools, no one comes off as overtly competitive or socially awkward. I would say the company has a social environment. It's normal for CSs to hang out during weekends, go on weekend trips, and actually become close friends. Some teams are closer than others. Some teams are more competitive than others. It really depends where you end up getting placed. - Free fitness classes. I've taken the 3C class since I started working at Walmart.com. It's a really great workout class, offered multiple times a week. It's taught by an Equinox trainer."," Does not offer as many perks as other tech companies. No free food, only occasional free snacks. No company sponsored events except for Day at the Ballpark that comes once a year. No company holiday party. Once a month, we have an in-office Happy Hour. - Fires associates with little warning. Two associates on my team have been fired within the last 8 months. It's abrupt, and the rest of the team is left wondering why our co-worker has been let go. There's no explanation, and you can't ask because it's awkward, and the manager tells us that there's not much they can disclose. - You must go above and beyond to ""Meet Expectations"" during annual performance. Others on my team have struggled to even get ""Meets Expectations"". Managers say that doing what is required of you is not enough, and you must go beyond your role to meet or exceed. - No say in which category you get placed. After a year, you can request to transfer categories. But even so, it's difficult to move outside of your super-department. For instance, if you're in Home and want to be in Entertainment, it's recommended that you stay within Home. - Personal bias in performance reviews. My manager seems to have a personal bias that affects his/her judgement when it comes to firing or promoting associates on the team. I'm making this assumption based on the fact that two associates on my team got fired, for no outright fireable offenses. However, it was known that my manager did not seem to like these associates as much. Though I will admit these associates weren't as strong as others, they still did their jobs and were intelligent. What bothers me is that I talked to them both after the incidents, and they were both very shocked about what happened. One of them even said that in his/her last review, he/she got the feedback that he/she was improving. And I think if they were on a less strict team with a different manager, they would have been fine. This manager has also promoted others on my team quickly, quicker than what I think is fair. I was promoted as well, but I put in more time and helped trained the people who got promoted. The lack of transparency about firings and promotions among team members is discouraging. I'd like to trust my manager and believe that he/she is doing the right thing, but it's hard to do so with such little information about the reason behind the actions. I also think my team is held to a higher standard than a lot of the bigger teams at the company. I wish I was on a different team. - Managers like BS. So far, it seems to me that if you're really good at shamelessly talking yourself up, you'll go far. A girl on my team isn't much of a team player. She doesn't do much for the team as a whole, but she's really great at doing her own work and speaks well about her financials. She's not someone I want to work with and doesn't add much value to the team on a personal level; whereas, I'm always there for others on my team, take time out of my day to show others how to do things, etc. Because of this, I have to work longer and get less done. She got promoted alongside me even though I helped train her, and she started after me. It's things like this that I'm learning that corporate mobility is about self-interest and who can brag the most.",,4.0,5.0,3.0,3.0,5.0,3.0
Mon Nov 04 2019 21:04:20 GMT-0800 (Pacific Standard Time), Category Specialist,"San Bruno, CA",Current Employee ,RUN AWAY DONT FALL FOR THE MONEY,I have been working at Walmart eCommerce full-time for less than a year,2,"For someone right out of undergrad, you will make about 90k including all the bonuses which is good!The company has a huge name and overall you do get exposure to a lot of different tools and cross functional teams. you do manage multimillion dollar e-commerce business which is impressive responsibility.","horrible work life balance. if you get out at 6 it is considered early. People aren't encouraged to take lunch breaks and also aren't encouraged to leave at a reasonable hour. Most people eat at their desks and leave at 7pm on a good day. This job is also very high pressure and everyone shares the same sad morale. Also, as stated in the reviews below the performance reviews are on a bell curve which makes everyone extremely competitive with eachother and honestly the feedback you get isn't even truly based on your category performance. Instead, it is based on if your manager likes you or not on a personal level. for the team I was on, it was SO obvious who the favorites were. Most people only stay if they choose money over their happiness. I am so thankful I left.",,1.0,1.0,1.0,2.0,5.0,1.0
Tue Oct 01 2019 15:57:19 GMT-0700 (Pacific Daylight Time), Project Manager,,Current Employee ,Good company,I have been working at Walmart eCommerce full-time,,Good stuff and snacks in the cafe,Too political and kinda chill,,4.0,,,,,
Wed Oct 09 2019 07:53:44 GMT-0700 (Pacific Daylight Time), Merchandise Planner,,Current Employee ,Good Place to work,I have been working at Walmart eCommerce full-time,,Great Place to learn and build new skills.,No structure when it comes to career path.,,3.0,,,,,
Sat Oct 26 2019 19:30:12 GMT-0700 (Pacific Daylight Time),,,Former Employee ,horrible place to work,I worked at Walmart eCommerce part-time,1,there are no pros to this job in my opion,rude and unprofessional in every way they do not properly train you and there attitudes as mangers is unbearable,,1.0,,,,,
Fri Oct 25 2019 20:49:43 GMT-0700 (Pacific Daylight Time),,"San Bruno, CA",Current Employee ,Product Manager Review,I have been working at Walmart eCommerce full-time for more than a year,2,Easygoing people and good work life balance.,Management is bad. Software development is slow. Extremely political and slow.,,1.0,,,,,
Fri Sep 27 2019 11:34:11 GMT-0700 (Pacific Daylight Time), Category Specialist,"San Bruno, CA",Current Employee ,"When I wake up in hell, I’ll be a Category Specialist for this company again.",I have been working at Walmart eCommerce full-time for more than a year,7,Unlimited PTO Cafeteria Grocery store and food options across the street,"None of the tools work for the fashion department so you’re just constantly opening tickets and trying to fix things that can’t be fixed. You’re responsible for sales but, since none of the tools actually work, it’s really hard to keep anything on the site and shoppable. You won’t really get to do any strategy work. You’re job is to do all of the grunt work.",,2.0,3.0,2.0,2.0,2.0,2.0
Wed Oct 02 2019 10:57:03 GMT-0700 (Pacific Daylight Time), Warehouse Packer,,Former Employee ,Good Job,I worked at Walmart eCommerce full-time for more than a year,,"Pay, Coworkers, No interview","Long hours, on your feet, exhausting",,3.0,,,,,
Mon Oct 21 2019 09:17:55 GMT-0700 (Pacific Daylight Time), Online Grocery,,Current Employee ,Review,I have been working at Walmart eCommerce part-time,1,You stay busy most of the time and it’s a good workout,"Bad pay, promised hours don’t happen",,1.0,1.0,2.0,3.0,1.0,1.0
Sun Sep 15 2019 06:16:24 GMT-0700 (Pacific Daylight Time), Support Manager,,Current Employee ,Great,I have been working at Walmart eCommerce full-time for more than 5 years,,"Benefits, stability, paid time off","Seasonal stress, dealing with upper management",,4.0,5.0,5.0,5.0,5.0,3.0
Thu Oct 17 2019 11:59:43 GMT-0700 (Pacific Daylight Time), Category Manager,,Current Employee ,Toxic Culture,I have been working at Walmart eCommerce full-time for more than a year,5,"Leadership opportunities, yet you're expected to continue as an individual contributor. -Operating autonomy, if you're able to get your SVP to like you.","By far the most toxic work culture - the senior leadership breeds a culture of mistrust and back-stabbing, only rewarding those willing to step on others to elevate themselves. One SVP in home is known to walk the floor daily at 7pm and send pictures of empty seats to VPs and GMs - often wanting to know why teams aren't working late... and that's on top of his screaming in meetings and playing favorites to white, MBA educated men.",,1.0,1.0,1.0,2.0,4.0,1.0
Tue Oct 15 2019 15:56:49 GMT-0700 (Pacific Daylight Time), Business Manager,"San Bruno, CA",Current Employee ,Old school bureaucratic culture,I have been working at Walmart eCommerce full-time for more than a year,3,the large scale of operation,very old school culture ingrained from the roots,,1.0,3.0,1.0,1.0,3.0,1.0
Sun Oct 13 2019 22:24:27 GMT-0700 (Pacific Daylight Time), Advanced Analytics Analyst ,"San Bruno, CA",Former Employee ,"If you have other offers, don't take this one (TRUST ME!)",I worked at Walmart eCommerce full-time for more than a year,4,*Option to buy stock + employer contribution,*Politics at its best *Prepared to be slaved *No such thing as unlimited PTO (way for Walmart to save money) *Chances of moving to different teams is virtually impossible unless you've been with the company a min of a year and must either be strategic about your move. Only other way to leave the team is if the manager does not like you.,,1.0,1.0,1.0,1.0,3.0,1.0
Wed Sep 18 2019 16:39:16 GMT-0700 (Pacific Daylight Time), Apparel Item Setup Specialist,"San Bruno, CA",Former Employee ,Pretty chaotic place to work,I worked at Walmart eCommerce full-time for more than 3 years,5,Office location is convenient and great, Company is know for being cheap so they pay their employees very little - Very chaotic place to work - They use outdated systems that are awful,,2.0,,,,,
Tue Sep 10 2019 05:49:42 GMT-0700 (Pacific Daylight Time), Senior Business Operations Support,,Former Employee ,Great experience!,I worked at Walmart eCommerce full-time,,"Great managers, learned a lot about the company and eCommerce, super smart people in the Product teams, great benefits","Long hours, work/life balance was mainly work, no career path in my organization.",,4.0,2.0,4.0,4.0,4.0,3.0
Tue Sep 24 2019 09:28:48 GMT-0700 (Pacific Daylight Time), Software Engineer,"Brisbane, CA",Former Employee ,Friendly place,I worked at Walmart eCommerce full-time for more than 3 years,,Smart people. Learned a lot from others.,"Politics, wasn't interested in the product.",,3.0,,,,,
Mon Sep 02 2019 10:26:43 GMT-0700 (Pacific Daylight Time), Senior Manager,"San Bruno, CA",Current Employee ,Company review,I have been working at Walmart eCommerce full-time for more than 5 years,,"Great company, great culture, opportunities to move across the org","Too many re-orgs, strategy is not very clear",,4.0,5.0,5.0,5.0,3.0,2.0
Sat Aug 31 2019 19:33:38 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,,Current Employee ,Great Place to work for,I have been working at Walmart eCommerce full-time,,Nice company to work for.,dont attribute a team success to a person.,,5.0,5.0,5.0,5.0,5.0,5.0
Fri Sep 13 2019 11:36:57 GMT-0700 (Pacific Daylight Time), Coordinator,,Current Employee ,Working at Walmart,I have been working at Walmart eCommerce full-time for more than 3 years,1,"Flexible working schedule, some teams there are opportunities to grow/advance in your career, subsidize food in the cafeteria, decent benefits","some teams have poor managements, managers are not organized/ they do not know what they are doing, benefits have caveats to them",,3.0,4.0,1.0,2.0,3.0,1.0
Thu Sep 05 2019 15:45:40 GMT-0700 (Pacific Daylight Time), Category Specialist,"San Bruno, CA",Current Employee ,Tread Carefully,I have been working at Walmart eCommerce full-time for less than a year,7,"It's the Fortune 1 company. There are a lot of opportunities and resources to take advantage of, if you're lucky.","It's too big. It's also too focused on growing and competing against Amazon, instead of guiding/nurturing the large number of young employees that are being brought in to maintain the eCommerce business. The Category Specialist role is touted as an opportunity to own a small business within Walmart, but that's a stretch. There are very few perks compared to other tech companies. And there's a huge lack of mental health consciousness among management & HR. The leave of absence process is bothersome.",,2.0,3.0,2.0,4.0,3.0,2.0
Sat Sep 28 2019 17:16:15 GMT-0700 (Pacific Daylight Time), Category Specialist,"San Bruno, CA",Former Employee ,Deceiving and Mind-numbing,I worked at Walmart eCommerce full-time for less than a year,5, great coworkers - 4 week onboarding/ training period where you get paid to do nothing - big company name for your resume,"There is a reason turnover rate is so high. - recruiters LIE to you about what you will be doing - training was terrible, you come out just as clueless as before - you're expected to do more than what you get paid for - reviews depend on whether or not your manager likes you - work is incredibly mind-numbing - flex PTO depends on your manager and holiday - work life balance does not exist during holiday - no incentive to stay",,1.0,2.0,1.0,1.0,1.0,3.0
Mon Sep 30 2019 23:38:59 GMT-0700 (Pacific Daylight Time), Staff Software Engineer,"Sunnyvale, CA",Former Employee ,Just don’t do it,I worked at Walmart eCommerce full-time,2,Health and dental insurance plan,Managements are not that experienced in tech industry,,1.0,2.0,1.0,1.0,3.0,1.0
Sun Aug 25 2019 07:59:05 GMT-0700 (Pacific Daylight Time), Senior Customer Service Representative,,Current Employee ,Benefits,I have been working at Walmart eCommerce full-time for less than a year,,"Great company, great benefits very flexible",No cons everything is fine to me,,5.0,5.0,5.0,5.0,5.0,5.0
Fri Sep 06 2019 06:55:25 GMT-0700 (Pacific Daylight Time), Design,,Current Employee ,"Blind to technology, they struggle",I have been working at Walmart eCommerce full-time for more than a year,2,"The work is pretty simple - sell stuff online, make it easier to buy and get stuff. Big annual bonus for good performance. Motivated people all around you.","Hiring people with little expertise or experience into ""senior"" roles just to plug gaps in headcount. Blind to how they're losing the *technology* battle - very little in analytics or smart tech except in very small, specific teams. It's like they don't know what tech is about - having more data so you're more aware and informed. Beholden to the know-nothings in Arkansas, it's like watching your team lose the game from the sidelines. ""Business"" people in Arkansas make tech decisions they don't understand. eCommerce is all about power struggles, but they're chasing their tails - Arkansas has all the power. With nothing to really lead, ""leadership"" spends their time controlling people, getting you to fall for the allure of it being a great company. It's a distraction from the problems they won't or can't solve.",,2.0,4.0,2.0,1.0,3.0,1.0
Wed Aug 14 2019 11:47:41 GMT-0700 (Pacific Daylight Time), Ecommerce,,Current Employee ,Very fun,I have been working at Walmart eCommerce part-time,,Pay is great Fun people to work with,Slow days High demands for expectations that’s very difficult to reach,,5.0,,,,,
Mon Aug 12 2019 08:00:57 GMT-0700 (Pacific Daylight Time), Cashier,,Former Employee ,Great place,I worked at Walmart eCommerce part-time,,Great place to work.,Busy week ends.. ..,,5.0,,,,,
Mon Aug 12 2019 11:36:55 GMT-0700 (Pacific Daylight Time), Department Manager,,Former Employee ,Good,I worked at Walmart eCommerce full-time,,Hours and friendly co workers,Management don't train you as you need but treat you as if you know everything,,5.0,,,,,
Sat Aug 10 2019 07:07:34 GMT-0700 (Pacific Daylight Time),,,Former Employee ,Great job for me,I worked at Walmart eCommerce full-time for less than a year,,2 paid 15min breaks and an hour lunch,Favoritism goes on so make sure you’re everyone’s favorite,,5.0,5.0,4.0,5.0,5.0,3.0
Thu Aug 22 2019 18:16:28 GMT-0700 (Pacific Daylight Time)," Market ECommerce, Senior Manager",,Current Employee ,"Very Intensive Position, Vehicle fot Business Growth",I have been working at Walmart eCommerce full-time for less than a year,1,"Good pay, Area of Growth, Job Security","Long Hours, Micromanaged, Stressful, Less Established Role",,2.0,2.0,2.0,3.0,4.0,2.0
Wed Sep 11 2019 22:35:05 GMT-0700 (Pacific Daylight Time), Category Specialist,"San Bruno, CA",Current Employee ,Very Deceiving Company,I have been working at Walmart eCommerce full-time for less than a year,3,Coworkers and direct managers are amazing. Has nice benefits and amenities.,"The recruiters and interviewers aren't transparent about the duties of the role in the position. They don't pay their employees equally even though they don't allow negotiated salary. They aren't very trusting of their full-time associates. The work that a category specialist does is very tedious, repetitive, and not challenging at all. They advertise and promise a lot of great things, and continuously fail to follow through on their word. They don't do right by people.",,1.0,4.0,1.0,2.0,3.0,2.0
Fri Aug 23 2019 15:32:47 GMT-0700 (Pacific Daylight Time), Retail Sales Associate,,Former Employee ,Good place to start career,I worked at Walmart eCommerce part-time,,"good benefits, management was nice","compensations, work life balance,",,3.0,4.0,4.0,4.0,3.0,4.0
Mon Aug 05 2019 11:36:32 GMT-0700 (Pacific Daylight Time), Staff Software Engineer,"Sunnyvale, CA",Current Employee ,Good stable company,I have been working at Walmart eCommerce full-time for more than 5 years,,Good stable company with good benefits,"Offices in india, Sunnyvale, Bentonville... Managing timings is hassle.",,4.0,,,,,
Thu Aug 15 2019 01:53:18 GMT-0700 (Pacific Daylight Time), Sales Associate,,Former Employee ,Greater,I worked at Walmart eCommerce part-time,,Work with school schedule,I have no cons,,3.0,3.0,2.0,3.0,1.0,1.0
Tue Sep 03 2019 22:59:00 GMT-0700 (Pacific Daylight Time), Area Manager,,Former Employee ,Everyone is just a number to them,I worked at Walmart eCommerce full-time,2,Health and dental plan,They don’t care about their associates. They are only worried about numbers . They are the masters of propaganda,,1.0,1.0,1.0,1.0,3.0,1.0
Mon Sep 02 2019 21:32:32 GMT-0700 (Pacific Daylight Time), Category Specialist,,Current Employee ,"Political leadership, don't look out for their CS's",I have been working at Walmart eCommerce full-time for more than a year,1,"People are really willing to help you learn, you start with a bunch of other fresh college graduates so it's a fun work environment (at first)","Totally dependent on your category/team, but I've found that the leadership doesn't care at all about their team. Everything is about impressing upper management and deliver to shareholders. Crazy expectations for the lowest level employees to work more than managers if they want to ""get noticed and promoted.""",,1.0,3.0,1.0,2.0,3.0,1.0
Mon Aug 12 2019 14:09:53 GMT-0700 (Pacific Daylight Time), Planning Analyst,,Current Employee ,Great place to start a career,I have been working at Walmart eCommerce full-time,,Lots of exposure to different aspects of running an ecommerce business,Upward mobility is very limited,,3.0,,,,,
Wed Aug 28 2019 15:55:29 GMT-0700 (Pacific Daylight Time), Manager,,Former Employee ,Just don't,I worked at Walmart eCommerce full-time for more than 5 years,1,"Flexible schedule, good employees, close to home, employee discount, department","Pay, store management, customers, work/life balance, corporate visits",,1.0,1.0,1.0,3.0,1.0,1.0
Mon Jul 22 2019 13:18:49 GMT-0700 (Pacific Daylight Time), Personal Shopper,,Current Employee ,Good,I have been working at Walmart eCommerce full-time,,"Everyday is different, fun to shop for other people!",Always busy & understaffed,,4.0,,,,,
Sun Aug 18 2019 08:59:38 GMT-0700 (Pacific Daylight Time), Category Specialist,"San Bruno, CA",Current Employee ,TRASH- DON’T DO IT,I have been working at Walmart eCommerce full-time for more than a year,5, decent pay -bonus - WFH -shuttle service) -weird snacks," NO CAREER DEVELOPMENT -no real training - terrible management - fire randomly with 0 warning - no help or guidance - no learning curve, and expect entry level to have 10 years of experience",,1.0,1.0,1.0,1.0,3.0,1.0
Fri Jul 26 2019 09:58:32 GMT-0700 (Pacific Daylight Time), Flex Associate,,Former Employee ,Dont Do It,I worked at Walmart eCommerce part-time for less than a year,1,Great Money Alot of Hours Nice Break Rooms Alot of Space,Negligence of Duties Popularity contest atmosphere but Dont be to well liked that also is a No No. Wasn't Selected To Go Fulltime and I hadn't missed one day on the other hand those with multiple NoCall NoShows were brought on Fulltime.,,3.0,3.0,1.0,2.0,5.0,1.0
Fri Jul 19 2019 07:45:30 GMT-0700 (Pacific Daylight Time), Picker/Packer,,Former Employee ,it was ok working for walmart,I worked at Walmart eCommerce full-time,,great pay and benefits for employees,work hours were to long and forced overtime,,3.0,,,,,
Mon Jul 15 2019 19:58:40 GMT-0700 (Pacific Daylight Time), Pharmacist,,Former Employee ,Do More. With Less,I worked at Walmart eCommerce full-time for more than 5 years,,People you work with become a second family. Customer service is dependent on a positive attitude.,More goals and sale targets each year. Less help given to pharmacy managers. Pharmacy Managers working understaffed and overtime to meet expectations. No work life balance anymore.,,3.0,1.0,2.0,3.0,3.0,1.0
Sat Aug 03 2019 08:11:56 GMT-0700 (Pacific Daylight Time), Manager,"Sunnyvale, CA",Current Employee ,Unhealthy work culture,I have been working at Walmart eCommerce full-time for more than 3 years,5,"Multiple locations, teams and growing.","Space crunch. Promotions in some teams are not just based on your performance, peer review and contribution but solely who your boss is. There are a lot of managers who use your contributions for their promotions without recognizing you. The point I am making here is that Walmart is yet to develop reasonable and scientific process for promotions. There are people who get promotions every 6 months just because they are around their boss, traveling, eating together who don’t have good track record. When you asked about career growth the boss says ‘the promotions this year was based on company policy of putting women and people of color on leadership and not per performance and contribution’, but I gave you excellent review so that you get excellent bonus ‘. If you are looking to have a job, Walmart is good place. If you are looking to grow it may not be good place.",,1.0,1.0,1.0,1.0,3.0,1.0
Mon Jul 15 2019 13:42:49 GMT-0700 (Pacific Daylight Time), Staff Software Engineer,"Sunnyvale, CA",Current Employee ,Review,I have been working at Walmart eCommerce full-time for more than 3 years,,Good work life balance; Decent pay; Good work,No proper direction; Bad food,,3.0,5.0,3.0,3.0,3.0,2.0
Fri Jun 28 2019 10:53:10 GMT-0700 (Pacific Daylight Time), Software Engineer,,Current Employee ,its good to work at walamrt,I have been working at Walmart eCommerce full-time,,Competitive salary and benefits with other major tech companies. 100% self motivating work environment. No dress code and 4 legged friends are welcome.,"You have to be self motivated. NO ONE will hold your hand and tell you that you're doing a great job. If you need constant affirmations from management, this company isn't for you.",,4.0,,,,,
Fri Jun 28 2019 16:00:25 GMT-0700 (Pacific Daylight Time), CAP Team Member,,Current Employee ,It's What You Make Of It,I have been working at Walmart eCommerce full-time for more than 3 years,,Fast pace Time goes by faster Dress code/supervision more relaxed,Semi stressful work environment High work volume High associate turnover rate,,4.0,4.0,5.0,5.0,5.0,4.0
Wed Jun 26 2019 07:12:37 GMT-0700 (Pacific Daylight Time), Program Manager,,Former Employee ,Growing strong,I worked at Walmart eCommerce full-time for more than 5 years,,Starting to bring in new employee benefits and perks. Stronger business performance.,Lots of changes with leadership. Demanding work and long hours.,,4.0,4.0,3.0,4.0,4.0,3.0
Thu Jun 20 2019 21:24:09 GMT-0700 (Pacific Daylight Time), Infrastructure Software Engineer,"San Bruno, CA",Current Employee ,"Great Environment, Strong Engineering Maturity",I have been working at Walmart eCommerce full-time for less than a year,1,"1) So far a month in, and the leadership and team at Walmart Media Group has been phenomenal so far. 2) The infrastructure at Walmart helped enable me to do so much more and learned a ton of best practices and development skills. 3) Extremely competitive health benefits and 401k plans. 4) Definitely think engineers at Walmart Media Group could thrive really well. 5) Half of the time we work over at Sunnyvale, and the other half at San bruno since we work with both ecommerce and walmartlabs. We sit at a unique cornerstone between ecommerce, ad tech, and labs where we work on solving big data problems at Walmart scale using all kinds of open source and clever tech.","Because Walmart Media Group is growing so fast like a rocketship startup, we're running out of space pretty fast.",,5.0,5.0,5.0,5.0,5.0,5.0
