date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Wed Oct 16 2019 09:09:07 GMT-0700 (Pacific Daylight Time), Sales Floor Associate,"New York, NY",Former Employee ,It was a fun job,I worked at Samsung Electronics part-time for less than a year,,Got to meet a ton of celebrities and do fun activities,Standing for a long time,,4.0,2.0,5.0,5.0,3.0,3.0
Tue Oct 15 2019 04:47:58 GMT-0700 (Pacific Daylight Time), Janitorial,,Current Employee ,It’s fun,I have been working at Samsung Electronics full-time for more than a year,,Get free lunch without going out to eat,Not much but again who complains,,4.0,4.0,4.0,4.0,4.0,4.0
Fri Oct 11 2019 09:26:23 GMT-0700 (Pacific Daylight Time), Staff Software Engineer,"Richardson, TX",Former Employee ,"less influence from korean HQ, better work-life balance",I worked at Samsung Electronics full-time for more than 3 years,,"good pay, good benefit, and good health insurance","difficult to work with korean HQ, constantly changing project goal & scope",,4.0,3.0,2.0,3.0,4.0,4.0
Thu Oct 03 2019 08:27:47 GMT-0700 (Pacific Daylight Time), Intern ,"Washington, DC",Current Employee ,Intern,I have been working at Samsung Electronics full-time for less than a year,,"Interesting work, cool building, nice team",split company culture and very cold building,,4.0,4.0,4.0,4.0,4.0,5.0
Wed Nov 06 2019 15:08:52 GMT-0800 (Pacific Standard Time),,, ,FSM layoffs and outsourcing,I have been working at Samsung Electronics,1,"Flexibility, (sometimes) new technology, travel","No job security. We were sent a “look ahead” schedule for November and December. Everything was changed last week of October. No consistency. We were taken from third party, 2020 companies/PRS, in 2018. Layoffs in June of 2019. More layoffs and outsourcing back to third party companies in January 2020. We are told to sell but don’t make commission. Constant change in quarterly bonuses. No opportunity to be promoted. Some people are told one thing and others are told another. Leadership was taken from a failing program at Best Buy due to networking and who they knew.",Treat employees as people.,1.0,2.0,1.0,1.0,4.0,1.0
Sat Sep 21 2019 23:48:27 GMT-0700 (Pacific Daylight Time), Principal Engineer,"Austin, TX",Current Employee ,Software and Patent Engineer,I have been working at Samsung Electronics full-time for more than 10 years,,"Samsung is great company.
I can do work as both Patent and Software Engineer.",Too much time in the office.,Engineers need more time with their family.,5.0,5.0,5.0,5.0,5.0,5.0
Fri Sep 20 2019 19:21:50 GMT-0700 (Pacific Daylight Time), Area Business Manager,,Former Employee ,Samsung Sales,I worked at Samsung Electronics full-time for more than a year,,"Great learning experience
good peer
company prone to profit sensitivity.","Too large to move up the ladder
Market response time is quite slow.",,5.0,3.0,3.0,3.0,5.0,2.0
Thu Sep 19 2019 19:35:00 GMT-0700 (Pacific Daylight Time),,,Former Employee ,Good company to work for,I worked at Samsung Electronics full-time,,benefits are goods lots of opportunities to grow,constant changes in leadership and direction,,4.0,,,,,
Wed Sep 11 2019 13:38:25 GMT-0700 (Pacific Daylight Time), Budget Coordinator,"Richardson, TX",Former Employee ,Great overall compensation package and benefits,I worked at Samsung Electronics full-time for more than 5 years,2,Great overall compensation package and excellent benefits. They also strived for work/life balance and letting you work from home when necessary.,"Like most companies, it has it's share of politics but aside from that great place to work.",,5.0,5.0,4.0,5.0,5.0,4.0
Mon Sep 30 2019 06:09:36 GMT-0700 (Pacific Daylight Time), Sales Representative,"New York, NY",Former Employee ,Getting your foot into the technology world,I worked at Samsung Electronics full-time for more than a year,,"Great community of people to work with 
Great communication and hard working
They teach you alot","not great compensation 
Management is really bad
No motivation 
No elevation","Compensate your employees to what they deserve and motivate your employees more
Dont blow off employees for opportunities within the company that will elevate their career",2.0,3.0,2.0,1.0,1.0,1.0
Mon Sep 30 2019 06:09:36 GMT-0700 (Pacific Daylight Time), Sales Representative,"New York, NY",Former Employee ,Getting your foot into the technology world,I worked at Samsung Electronics full-time for more than a year,,"Great community of people to work with 
Great communication and hard working
They teach you alot","not great compensation 
Management is really bad
No motivation 
No elevation","Compensate your employees to what they deserve and motivate your employees more
Dont blow off employees for opportunities within the company that will elevate their career",2.0,3.0,2.0,1.0,1.0,1.0
Thu Sep 26 2019 00:36:46 GMT-0700 (Pacific Daylight Time), Software Engineer,,Current Employee ,Review,I have been working at Samsung Electronics full-time for more than a year,,The work done is quiet relevant and good,Most of the task is related to maintainance,,3.0,3.0,,,,
Wed Sep 25 2019 18:36:27 GMT-0700 (Pacific Daylight Time), Director,"Ridgefield Park, NJ",Current Employee ,"Great opportunity, testy culture at times,",I have been working at Samsung Electronics full-time for more than 5 years,,"Great brand, products, benefits, and customers, good opportunity for results driven workers","firedrill reporting, some cultural challenges, some bad managers....",embrace your change,3.0,2.0,3.0,4.0,4.0,2.0
Mon Sep 09 2019 11:32:47 GMT-0700 (Pacific Daylight Time), Electronics Assembler,"Logan, UT",Current Employee ,It was a real good company until it started going downhill,I have been working at Samsung Electronics full-time for more than 8 years,,Good paying job and it keeps you busy,If you can work a full eight hours without running out of work before half of the day is gone and having to end up cleaning the shop everyday for the rest of the day then you should be allright,Pick up production and increase manufacturing so hard working people like me could have a job!,5.0,5.0,5.0,5.0,5.0,5.0
Wed Oct 09 2019 13:00:33 GMT-0700 (Pacific Daylight Time), Procurement Specialist,"San Jose, CA",Former Employee ,So So,I worked at Samsung Electronics full-time for more than 5 years,,"Good co-workers, nice environment for work",Not friendly management overall. just friendly to Korean Employee,,1.0,4.0,4.0,3.0,3.0,3.0
Fri Sep 13 2019 06:59:29 GMT-0700 (Pacific Daylight Time), Senior Engineer,,Former Employee ,Good Opportunity,I worked at Samsung Electronics full-time,,lots of chances to work,have a bad work culture,,3.0,,,,,
Fri Sep 13 2019 15:46:25 GMT-0700 (Pacific Daylight Time), Area Business Manager,,Former Employee ,"Exciting industry, limited opportunities",I worked at Samsung Electronics full-time for more than 3 years,,"Great brand value
Good pay
Great product lineup","No latitude to implement changes
Short sighted management
Management has no clue about ground realities
No career progression",,3.0,3.0,2.0,2.0,4.0,2.0
Fri Sep 13 2019 12:16:05 GMT-0700 (Pacific Daylight Time), Manager,,Former Employee ,Manager,I worked at Samsung Electronics full-time for more than 3 years,,Lots of responsibilities are given,No support is given to accomplish job,,2.0,1.0,1.0,2.0,3.0,1.0
Tue Aug 27 2019 14:19:34 GMT-0700 (Pacific Daylight Time), Samsung Experience Consultant,,Former Employee ,good company,I worked at Samsung Electronics part-time,,good pay for work required,only one full time employee per store,,4.0,,,,,
Mon Aug 26 2019 13:04:38 GMT-0700 (Pacific Daylight Time), Senior Director,"Dallas, TX",Former Employee ,"Hard working, fast follower, good benefits",I worked at Samsung Electronics full-time for more than 10 years,,"Always try to achieve its target, and good compensation for it.","Very big organization, less self authority",,4.0,3.0,4.0,4.0,5.0,4.0
Tue Aug 20 2019 14:54:16 GMT-0700 (Pacific Daylight Time), Market Trainer,"Provo, UT",Former Employee ,Samsung Eats Apple's,I worked at Samsung Electronics full-time for more than 3 years,,Fun. Tech. Solid company. Perks. Freedom. Family.,More travel than I wanted. I chose to spend more time with my family.,,4.0,4.0,4.0,3.0,4.0,4.0
Fri Sep 20 2019 10:36:28 GMT-0700 (Pacific Daylight Time), Individual Contributor,"San Jose, CA",Former Employee ,Horrible Culture and Communication,I worked at Samsung Electronics full-time for more than a year,6,Big company and with a brand name.,"No respect for individuals or appreciation for work completed. Focus is always what has NOT been DONE. Time spent on projects then only to have them discarded, so time is wasted. Everything is dictated from HQ, they don't conform to the Silicon Valley ways. No working from home and there's not trust at all.","If you're doing business in the Silicon Valley, then adhere to the conventions and norms that make Silicon Valley special. Bottom line, you're in the United States, not in Korea.",1.0,1.0,1.0,1.0,2.0,1.0
Mon Aug 12 2019 14:11:50 GMT-0700 (Pacific Daylight Time), Field Sales Manager,"Southaven, MS",Current Employee ,Samsung FSM,I have been working at Samsung Electronics full-time for less than a year,1,I really enjoy working for Samsung. It's a great opportunity to build many relationships with peers and customers.,"A lot of time driving if you're in a rural area. That doesn't have to be a ""Con"".",Keep in mind that in rural areas it is more difficult to perform the required visits at times.,5.0,3.0,5.0,3.0,5.0,4.0
Thu Aug 15 2019 13:44:50 GMT-0700 (Pacific Daylight Time), Assistant Manager,,Current Employee ,Good company,I have been working at Samsung Electronics full-time for more than 5 years,,"Good benefits 
Salary
Bonus and compensation","Hard work 
Work life balance 
Culture",,4.0,3.0,4.0,5.0,,
Wed Aug 14 2019 11:06:23 GMT-0700 (Pacific Daylight Time), Software Engineer,"San Jose, CA",Current Employee ,This is one of the best companies in the world,I have been working at Samsung Electronics full-time for more than 3 years,,"Good salaries
Free snacks and food
Very good environment","Pressure but it's normal
Long hours of work",,4.0,3.0,5.0,4.0,5.0,5.0
Tue Aug 27 2019 09:27:58 GMT-0700 (Pacific Daylight Time), District Manager,,Current Employee ,Excellent pay and benefits,I have been working at Samsung Electronics full-time for more than 3 years,,Excellent pay and benefit ti match,Flavor of the month directives,,3.0,3.0,3.0,4.0,4.0,2.0
Sun Sep 15 2019 06:01:55 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Don’t come unless you are desperate,I have been working at Samsung Electronics full-time for more than 8 years,1,You will be following procedures and work in a specific per defined method. Decent pay and benefits.,Limited growth opportunities. Management lac in vision. Tribal mentality.,No real advice because it does not matter.,1.0,3.0,1.0,1.0,3.0,1.0
Sun Sep 08 2019 14:04:49 GMT-0700 (Pacific Daylight Time), Regional Service Manager,"Ridgefield Park, NJ",Current Employee ,Fire drills that lead no where. Hair on fire tasks that are negated 4 days later with the new flavor of the day.,I have been working at Samsung Electronics full-time for more than 5 years,2,Pay. That is about it,"No respect
No worth or recognition given to employees. 
They do not value employees are your ideas. 
If you are not Korean, from Korea, you are not trusted or empowered.","Trust your employees
Value your employees
Pull from your treams experience",1.0,1.0,3.0,1.0,5.0,2.0
Sat Aug 03 2019 13:05:01 GMT-0700 (Pacific Daylight Time), Software Engineer,,Current Employee ,Nice company to work with,I have been working at Samsung Electronics full-time,,"Good location, pays well, good insurrane",Cannot think of anything bad right now,,4.0,5.0,3.0,4.0,4.0,4.0
Tue Jul 30 2019 08:29:46 GMT-0700 (Pacific Daylight Time), Vice President,,Former Employee ,Focused and Goal oriented,I worked at Samsung Electronics full-time,,Good benefits and strong market position,"Engineering driven, communication to improve",,4.0,,,,,
Mon Jul 29 2019 14:34:52 GMT-0700 (Pacific Daylight Time), Director,"Ridgefield Park, NJ",Former Employee ,"Great Company, Industry Leader",I worked at Samsung Electronics full-time for more than 8 years,,"Well known brand, cutting edge technology, aggressive marketing approach",Flexibility necessary to adapt Korean business practices to US markets,,4.0,3.0,4.0,4.0,5.0,5.0
Wed Jul 24 2019 13:31:58 GMT-0700 (Pacific Daylight Time), Seniore Digital Marketing Staff,,Former Employee ,Fast-paced but Fun. Differ from team to team.,I worked at Samsung Electronics full-time for more than 3 years,,The mobile team are dynamic and fun. You get the chance to try new and innovative things all the time. It's also very very fast paced so you will never be bored.,Long hours. Sometimes product launches are very ruched.,,4.0,2.0,2.0,3.0,3.0,3.0
Tue Jul 23 2019 19:17:02 GMT-0700 (Pacific Daylight Time), Supply Chain Analyst,,Former Employee ,Great Company,I worked at Samsung Electronics full-time,,"Good pay, Good Benefit. Top-tier management experience and tool to learn and use.",Lower efficient on run business.,,4.0,3.0,3.0,4.0,5.0,4.0
Thu Jul 18 2019 18:16:00 GMT-0700 (Pacific Daylight Time), Staff Engineer,,Current Employee ,managers are useless and throw people under the bus,I have been working at Samsung Electronics full-time,,good culture .. .. .. .. ..,no stock .. managers are useless and,,5.0,,,,,
Fri Jul 12 2019 19:52:11 GMT-0700 (Pacific Daylight Time), QA Analyst,,Current Employee ,QA Engineer,I have been working at Samsung Electronics full-time for more than a year,1,The work is easy once you get in the groove of things.,"Micromanagement
Management needs to understand that things happen in life. They lack active listening skills.",Take the Korean mindset out. Keep it universally in English when around others. Use best judgement. Lead by example.,4.0,1.0,1.0,2.0,3.0,1.0
Fri Jul 26 2019 12:35:22 GMT-0700 (Pacific Daylight Time), Director of Engineering,,Former Employee ,Fast and busy but good benefit,I worked at Samsung Electronics full-time for more than 5 years,1,very good pay and benefit,too much influence by Korean dispatchers and HR that dictate and lay down authoritatively at workplace.,,3.0,1.0,1.0,4.0,5.0,3.0
Wed Jul 24 2019 13:17:43 GMT-0700 (Pacific Daylight Time), Business Operations Manager,"Richards, TX",Current Employee ,"Fast pace, tough work like balance",I have been working at Samsung Electronics full-time for more than a year,1,"competitive wage, good people, good benefits,","Headquarters out of Korea controls too much, no advancement, weak leadership",empower local teams and employees,3.0,1.0,3.0,2.0,4.0,2.0
Mon Aug 12 2019 17:55:17 GMT-0700 (Pacific Daylight Time), Maintenance Manager,"Columbia, SC",Former Employee ,Horrible,I worked at Samsung Electronics full-time for less than a year,,Pay is the only good thing,"Hours, Upper management, PTO, having to work a lot and not getting paid because of being salary",Start over,1.0,1.0,1.0,2.0,5.0,1.0
Mon Jul 22 2019 19:13:46 GMT-0700 (Pacific Daylight Time), Production,,Former Employee ,Disappointing,I worked at Samsung Electronics full-time for less than a year,,"Benefits, people worked with were nice.",Very little growth or opportunity.,,2.0,,,,,
Sun Aug 11 2019 01:21:41 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,,Current Employee ,Poor management,I have been working at Samsung Electronics full-time for less than a year,,"Tech, location, nothing else to mention",Too many people from the same nationality,,1.0,1.0,1.0,1.0,2.0,1.0
Wed Jul 17 2019 08:22:26 GMT-0700 (Pacific Daylight Time), Senior QA Engineer I,"Dallas, TX",Former Employee ,I was working full time as a Sr QA Engineer,I worked at Samsung Electronics full-time for more than a year,1,"Great brand, Great company cool perks if applicable","Poor work life balance, horrible management, hard to move on or move up if you are not one of them or friends with someone in upper management",Respect your employees and treat them fairly even if they are not from the same country,3.0,1.0,1.0,1.0,4.0,1.0
Mon Jul 15 2019 06:43:45 GMT-0700 (Pacific Daylight Time), Field Sales Manager,"Hooksett, NH",Former Employee ,If your young with no family and don't mind being micro managed great job.,I worked at Samsung Electronics full-time for more than a year,3,Good pay and benefits. First hands on of latest devices. Representing one of the top brands available.,"Look at the track record for the last 10 years layoffs, third party, micro managed. Black out from vacation for almost 6 months Thanksgiving - March 22nd and then summer time almost 2 months. Working every Saturday, Sundays mixed in and major holidays. Feeling of results only not there to help field teams succeed but to insure they are doing their jobs.","Work with field team closer as support not to micro manage. Have a better plan for execution instead of the internalized, third party, layoffs back and on and on.",2.0,3.0,2.0,2.0,4.0,2.0
Tue Jun 25 2019 13:54:36 GMT-0700 (Pacific Daylight Time), Field Sales Manager,,Current Employee ,Great Company,I have been working at Samsung Electronics full-time,1,Benefits are top notch and affordable.,Restructuring resulting in loss of postions.,Maintain current employees rather than eliminating force.,5.0,,,,,
Sat Jul 13 2019 12:38:49 GMT-0700 (Pacific Daylight Time), S/W Quality Assurance Engineer and Tester,,Former Employee ,Only a brand name,I worked at Samsung Electronics full-time for more than 5 years,,Work life balance is good,"No growth, mediocre salary, office politics",,2.0,4.0,2.0,2.0,3.0,1.0
Fri Jul 12 2019 19:10:38 GMT-0700 (Pacific Daylight Time), Enterprise Account Manager,"Ridgefield, NJ",Current Employee ,Enterprise Account Manager - Mobility,I have been working at Samsung Electronics full-time for more than 5 years,,Freedom and flexibility to run your business from home. Premier leading brand in tech.,Leadership is constantly changing sales strategy. Compensation Plans are never concrete. Executive leadership is a rotating door. Korean leadership from HQ still plays an influential role in sales cycle and often times over promises and puts opportunities at risk. No faith in current leadership. Overall morale of the sales team is low. Constant resignations of sales team to competitors.,,2.0,3.0,2.0,3.0,4.0,1.0
Wed Jul 10 2019 05:47:04 GMT-0700 (Pacific Daylight Time), Field Sales Manager,,Former Employee ,Great until layoff,I worked at Samsung Electronics full-time for more than a year,,"Great Benefits , Perks,",Not every district is aligned with HQ,,3.0,1.0,3.0,3.0,4.0,2.0
Sat Jul 06 2019 18:49:02 GMT-0700 (Pacific Daylight Time), Developer,,Former Employee ,Great,I worked at Samsung Electronics full-time,,Great plans for the heads,Great place to leave your past,,3.0,4.0,4.0,4.0,4.0,4.0
Sat Jul 27 2019 18:03:00 GMT-0700 (Pacific Daylight Time), Production Supervisor,"Newberry, SC",Current Employee ,Stay Away SEHA!!!!,I have been working at Samsung Electronics full-time for less than a year,,"You get a paycheck, 10 days of PTO (for the entire year), No vacation time, health benefits are good","This is the most unethical, unorganized, and unstable place I have ever worked at. Be prepared to work six days(12 hours)/week. This is great if you are an hourly associate since you will receive overtime pay. However, if you are salary do not expect to receive overtime pay. Supervisors are paid $12.50/hr on Saturdays. That's right $12.50/hr on Saturdays. We make less than hourly associates on Saturdays. Area Leaders make more than supervisors with all the overtime we are working. Some Area Leaders base pay is over $20/hr and $30+ with overtime. Supervisors are well underpaid (salary range $49k-$70k+) when considering the amount of time spent in the plant as well as the workload. There is a major disconnect between HR and supervisors on the production floor. We are treated like incompetent children by HR. They do not take the time to establish a professional relationship with us. The communication between HR and management here is extremely poor. There is no chain of command in the way information is delivered. Quite often the associates will receive pertinent information before the supervisor. This place is also not a safe place to work at. Safety is not a top concern to upper management. The turnover rate is alarming high. We lost at least 20 salary employees within the month of July alone. I have been working at SEHA for less than six months and I am leaving as soon as I find another job.",,1.0,1.0,1.0,1.0,2.0,1.0
Thu Jun 20 2019 15:17:16 GMT-0700 (Pacific Daylight Time), Prod Manager,"Ridgefield, NJ",Former Employee ,excellent respect given and received,I worked at Samsung Electronics full-time for more than 3 years,,multitasking is recognized and you work w authority,"sometimes hastily reactions equaled decisions on 
impulses",lessen impulse decisions,4.0,4.0,5.0,5.0,4.0,4.0
Thu Jul 25 2019 14:06:22 GMT-0700 (Pacific Daylight Time), Product Manager,,Current Employee ,Meh,I have been working at Samsung Electronics full-time,,Good experience and lots of ownership,Treated poorly and no work life balance,,1.0,2.0,1.0,2.0,4.0,2.0
Fri Jun 28 2019 20:18:22 GMT-0700 (Pacific Daylight Time), Senior Engineering Manager,"San Diego, CA",Former Employee ,Highly motivated engineer,I worked at Samsung Electronics full-time for more than 10 years,,"Mechanical engineering, Process improvement, Cost reduction, Process Innovation, and Development of creative idea. Quick learner as highly motivated engineering mind.",Sharing information with Oversea facilities,Support the environment for all employees motivation of improvement.,3.0,3.0,5.0,3.0,3.0,4.0
Sat Jun 22 2019 22:34:52 GMT-0700 (Pacific Daylight Time), Senior Manager,,Former Employee ,Weird culture,I worked at Samsung Electronics full-time for more than a year,1,Offered some exciting opportunities and pay was ok,"Weird company culture, lots of politics",,3.0,5.0,1.0,4.0,5.0,1.0
Tue Jun 04 2019 23:08:43 GMT-0700 (Pacific Daylight Time), Data Engineer,"Mountain View, CA",Current Employee ,"Cool, Small and Excelling team within the big company",I have been working at Samsung Electronics full-time for more than a year,," Able to work from scratch
- Being able to put one's own thoughts into process 
- Very supportive team for a combined success"," Not a big infrastructure in place, need to create new request for any technology one might want to explore",,4.0,5.0,4.0,4.0,4.0,4.0
Wed Jun 05 2019 02:16:26 GMT-0700 (Pacific Daylight Time), Software Engineer,,Former Employee ,engineer,I worked at Samsung Electronics part-time for more than a year,,work at network infras development,work load is too much,,4.0,3.0,3.0,5.0,5.0,3.0
Wed Jun 19 2019 15:51:55 GMT-0700 (Pacific Daylight Time), Senior Engineer,"Austin, TX",Former Employee ,Great location no work life balance,I worked at Samsung Electronics full-time for more than 10 years,,"Benefits, gym, cafeteria, bonuses and that's about it",24/7 company expecting 24/7 support 365,Find the right people and treat them with respect,3.0,1.0,1.0,2.0,4.0,3.0
Wed May 29 2019 12:07:47 GMT-0700 (Pacific Daylight Time), Product Liability,"Simpsonville, SC",Former Employee ,Not terrible,I worked at Samsung Electronics full-time for more than a year,,"Laid back, bonus incentives, flexible schedules","Poor management, favoritism, unorganized",This job could be better. It's not terrible. But management is awful. Poor leadership and poor excuses for unaccountability made me feel as if the management team knows something we do not know...,4.0,3.0,3.0,3.0,2.0,1.0
Sun May 26 2019 20:24:50 GMT-0700 (Pacific Daylight Time), Software Engineer,,Former Employee ,[Samsung R&D] A lot of opportunities,I worked at Samsung Electronics full-time,,"A lot of learning opportunities
-Exposure to real R&D work","Salary is not that high as compared to other R&D companies
-Too much workload (no more life outside work)
-Office politics",,4.0,3.0,4.0,5.0,4.0,3.0
Sat May 25 2019 01:22:17 GMT-0700 (Pacific Daylight Time), Director,,Current Employee ,Good job,I have been working at Samsung Electronics full-time,,Salary benefits is good to star,No cons in the,There is no advise,5.0,5.0,5.0,5.0,5.0,5.0
Fri May 17 2019 11:51:24 GMT-0700 (Pacific Daylight Time), Marketing Manager,,Current Employee ,Great career growth,I have been working at Samsung Electronics full-time,2,Very talented team & coworkers,"too many cooks in the kitchen, difficult to make solid decisions. Challenging work/life balance",,4.0,,,,,
Fri May 31 2019 14:26:45 GMT-0700 (Pacific Daylight Time), Product Liabilty,"Plano, TX",Former Employee ,No Job Security,I worked at Samsung Electronics full-time for more than a year,,"Starbucks machine in lobby, clean atmosphere.","You need to speak fluent Korean to move up in the company. They hire as “contractors”, don’t give you raises and then will let you go. Middle management will not help you move up in the company.",Do better for your employees.,2.0,3.0,1.0,1.0,1.0,1.0
Thu May 16 2019 13:08:46 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Account Manager,I have been working at Samsung Electronics full-time for more than 5 years,,Experience at Samsung adds value to your resume,"Work Life Balance, Promotion can take 10 years, Bad City to live,",,4.0,1.0,2.0,2.0,4.0,3.0
Mon May 27 2019 09:15:30 GMT-0700 (Pacific Daylight Time), Director,"Plano, TX",Current Employee ,Aggressive and cutthroat,I have been working at Samsung Electronics full-time for more than 8 years,1,"Great salary, decent commute, great teams",Competitive and toxic work environment.,,3.0,2.0,1.0,1.0,5.0,1.0
Mon May 13 2019 16:44:04 GMT-0700 (Pacific Daylight Time),,,Former Employee ,One of the best companies to work for,I worked at Samsung Electronics full-time,,"Treats employees fairly, policies are very lenient",Lower management can be disorganized,,4.0,4.0,4.0,4.0,4.0,4.0
Fri Jun 14 2019 22:11:39 GMT-0700 (Pacific Daylight Time), Senior Staff Engineer,,Former Employee ,Working exp at samsung,I worked at Samsung Electronics full-time for more than a year,,"Profitable company for most of the divisions. 
Lot of good people in technical areas","Internal systems and tools are outdated. 
Not a very open culture. Controlling managers.",Encourage openness.,1.0,3.0,1.0,2.0,4.0,1.0
Thu May 09 2019 17:14:34 GMT-0700 (Pacific Daylight Time), Research Manager,"Dallas, TX",Current Employee ,Good Environment,I have been working at Samsung Electronics full-time for more than 3 years,,"benefits, flexible, people, environment, colleagues","time off, time off, time off",,4.0,3.0,4.0,4.0,4.0,4.0
Sun May 19 2019 14:50:26 GMT-0700 (Pacific Daylight Time), Field Sales Manager,"New York, NY",Current Employee ,Unbiased & Still Employed,I have been working at Samsung Electronics full-time for more than a year,3,Excellent benefits (SEA Only) & decent pay,"Horrible work life balance. Never a set schedule and punished for taking PTO by having to make up days missed once you return. Field sales managers feel like retail employees based on leadership directives, which constantly change by the week. None of which helps with our never ending schedule changes mid cadence which ruins our executive presence in-store. no one really gets reimbursed for mileage so in turn, our car's need heavy maintenance for only about $5-$10 back in return a week for gas. I could go on but all in all, I'm still with the company (for now) so until a better opportunity that's financially rewarding with good enough benefits presents itself, I will reluctantly remain an FSM.","Listen to your field team. In sourcing your employees isn't a ""reward"" it's a privilege for you and us all. It grants you the peace of mind knowing we will be out there doing SEA proud with integrity, not for you to work us to the bone until we lose pride in what we do. Respect that we have families and want time with our loved ones on major holidays like Thanksgiving. Please stop rubbing that we're all ""One Samsung"" and in sourced in our face every chance you get. It makes us want to quit and walk away for thinking you did us all a favor. I once loved my job but am now feeling depleted and unappreciated.",2.0,1.0,2.0,3.0,4.0,1.0
Thu May 02 2019 15:40:51 GMT-0700 (Pacific Daylight Time), FSM,,Current Employee ,good place to work,I have been working at Samsung Electronics full-time for more than a year,1,Good benefits and employee discounts. Good products.,hard to grow within the company. Not many positions open above the current role. Almost feel like a dead end at times.,,4.0,4.0,2.0,1.0,3.0,3.0
Wed May 01 2019 13:11:21 GMT-0700 (Pacific Daylight Time), Manager,"Ridgefield Park, NJ",Former Employee ,Great Company with Excellent Benefits,I worked at Samsung Electronics full-time for more than 8 years,,"Health Plan, Vacation Time, Great Coworkers",Nothing really bad to say,,4.0,5.0,4.0,4.0,5.0,4.0
