date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Mon Nov 11 2019 12:29:46 GMT-0800 (Pacific Standard Time), Business Development Executive,"Chicago, IL",Current Employee ,Company fighting to stay relevant while transitioning to new digital/cloud world.,I have been working at IBM full-time for more than 10 years,,Variety of opportunity. Salaries competitive at joining time after which assume all money made thru variable compensation.,Very political. Finance dictates. Unable to keep new business separated from old dying businesses and therefore constrains new business growth.,,3.0,4.0,4.0,4.0,4.0,3.0
Mon Nov 11 2019 12:29:46 GMT-0800 (Pacific Standard Time), Business Development Executive,"Chicago, IL",Current Employee ,Company fighting to stay relevant while transitioning to new digital/cloud world.,I have been working at IBM full-time for more than 10 years,,Variety of opportunity. Salaries competitive at joining time after which assume all money made thru variable compensation.,Very political. Finance dictates. Unable to keep new business separated from old dying businesses and therefore constrains new business growth.,,3.0,4.0,4.0,4.0,4.0,3.0
Sun Oct 27 2019 13:48:13 GMT-0700 (Pacific Daylight Time),,"Washington, DC",Current Employee ,Senior Consultant,I have been working at IBM full-time for more than 3 years,,"Flexibility 
Easier to switch projects/roles than companies
Tech company
Mentor-ship if you ask
Touches every discipline 
Interesting Work",Lack of strategic direction...a bunch of smaller companies under mother IBM,Keep driving a consistent culture top down,4.0,5.0,4.0,5.0,5.0,3.0
Fri Oct 25 2019 12:41:30 GMT-0700 (Pacific Daylight Time),,"Yorktown Heights, NY",Current Employee ,Great Research Division,I have been working at IBM full-time for less than a year,,"Smart People, Innovation, Trends technologies","Old School, Bureaucracy, Paper work",,4.0,4.0,3.0,5.0,4.0,4.0
Thu Oct 24 2019 06:49:46 GMT-0700 (Pacific Daylight Time), Manager,,Current Employee ,More Than a Job,I have been working at IBM full-time for more than 10 years,,IBM has a strong focus on improving society via technology. Meaningful work/live balance programs.,"Sometimes we can have strategy whiplash, as the focus from senior executives changes quickly.",,5.0,5.0,5.0,5.0,4.0,4.0
Thu Oct 24 2019 13:04:37 GMT-0700 (Pacific Daylight Time), Marketing Manager,"New York, NY",Current Employee ,Great place to work,I have been working at IBM full-time for more than 10 years,,"Smart people, innovative thinking, very competitive benefits",A little slow and lumbering at times,,5.0,4.0,5.0,3.0,4.0,4.0
Wed Oct 23 2019 00:13:23 GMT-0700 (Pacific Daylight Time), Client Executive,,Current Employee ,Great place to work and environment to collaborate,I have been working at IBM full-time for more than 5 years,,"World class solutions, terrific teammates",Speed of decision making leaves something to be desired,,5.0,4.0,5.0,4.0,4.0,4.0
Wed Oct 23 2019 05:58:26 GMT-0700 (Pacific Daylight Time), TA Systems Administrative,"Research Triangle Park, NC",Current Employee ,My employment with IBM is by far the best of my career.,I have been working at IBM full-time for more than 5 years,,I can be myself. Great teamwork. Awesome free training available. Ability to move into different positions.,"With a large company, it can be a little overwhelming regarding wealth of information available.",Streamline information available to IBMers.,5.0,5.0,5.0,5.0,5.0,5.0
Wed Oct 23 2019 06:58:13 GMT-0700 (Pacific Daylight Time), Senior Network Architect & Implementation Engineer (Remote),"Dallas, TX",Former Employee ,Global IT leader company,I worked at IBM full-time for more than a year,,IBM is a fantastic company to working with.,Contractor maximum can work upto two years,Open to return to work at IBM,5.0,5.0,5.0,5.0,5.0,5.0
Wed Oct 23 2019 08:01:34 GMT-0700 (Pacific Daylight Time), Talent Acquisition Partner,"Cambridge, MA",Current Employee ,One Company. Many Career Opportunities!,I have been working at IBM full-time for more than a year,," Endless career paths you can pursue within one company (imagine not having to enroll in new benefits again!). 
- Everyone has personal accountability and are trusted to get work done (read: no micromanagement). 
- Work/Life balance is practiced, not just preached (I'm WFH as I write this review).
- I'm encouraged to bring my whole self to work each and every day."," Company is so large and complex it's hard to get your arms around it.
- Office environment is a little lacking (/uninspiring) if you're not at a strategic location (Binney Street > Rogers Street in Cambridge, MA)
- Benefits are not competitive with others in this space (bonuses are unreliable, if non-existent; no RSUs, etc.).",,5.0,5.0,5.0,5.0,4.0,4.0
Wed Oct 23 2019 08:25:01 GMT-0700 (Pacific Daylight Time), Senior Talent Manager,"Los Angeles, CA",Current Employee ,Employee collaboration is the best,I have been working at IBM full-time for more than 10 years,,The employees are the best and most collaborative people I've ever worked with and have extensive experience and knowledge and are willing to share it.,No cons at this time,,5.0,5.0,5.0,5.0,5.0,5.0
Wed Oct 23 2019 13:07:38 GMT-0700 (Pacific Daylight Time), Program Director,"New York, NY",Current Employee ,I love my job and I'm treated well,I have been working at IBM full-time for more than 5 years,,"Internal mobility - I've had several different roles and I got to choose them.
Great people - I've worked with many people at all levels of the organization, and 99% of them have been a joy to work with.
Important work - The work I do matters to IBM and I can clearly see how I contribute to IBM's strategic goals.
Diversity - It's not just a buzz word and lip service, Diversity is part of IBM's DNA. We are constantly trained on reducing internal bias and removing barriers to inclusion.","It's big, and you won't always know what other teams are doing, or how you could get involved, but if you continue to build your network and stay up to date with internal news, opportunities will present themselves.","Over the last 2 years, our execs have really stepped up in terms of communication to employees. I'd say keep that up - continue to clarify and reinforce our priorities and continue to celebrate successes. And if you're one of the rare execs who doesn't have frequent, regular communications - text or video blog, etc., you should start. We need to hear from you! The only bad news...is no news.",5.0,5.0,5.0,5.0,4.0,4.0
Wed Nov 06 2019 13:52:07 GMT-0800 (Pacific Standard Time), Sales Representative,,Current Employee ,Get some great experience then leverage that for other opportunities...,I have been working at IBM full-time for more than 10 years,1,"(1) IBM has some great training programs and developmental opportunities. 
(2) Your Team will be experienced, professional and dedicated to customer success
(3) Depth of resources... You can reach out to >400,000 people in IBM and most will be willing to help you out
(4) Good compensation and benefits","(1) Leadership has struggled with ""Strategic Initiatives"" and what it wants to be in the next transformation. Every part of the business needs to look over their shoulder - where might the axe fall next?
(2) Weak Manager Skills - I've been in many organizations and by far managers in IBM are not trained or prepared for the roles. They need improvement in managing their piece of the business and they need improvement on people management skills. 
(3) While they are good at acquiring software solutions - everyone of them seems to have withered on the vine and never achieved greater success than what was initially procured. Will Red Hat be different?","Going into the Corp HQ you see a museum of ""Business Machines"". Meat Slicers, Scales, Typewriters, Computers, Printers.... That's when the penny dropped for me. 

IBM should be strategically focused on Business Machines. Quantum Computing, Servers, PCs? They build great PCs now Lenovo - low margins, They build good printers - Now Lexmark.... Business Solution Software that helps organizations run their day to day business was a good idea - the lists of solutions that brought in good revenue is almost endless! But why do they seldom thrive? Services are high quality - but spendy.",2.0,2.0,1.0,4.0,4.0,2.0
Mon Nov 04 2019 11:05:46 GMT-0800 (Pacific Standard Time), Delivery Project Executive,"Dallas, TX",Former Employee ,They just don't care anymore....,I worked at IBM full-time for more than 10 years,1,"Huge company, so a ton of positions and various jobs/responsibilities
Lots of training material, but it's all Web-based (they cut actual classroom, onsite education years ago.)
Lot's of good, smart people to work around and learn from.
Name still carries some clout, but not like it did in the past.","They no longer care about their most valuable assets - people.
Leadership only concerned with stock price.
When I was laid off (2016), I had 20 yrs with them and got ONE MONTH severance.
They are shooting for 75% support staff to come from overseas.
Slow to move and keep up with more agile competitors.
Benefits keep getting cut and are worse now than 5 or 10 yrs ago.","Change compensation from Stock Options to more ""Customer Sat"" based. Your favorite TLA (three letter acronym) can't be CTO - Cost Take Out.... becuase that's all that is heard starting beginning of 4th Qtr.
Learn to sell the ""Standard Package"" to SMB clients... not every customer needs the ""Premium Extra Platinum Package"" and SMB clients can't afford it anyway!",3.0,1.0,1.0,5.0,3.0,2.0
Mon Nov 04 2019 15:40:51 GMT-0800 (Pacific Standard Time), Customer Success Specialist,"Portland, OR",Former Employee ,"Great If You Can Get In, But No Job Security",I worked at IBM full-time for more than 10 years,1,"As with anyplace, it is the team you end up on that determines the real work environment. Every single individual I worked with was supportive and lovely The benefits are good. Health insurance is not so good unless you get promoted enough to afford the more exoensive offerings.","There is little to no job security, you are pretty much a disposable cog in a giant machine and your redundancy is inevitable. In such a rapidly changing industry, IBM sheds the employees of the companies they merge with every year, as soon as whatever agreement to keep the staff employed for expires. They view people as the most expendable and renewable resource and will throw yu away as soon as your sector starts to hint an losing profit.","Learn about your teams strongest individual attributes and develop the careers of those people in a direction that makes the best use for their skills and passions. When their inevitable termination comes, offer transfer opportunities to your best workers in time for them to transfer to another team and recommend them to your peers that might have an opening for them.",3.0,4.0,3.0,3.0,4.0,3.0
Tue Oct 22 2019 11:22:13 GMT-0700 (Pacific Daylight Time), Sales Associate,"Atlanta, GA",Former Employee ,One of the best large corporate organizations,I worked at IBM full-time for more than 3 years,,"Lots of development opportunities
Mostly stable organization with good benefits
Diverse","Can be an impersonal workplace 
Engagement quality depends on team leadership
Difficult to make individual tactical improvements",More engagement at the staff leadership level,4.0,4.0,4.0,4.0,4.0,3.0
Tue Oct 22 2019 16:33:25 GMT-0700 (Pacific Daylight Time), Manager,"Littleton, MA",Current Employee ,"Good pay, big company problems",I have been working at IBM full-time for more than 10 years,,"Innovative, constant change & churn, work culture, experience depends on the division you work in","constant cost cuts lead to high stress work environment, politics",,4.0,3.0,2.0,3.0,5.0,3.0
Tue Oct 22 2019 19:40:20 GMT-0700 (Pacific Daylight Time), Sales,"New York, NY",Former Employee ,Excellent focus on diversity and investing in employees early in their careers,I worked at IBM full-time for more than a year,,An abundance of training and mentoring opportunities exist.,The matrix management takes a little time to get comfortable with.,Try and simplify the matrix.,4.0,4.0,4.0,5.0,4.0,4.0
Tue Nov 05 2019 15:01:39 GMT-0800 (Pacific Standard Time), Staff Engineer,"New York, NY",Former Employee ,Decent place to work with fairly good life work balance,I worked at IBM full-time for more than 5 years,,Benefits- medical and dental were excellent at a low cost to employees,Bonuses were not as high as some tech companies,,3.0,5.0,5.0,3.0,5.0,5.0
Mon Oct 21 2019 18:35:40 GMT-0700 (Pacific Daylight Time), Senior Consultant,,Current Employee ,Good Company to start a career,I have been working at IBM full-time for more than 3 years,,"Good Salary
Good promotion rate to senior consultant",Not enough project when on the bench,,5.0,5.0,2.0,3.0,5.0,4.0
Mon Nov 04 2019 08:10:41 GMT-0800 (Pacific Standard Time), Global Sales Manager,,Current Employee ,"Once great, now declining",I have been working at IBM full-time for more than 8 years,1,Good 401K matching. Some very good people.,Poor Healthcare plans. Company focus on quarterly profits kills product and sales quality. Customers see new account reps every few months. Constant cut-backs and re-orgs results in terrible moral.,Start focusing on treating employees well and improving products instead of bleeding the last bit of profit on both until they are gone.,2.0,2.0,1.0,1.0,3.0,1.0
Tue Nov 05 2019 10:23:39 GMT-0800 (Pacific Standard Time), Business Operations Professionals,"South Houston, TX",Current Employee ,No directions included,I have been working at IBM full-time for more than 3 years,,Work life balance is great. More than average flexibility to work from home whenever needed. Several teams only work in office twice a week.,"Management is still operating under the former company, good Ole boy system. If you're not white and or a male, you don't stand a chance of promotion, unless your manag(er/ement) is from the traditional IBM. Otherwise, all of HIS people will get the promotions and or pay increases.","From the GM level and up - take a step back and ask ""at what point do I accept that it's not working""? There are a lot of talented people that have YEARS of experience who are ready to leave the company because you have disconnected yourself. Don't ask for the solution to a problem if you won't implement it. Stop being ""bosses"" and start being ""leaders"".",2.0,5.0,1.0,1.0,1.0,1.0
Mon Oct 21 2019 09:31:11 GMT-0700 (Pacific Daylight Time), Intern ,"Research Triangle Park, NC",Current Employee ,Good place to start career,I have been working at IBM full-time for less than a year,,"Excellent learning environment, helpful people",Some redundant work done due to less inter-team communication,,4.0,5.0,4.0,4.0,3.0,4.0
Sat Nov 02 2019 20:53:43 GMT-0700 (Pacific Daylight Time), Product Support Manager,"Atlanta, GA",Current Employee ,Not great,I have been working at IBM full-time for more than 8 years,1,"Flexibility, tons of learning material, can be a good school to prepare you for other jobs.","too much bureaucracy. bullying from execs, attrition and no back filling",You really need to listen to those in the front lines.,3.0,3.0,2.0,3.0,4.0,2.0
Mon Nov 04 2019 10:37:58 GMT-0800 (Pacific Standard Time), Software Engineer,,Former Employee ,Average place to work,I worked at IBM full-time for more than 3 years,,"Very relaxed environment. 
Flexible schedule.","Slow.
Hard for career advancement.
Very small bonuses.",,3.0,5.0,5.0,3.0,2.0,4.0
Sat Oct 19 2019 14:05:55 GMT-0700 (Pacific Daylight Time), Managing Consultant,,Current Employee ,Good Place for Knowledge Empowerment,I have been working at IBM full-time for more than 8 years,,There are many opportunities to diversify technical skills.,"Many websites, wikis, blogs to read for information",,5.0,5.0,5.0,5.0,5.0,5.0
Sat Oct 19 2019 16:30:09 GMT-0700 (Pacific Daylight Time), Data Scientist,"Armonk, NY",Former Employee ,Great Company. Great Tech. Great Leadership,I worked at IBM full-time for more than 5 years,," Powerful technology
- Interesting problems
- Strong resources
- Deep support"," Hard to differentiate yourself
- Not always easy to get promoted as fast as you'd like",Find ways to help special employees shine,5.0,4.0,4.0,4.0,5.0,5.0
Sat Nov 02 2019 07:07:30 GMT-0700 (Pacific Daylight Time), Software Engineer,"Austin, TX",Former Employee ,Get experience and go somewhere else,I worked at IBM full-time for more than 8 years,1,Name recognition. People will be impressed when you tell them you work for IBM. It's best to work there a couple years for the experience and move on.,"IBM doesn't understand the concept of Human Capital. It's all about the bottom line. Senior employees are regularly let go because they earn too much $$ and vacation. New Grads are hired for less and IBM pockets the difference.
It's an us and them feeling between management. I always felt the managers were up to something the workers shouldn't now about.",Be more transparent.,2.0,3.0,2.0,3.0,3.0,2.0
Thu Oct 31 2019 05:07:44 GMT-0700 (Pacific Daylight Time), Cognitive Consultant,"Washington, DC",Current Employee ,Depends on how lucky you yet. Minimal managerial support.,I have been working at IBM full-time for more than a year,1,"There are some very cool projects that are actually useful to the government - FDA records classification, simplifying searching through HHS database. As IBM is really banking on AI to pull itself into the future, you will be exposed lots of AI techologies like NLP, computer vision, some element of creating models for classification and prediction.

The DC office is on F and 14th so very conveniently located one...","The mentorship opportunities are little to none. Everyone who has the technical competence to be a mentor is overworked and overstressed, and you can only really get them to spend time with you if you happen to be on the same project. I have been on several projects where I, with less than one year of experience, have been the lead on a project simply because everyone else is too expensive or unavailable.

While you...",Make sure each entry level consultant has a mentor. Staff them on projects that they want to work on.,3.0,3.0,3.0,5.0,2.0,3.0
Sat Nov 02 2019 21:06:31 GMT-0700 (Pacific Daylight Time), Program Director,,Former Employee ,Many years at IBM,I worked at IBM full-time for more than 10 years,,"Great opportunity to learn technology, get international experience, and try out many things at a big company.","House of cards, bureaucratic, not the smartest people in the industry, slow paced, IBM on the resume does not help, company is essentially slowly failing,",,3.0,4.0,3.0,3.0,1.0,2.0
Fri Oct 18 2019 03:42:41 GMT-0700 (Pacific Daylight Time), Engineer,,Former Employee ,Excellent,I worked at IBM full-time for more than 10 years,,Work Life Balance and Mangement,"None at all, loved IBM",,5.0,5.0,5.0,5.0,5.0,5.0
Mon Oct 14 2019 14:14:52 GMT-0700 (Pacific Daylight Time), Dev Manager,,Current Employee ,A Pragmatic Behemoth,I have been working at IBM full-time for more than 5 years,1,"Lots of long time employees that appreciate IBM.
Pragmatism in daily dealings.","Lots of volatility in your job security.
Yearly layoffs and MO of downsizing entire teams with no notice.","Stop talking about co-location, its hurting our hiring and retention efforts",5.0,5.0,5.0,5.0,4.0,4.0
Thu Oct 31 2019 22:40:19 GMT-0700 (Pacific Daylight Time), Manager,,Former Employee ,Decent Company,I worked at IBM full-time,,Decent company with many learning oppurunities,Compensation is not great and also bonus,,3.0,3.0,3.0,4.0,3.0,3.0
Fri Nov 01 2019 12:38:35 GMT-0700 (Pacific Daylight Time), Consultant,,Former Employee ,Beware - Constant Layoffs,I worked at IBM full-time,,IBM is a large company that has a lot of brand recognition and stands out on your resume,There is a very high turnover rate and constant layoffs impact morale,,2.0,,,,,
Thu Oct 17 2019 14:00:54 GMT-0700 (Pacific Daylight Time), SAP Technical Consultant,"Baton Rouge, LA",Current Employee ,Good starting spot,I have been working at IBM full-time for less than a year,,"people, environment, shared knowledge, subject matter experts","rigid policies, hard to transfer to other departments/towns. low pay",,4.0,,,,,
Thu Oct 17 2019 21:55:27 GMT-0700 (Pacific Daylight Time), Consultant,,Current Employee ,Traditional but great place to work,I have been working at IBM full-time,,flexibility depending on project and some cool projects,"salary, traditional, constantly changing managers",,4.0,3.0,4.0,3.0,2.0,3.0
Tue Oct 29 2019 20:16:07 GMT-0700 (Pacific Daylight Time), Senior Project Manager,"Littleton, MA",Current Employee ,meeeh,I have been working at IBM full-time for more than 10 years,1,Well its the legacy...Its IBM!,"little or no motivation to advance, no pay for advancement",Pay your greatest assets,3.0,3.0,3.0,2.0,2.0,3.0
Wed Oct 16 2019 17:31:46 GMT-0700 (Pacific Daylight Time),,"Minneapolis, MN",Current Employee ,IT Specialist,I have been working at IBM full-time for more than 8 years,,"Lots of room to grow, great people, and great culture.","Lots of travel, depending on the business unit.",,5.0,3.0,5.0,5.0,,
Wed Oct 16 2019 04:23:19 GMT-0700 (Pacific Daylight Time), Consultant,"Washington, DC",Current Employee ,Good Starter Job,I have been working at IBM full-time for more than a year,,Lots of opportunity and large contract base.,Difficult to navigate between projects.,,4.0,4.0,3.0,4.0,4.0,3.0
Wed Oct 16 2019 09:34:55 GMT-0700 (Pacific Daylight Time), Data Scientist Intern,,Current Employee ,"Great place to work, lots of learning opportunity",I have been working at IBM full-time,,Pays very well and had much room to grow even for a large company,"Typical large company cons, some bureaucracy and sometimes meetings take over the technical work",,4.0,,,,,
Wed Oct 16 2019 19:46:21 GMT-0700 (Pacific Daylight Time), Delivery Project Executive,,Current Employee ,Good For Independent Workers,I have been working at IBM full-time for more than 10 years,,"Opportunities are there if you push yourself, learn, and operate outside of your comfort zone.
Wide variety of technology and business services, great opportunity to learn and work in different areas.","Very little career guidance or support provided by management.
Job security is similar to that of a contractor, if business or budgets dry up people are cut quickly","Help employees find their place, help guide them into growing areas before they receive the dreaded 'RA' (Resource Action - i.e. layoff)",4.0,3.0,3.0,4.0,3.0,3.0
Tue Oct 15 2019 11:58:02 GMT-0700 (Pacific Daylight Time), Software Quoter Representative,"Miami, FL",Former Employee ,It was a great company.,I worked at IBM full-time for more than 10 years,,Very good human resources and prepared people.,They are replacing old employee by millenials.,,4.0,3.0,4.0,2.0,3.0,3.0
Tue Oct 15 2019 13:49:28 GMT-0700 (Pacific Daylight Time), Staff Software Engineer,"Rochester, MN",Former Employee ,Good company,I worked at IBM full-time for more than 8 years,,Different projects. Lots of great colleagues. Support for Women in the field,Working nights and weekends was normal. Unable to have much say on projects outcomes.,,4.0,2.0,4.0,5.0,5.0,4.0
Tue Oct 15 2019 15:37:02 GMT-0700 (Pacific Daylight Time), Sales Enablement Manager,"New York, NY",Current Employee ,Decent company with good benefits,I have been working at IBM full-time for more than 5 years,,good benefits for a big,medium pay compared to other companies,,4.0,5.0,3.0,4.0,3.0,4.0
Tue Oct 15 2019 20:19:33 GMT-0700 (Pacific Daylight Time), Automation Engineer,"Cary, NC",Current Employee ,Automation Test Engineer,I have been working at IBM full-time for more than 5 years,,Good exposuru to new technologies and,Being in the same project for long time,Nothing,4.0,3.0,3.0,4.0,4.0,2.0
