date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Sun Nov 03 2019 10:08:35 GMT-0800 (Pacific Standard Time), SDE1,,Current Employee ,nice,I have been working at Google full-time,,nice company and envs. Loves it,"No down side, I love it",,5.0,5.0,5.0,5.0,5.0,5.0
Tue Oct 29 2019 14:08:33 GMT-0700 (Pacific Daylight Time),,,Former Employee ,Product Marketing Manager,I worked at Google full-time,1,"Great environment, great coworkers. Breadth of work was great and lots of opportunities to pursue you're interests within the marketing function",Starting to feel like a big company. Lots of work to get work approved and into the world.,,5.0,,,,,
Fri Nov 01 2019 22:32:30 GMT-0700 (Pacific Daylight Time), Senior Software Engineer,"San Francisco, CA",Current Employee ,The company that always brings new excitements,I have been working at Google full-time for more than 5 years,,"It's very transparent, you can interact with people from any teams, even if they are doing remotely relevant things.",Some projects are so mature that may lack technical excitement.,,5.0,5.0,4.0,5.0,4.0,4.0
Sat Nov 02 2019 09:49:46 GMT-0700 (Pacific Daylight Time), Intern,"New York, NY",Current Employee ,Amazing,I have been working at Google part-time for less than a year,,Couldnt ask for a better place,"Nothing, everything here is just great",,5.0,5.0,5.0,5.0,5.0,5.0
Fri Nov 01 2019 01:25:03 GMT-0700 (Pacific Daylight Time), Electrical Design Engineer,"Germany, OH",Current Employee ,"Kurze Str. 11, Neubrandenburg, 17034, Deutschland.",I have been working at Google part-time,,"too many
 Enough name Google","Google maze only.
 The disadvantages I do not think there is a defect
 There is a possibility of some staff
 Who work for their benefit and forget Google's interest.
 They don't want to deliver information
 ..And esteronha on themselves.
 The second topic is regulatory and not a flaw
 Poor communication between Google sites.","The administration draws its opinion through the sites
 All are not limited to one site and two ray
 Yes no courtesy but kindness of speech
 We always learn from Google.
 So we loved it.",5.0,5.0,5.0,5.0,5.0,5.0
Fri Nov 01 2019 03:10:52 GMT-0700 (Pacific Daylight Time), Software Engineer,"Mountain View, CA",Former Employee ,nice,I worked at Google full-time for more than a year,,very good to work here,there is no cons man,good,5.0,5.0,5.0,5.0,5.0,5.0
Thu Oct 31 2019 11:46:24 GMT-0700 (Pacific Daylight Time), Analyst,,Former Employee ,Good,I worked at Google full-time,,Very good company I like a lot,No cons to report thanks,,5.0,,,,,
Tue Oct 29 2019 21:26:39 GMT-0700 (Pacific Daylight Time), Software Engineer Summer,"Sunnyvale, CA",Former Employee ,very nice,I worked at Google full-time for less than a year,,free food. nice people to work with.,I didn't find any. so no.,nice job nice job nice job,5.0,5.0,5.0,5.0,5.0,5.0
Wed Oct 30 2019 06:27:07 GMT-0700 (Pacific Daylight Time), Director of Engineering,"Sunnyvale, CA",Former Employee ,"Great place to work - smart people, growing challenges",I worked at Google full-time for more than a year,,"Good environment, compensation, challenging issues, good work-life balance","!00K+ people, complex matrix orgs, leadership challenges",,5.0,4.0,4.0,5.0,5.0,5.0
Mon Oct 28 2019 15:29:57 GMT-0700 (Pacific Daylight Time),,,Current Employee ,interaction designer,I have been working at Google full-time,,"very open, very friendly can learn a lot","too open, do not have a good mentor",,5.0,,,,,
Mon Oct 28 2019 23:05:46 GMT-0700 (Pacific Daylight Time),,"Mountain View, CA",Current Employee ,Fantastic Place to Work,I have been working at Google full-time for more than a year,,Intelligent and great people to work with.,Imposter syndrome is very common,,5.0,5.0,5.0,5.0,4.0,5.0
Tue Oct 29 2019 11:06:50 GMT-0700 (Pacific Daylight Time),,"Los Angeles, CA",Current Employee ,It was a good company to work for,I have been working at Google full-time for more than 8 years,,a lots of perks are included,nothing much can be said,give more salary to the employees,5.0,5.0,5.0,5.0,5.0,5.0
Tue Nov 12 2019 05:44:47 GMT-0800 (Pacific Standard Time), Account Executive,"Chicago, IL",Former Employee ,Great work place,I worked at Google full-time for more than a year,,"Work hard, play hard and make good money",No work life balance and high expectations,Just keep growing,4.0,1.0,5.0,5.0,5.0,5.0
Wed Nov 13 2019 00:01:19 GMT-0800 (Pacific Standard Time), Software Engineer,,Current Employee ,Do NOT work here if you have ADD/ADHD,I have been working at Google full-time for more than a year,,The pay and benefits are spectacular,"Google was modeled after the quintessential academic institution. Thus, Google was designed for those who thrive in academia. Also, yes, Google does operate and feel like a big corporation; with all the rules, processes, red tape, etc you'd expect from a big corporation. This combination is a nightmare for anyone with ADD/ADHD.

As far as the Software Engineering role is concerned; nearly everything at Google is built in house and there are libraries that try to solve every problem you'd ever have. What this means is;
 1. You'll spend a lot of time re-learning most of what you already know
 2. These ""do-everything"" libraries, in addition to adding non-sensical complexity, take from you the interactive and fun part of building software and replace it with poorly written guides.

The majority of a Software Engineer's time will be spent digging through code and lengthy guides, with relatively little hands-on programming. If you have ADD/ADHD, please seriously consider the above before accepting a Software Engineer role.","1. Stop advertising positions as requiring creativity and outside the box thinking when the primary role responsibility is trying to make sense of over-engineered software and poor but lengthy documentation.

2. Perform an internal study to define the breath of learning styles (not just in Google, but in the industry) and define changes that need to happen to make internal guides *universally accessible and useful* to those of us who have non-traditional learning styles.",2.0,3.0,3.0,2.0,5.0,3.0
Mon Nov 11 2019 22:11:41 GMT-0800 (Pacific Standard Time), Software Engineer,"Mountain View, CA",Former Employee ,n/a,I worked at Google full-time for more than 3 years,,as typical big software company now.. not used to be,more political than before even engineering,,3.0,,,,,
Wed Oct 23 2019 20:33:04 GMT-0700 (Pacific Daylight Time), People Operations,"Seattle, WA",Current Employee ,"Great work/life balance, a company that truly invests in it's employees for the longterm.",I have been working at Google full-time for more than a year,1,"Excellent Leadership
Collaborative culture
Programs that allow you to temporarily try new teams and positions
Google is generous with it's employees in every way; compensation, benefits, time off, and flexibility.","Impact/scope of work 
generous culture has led some employees to feel very entitled.
growth can be slow",Take more risks. Create more programs to develop internal talent.,5.0,5.0,5.0,2.0,5.0,5.0
Sun Oct 27 2019 09:39:57 GMT-0700 (Pacific Daylight Time),,,Current Employee ,A good company to start,I have been working at Google full-time,,"very good infra, high pay",the job is a little trivial,,5.0,5.0,5.0,5.0,5.0,5.0
Sun Oct 27 2019 15:12:18 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Software Engineer,I have been working at Google full-time for more than a year,,"Smart peers, perks, free food","Peer pressure, long discussion, nothing more.",,5.0,,,,,
Sun Nov 10 2019 04:56:45 GMT-0800 (Pacific Standard Time), Senior Software Engineer,"New York, NY",Former Employee ,Good learning expeience,I worked at Google full-time for more than a year,,"Benefits, Flexibility, Perks, Technology and nice to have on resume",Long working hours. Too big a company to stamp your impact/authority.,Motivate long term employees to stay put and not be hijacked by other companies.,4.0,4.0,4.0,5.0,5.0,4.0
Thu Oct 24 2019 21:59:00 GMT-0700 (Pacific Daylight Time),,,Current Employee ,Good place to work,I have been working at Google full-time,,"good wlb, make friends at work","promo is hard, politics take time",,5.0,,,,,
Fri Oct 25 2019 07:12:45 GMT-0700 (Pacific Daylight Time),,"Chicago, IL",Former Employee ,Account Executive,I worked at Google full-time for more than 8 years,,"People are great, in office benefits are good",Politics that come along with being part of a large corporation,,5.0,5.0,5.0,3.0,4.0,5.0
Fri Oct 25 2019 07:41:38 GMT-0700 (Pacific Daylight Time),,,Current Employee ,meh,I have been working at Google full-time,,"It was google, you know",Google ended up being a political nightmare,,5.0,,,,,
Thu Nov 07 2019 20:45:13 GMT-0800 (Pacific Standard Time), Senior Staff Software Engineer,,Current Employee ,Institutionalized,I have been working at Google full-time for more than 10 years,,"Still feel good about the work itself - Institutionalized perhaps, as I'm now part of the process that keeps the money printer running.",It's hard to say you can really bring your whole self these days. Google leadership seems to have lost the ability to lead it's employees through organizational change.,Avoid the self inflicted mutinies caused by foolish tone-deafness and go back to leading through changes and respecting the culture you inherited from Larry and Sergey.,4.0,4.0,4.0,4.0,4.0,2.0
Wed Oct 23 2019 18:40:52 GMT-0700 (Pacific Daylight Time), Software Engineer,,Current Employee ,Good work environment and good pay,I have been working at Google full-time for more than a year,,"Free lunch and good pay, snacks and good mentor",Work hard and longtime commute,No,5.0,5.0,5.0,5.0,5.0,5.0
Thu Oct 24 2019 06:38:56 GMT-0700 (Pacific Daylight Time), Seller,"New York, NY",Current Employee ,Great,I have been working at Google full-time for more than a year,,Good job great environment safe,None none none none none,,5.0,5.0,5.0,5.0,5.0,5.0
Thu Oct 24 2019 13:34:56 GMT-0700 (Pacific Daylight Time), PGM,"Mountain View, CA",Current Employee ,PgM,I have been working at Google full-time for more than a year,,"culture, people are all great",cons as with large orgs,,5.0,5.0,5.0,5.0,5.0,5.0
Wed Nov 06 2019 18:21:06 GMT-0800 (Pacific Standard Time), Assistant Buyer,,Current Employee ,Hey,I have been working at Google part-time,,Awesome for this position yeah,None To say about it,,4.0,5.0,5.0,5.0,5.0,5.0
Tue Oct 22 2019 16:49:29 GMT-0700 (Pacific Daylight Time), TSC,"Boulder, CO",Former Employee ,Great Company,I worked at Google full-time for less than a year,,"Great Work Culture
Great Work life balance",Couldn't find any con's for Google,,5.0,5.0,5.0,5.0,5.0,5.0
Wed Oct 23 2019 13:53:56 GMT-0700 (Pacific Daylight Time), Account Strategist,"Ann Arbor, MI",Former Employee ,Awesome Place,I worked at Google full-time for less than a year,,Great company culture and benefits,Everyone overworks out of fear of appearing inadequate,keep encouraging employees to keep a healthy work-life balance.,5.0,5.0,5.0,5.0,5.0,5.0
Mon Nov 04 2019 18:09:46 GMT-0800 (Pacific Standard Time), Senior Software Engineer,,Current Employee ,Low stress job for competent people,I have been working at Google full-time for more than 3 years,,"Great place to learn how to write good software. Relaxed work, my team didn't have hard deadlines. People are very friendly, and usually competent. Benefits are good.","The company is getting huge, which leads to complications. I felt like we were hiring too much, and it was sometimes hard to find meaningful projects to work on.",Try not to become a conventional company. Right now it's becoming more and more top-down.,4.0,5.0,4.0,5.0,4.0,3.0
Mon Nov 04 2019 18:09:46 GMT-0800 (Pacific Standard Time), Senior Software Engineer,,Current Employee ,Low stress job for competent people,I have been working at Google full-time for more than 3 years,,"Great place to learn how to write good software. Relaxed work, my team didn't have hard deadlines. People are very friendly, and usually competent. Benefits are good.","The company is getting huge, which leads to complications. I felt like we were hiring too much, and it was sometimes hard to find meaningful projects to work on.",Try not to become a conventional company. Right now it's becoming more and more top-down.,4.0,5.0,4.0,5.0,4.0,3.0
Mon Oct 21 2019 02:36:18 GMT-0700 (Pacific Daylight Time),,,Associate Product Marketing Manager ,Incredible summer internship in Google BOLD program,I worked at Google,,Great everything. Great people. Cool products. Great pay. Free food. Great environment. Excellent impact through projects. Loved it and favorite place to be in the world.,"Not many, just making sure you get along with coworkers on key project components.",Keep it up!,5.0,5.0,5.0,4.0,5.0,5.0
Mon Oct 21 2019 08:03:58 GMT-0700 (Pacific Daylight Time), People Programs Manager,"Chicago, IL",Former Employee ,NA,I worked at Google full-time for more than 10 years,,Awesome company to work for.,work life balance was a challenge,NA,5.0,2.0,5.0,4.0,5.0,5.0
Thu Oct 17 2019 09:51:15 GMT-0700 (Pacific Daylight Time), Software Engineer,,Current Employee ,Great place to work!,I have been working at Google full-time,1,"relaxed, smart coworkers, does a lot of interesting things",slow moving and work is narrow in scope,,5.0,,,,,
Mon Nov 04 2019 05:05:13 GMT-0800 (Pacific Standard Time), SWE,"New York, NY",Current Employee ,Leetcode,I have been working at Google full-time for less than a year,,Interviewee respectful and helpful when lost,Broad range of topics to study,,3.0,4.0,,,,
Mon Nov 04 2019 13:04:41 GMT-0800 (Pacific Standard Time), President/Chief Executive Officer,"Mountain View, CA",Former Employee ,Not bad,I worked at Google full-time for more than a year,,"Nice environment, I enjoyed my time","Lots of work, but worth it",,3.0,4.0,5.0,3.0,5.0,4.0
Sun Nov 03 2019 08:06:35 GMT-0800 (Pacific Standard Time), Assistant Manager Supply Chain,"San Antonio, TX",Current Employee ,Cool,I have been working at Google part-time for less than a year,,Supercool stuff here at work to do,Few to say the least,Bottom up,4.0,2.0,3.0,3.0,5.0,4.0
Thu Oct 17 2019 18:17:46 GMT-0700 (Pacific Daylight Time), Director of Engineering,,Current Employee ,Great Company,I have been working at Google full-time,,Great environment to innovate and build,Too big sometimes disabling growth,,5.0,4.0,4.0,4.0,4.0,4.0
Thu Oct 17 2019 22:09:00 GMT-0700 (Pacific Daylight Time), Head of Commercialization,"Cambridge, MA",Current Employee ,Incredible culture and talent,I have been working at Google full-time for more than 8 years,,"* extremely high caliber of people
* transparent culture has persisted relatively well, even as the company has grown
* great opportunities for internal, lateral mobility","* promotions and review process is grueling; challenging for people motivated by this
* decision making and innovation has slowed in some areas as company has grown
* lots of travel and long hours for my particular role",,5.0,3.0,5.0,5.0,5.0,4.0
Fri Oct 18 2019 05:37:12 GMT-0700 (Pacific Daylight Time), Software Engineer,"New York, NY",Current Employee ,Great place to work!,I have been working at Google full-time for more than a year,,"relaxed, smart coworkers, does a lot of interesting things",slow moving and work is narrow in scope,,5.0,5.0,5.0,5.0,5.0,5.0
Fri Oct 18 2019 12:09:14 GMT-0700 (Pacific Daylight Time)," Busser, Hostess, Expo, Dishwasher, Cashier","Fort Collins, CO",Current Employee ,Please hire me ASAP!,I have been working at Google full-time for less than a year,,"Hard worker, reliable, professional, team oriented or solo, persistent","If I don’t pay attention, I could be spending one to get better result doing it and redoing it.",Know what works for you and stick with it!,5.0,5.0,5.0,5.0,5.0,5.0
Fri Nov 01 2019 10:26:15 GMT-0700 (Pacific Daylight Time), Senior Staff Software Engineer,"Sunnyvale, CA",Current Employee ,"Awesome fundamentals, struggles with growth",I have been working at Google full-time for more than 8 years,,Fantastic people who care tremendously about doing the right thing.,"Google has grown very fast, and is struggling to maintain its culture in the face of all the new people. It also struggles to find consistent product direction now that it's branching more aggressively out of search & ads.","Choose your battles; if you're going to play in product-focused business areas, put the right expertise and incentives in place to make products that work really well. Don't try to do everything, especially in a bottom-up fashion.",4.0,4.0,4.0,4.0,5.0,3.0
Wed Oct 30 2019 05:33:41 GMT-0700 (Pacific Daylight Time), Sales,,Former Employee ,Lots going on at google,I worked at Google full-time,,big company lots to work on,no cons great place to work,,4.0,,,,,
Mon Oct 28 2019 22:53:39 GMT-0700 (Pacific Daylight Time),,"Los Angeles, CA",Former Employee ,Globalization,I worked at Google full-time for more than 10 years,,"good systems, good gym,good cafeteria","In this globalization arena , u need to see 4 girls marry one, like that, u need to attend 4 interviews choose companies like this one.","looking from, top to bottom, bottom to top, there is a huge difference",3.0,2.0,1.0,5.0,5.0,1.0
Sun Oct 13 2019 18:32:53 GMT-0700 (Pacific Daylight Time), Senior User Experience Designer,"Mountain View, CA",Former Employee ,Great place to work - but bigger doesn't always mean better,I worked at Google full-time for more than 8 years,,Work on top global products,The parts you work on become really small if you are on a large project...if you can find interesting new projects you will have more scope and impact.,,5.0,5.0,5.0,4.0,5.0,5.0
Mon Oct 14 2019 14:44:02 GMT-0700 (Pacific Daylight Time), BizOps,,Former Employee ,Great place to work and grow!,I worked at Google full-time,,Fast paced and smart people,can be a little slow moving at times,,5.0,,,,,
Mon Oct 07 2019 12:38:46 GMT-0700 (Pacific Daylight Time), Software Engineer,,Current Employee ,Well balanced work and life.,I have been working at Google full-time for less than a year,2,Not much pressure work. Well balanced between life and work.,Cannot think of one right now. Maybe a little bit hard to apply?,,5.0,5.0,5.0,5.0,5.0,5.0
