"jobTitle","meanPay","Range"
"Fulfillment Associate (Overnight) - Hourly","$14/hr","Range: $11 - $16"
"Financial Analyst - Monthly Intern","$3,851/mo","Range: $3K - $6K"
"Washington","$124,093/yr","Range: $57K - $170K"
"Senior Software Development Manager","$163,983/yr","Range: $140K - $184K"
"Fulfillment Center Associate - Hourly","$13/hr","Range: $11 - $15"
"Director","$168,773/yr","Range: $136K - $197K"
"Technical Program Manager III","$155,536/yr","Range: $126K - $177K"
"Process Assistant","$35,522/yr","Range: $29K - $48K"
"Senior User Experience Designer","$134,334/yr","Range: $98K - $155K"
"Human Resources Business Partner","$80,758/yr","Range: $56K - $178K"
"Senior Human Resources Assistant - Hourly","$26/hr","Range: $22 - $28"
"Senior Human Resources Assistant","$53,253/yr","Range: $48K - $63K"
"Senior Finance Manager","$149,260/yr","Range: $112K - $168K"
"Software Development Engineer I Intern - Monthly","$6,602/mo","Range: $6K - $9K"
"Technical Account Manager","$84,125/yr","Range: $52K - $150K"
"Warehouse Associate","$29,810/yr","Range: $20K - $43K"
"Tier I Warehouse Associate - Hourly","$14/hr","Range: $12 - $16"
"Systems Engineer","$101,601/yr","Range: $71K - $145K"
"Amazon Software Development Engineer - Monthly Intern","$6,910/mo","Range: $6K - $9K"
"Business Analyst II","$91,389/yr","Range: $75K - $108K"
"Support Engineer III","$81,437/yr","Range: $62K - $105K"
"Software Developer","$106,615/yr","Range: $62K - $173K"
"Customer Service Representative - Hourly","$11/hr","Range: $10 - $17"
"Warehouse Fulfilment Associate - Hourly","$15/hr","Range: $13 - $17"
"Tier III Process Assistant - Hourly","$16/hr","Range: $15 - $21"
"Prime Now Associate - Hourly","$14/hr","Range: $10 - $16"
"Warehouse Associate - Hourly","$14/hr","Range: $11 - $16"
"IT Manager","$110,106/yr","Range: $79K - $136K"
"Facilities Manager","$107,306/yr","Range: $92K - $142K"
"Senior Product Manager Technical Products","$144,966/yr","Range: $124K - $174K"
"Solutions Architect","$145,461/yr","Range: $87K - $187K"
"Area Operations Manager","$66,895/yr","Range: $45K - $91K"
"Web Development Engineer","$109,661/yr","Range: $86K - $144K"
"HR Business Partner","$82,655/yr","Range: $60K - $100K"
"Operations Manager III","$107,064/yr","Range: $81K - $140K"
"Senior Manager, Product Management","$159,912/yr","Range: $128K - $173K"
"Programmer/Analyst II","$112,018/yr","Range: $91K - $137K"
"Senior Technical Account Manager","$149,666/yr","Range: $75K - $166K"
"Warehouse Associate I - Hourly","$14/hr","Range: $12 - $17"
"Recruiting Coordinator - Hourly","$26/hr","Range: $23 - $30"
"Area Manager Level V","$80,931/yr","Range: $64K - $101K"
"Principal Product Manager","$161,832/yr","Range: $144K - $186K"
"Shift Manager","$60,300/yr","Range: $48K - $86K"
"Software Development Engineer In Test","$108,345/yr","Range: $95K - $144K"
"Software Development Engineer - Hourly Intern","$43/hr","Range: $34 - $51"
"User Experience Designer","$110,548/yr","Range: $86K - $142K"
"Senior Business Development Manager","$150,335/yr","Range: $119K - $182K"
"Financial Analyst I","$67,396/yr","Range: $57K - $78K"
"Business Intelligence Engineer II","$115,053/yr","Range: $93K - $139K"
"Program Manager I","$77,074/yr","Range: $60K - $94K"
"Senior Solutions Architect","$159,947/yr","Range: $140K - $175K"
"Amazon Warehouse Worker - Hourly","$13/hr","Range: $11 - $17"
"Safety Manager","$107,093/yr","Range: $93K - $117K"
"Quality Assurance Engineer I","$96,852/yr","Range: $81K - $106K"
"Cloud Support Associate","$70,760/yr","Range: $65K - $80K"
"Transportation Manager","$70,188/yr","Range: $47K - $81K"
"Maintenance Technician","$44,379/yr","Range: $42K - $53K"
"Loss Prevention Manager","$69,469/yr","Range: $50K - $83K"
"Recruiting Coordinator","$55,861/yr","Range: $45K - $65K"
"Research Scientist II","$128,772/yr","Range: $106K - $151K"
"Fulfillment Associate - Hourly","$13/hr","Range: $11 - $15"
"Senior Technical Product Manager","$146,522/yr","Range: $124K - $175K"
"Software Development Engineer I - Monthly Intern","$6,483/mo","Range: $6K - $9K"
"SDE-II","$136,465/yr","Range: $103K - $166K"
"Virtual Customer Service Representative - Hourly","$10/hr","Range: $10 - $15"
"Systems Engineer II","$113,981/yr","Range: $94K - $135K"
"Sorter - Hourly","$13/hr","Range: $11 - $15"
"Problem Solver - Hourly","$14/hr","Range: $12 - $16"
"Support Engineer IV","$107,425/yr","Range: $85K - $136K"
"Amazon Delivery Driver - Hourly","$16/hr","Range: $13 - $21"
"Associate Vendor Manager","$62,960/yr","Range: $59K - $96K"
"Warehouse Worker - Hourly","$14/hr","Range: $11 - $20"
"Shipping Clerk - Hourly","$16/hr","Range: $14 - $19"
"Senior Coordinator","$62,975/yr","Range: $57K - $72K"
"Logistics Manager","$61,035/yr","Range: $55K - $98K"
"CSA - Customer Service Associate - Hourly","$11/hr","Range: $10 - $16"
"Team Manager","$54,721/yr","Range: $48K - $92K"
"Intern - Monthly","$6,676/mo","Range: $4K - $9K"
"Senior Product Manager - Technical","$150,118/yr","Range: $128K - $173K"
"Business Development Manager","$122,736/yr","Range: $75K - $163K"
"Area Manager II","$69,741/yr","Range: $59K - $87K"
"Principal Software Engineer","$167,994/yr","Range: $147K - $182K"
"Customer Service Associate - Hourly","$11/hr","Range: $9 - $15"
"Senior Recruiter","$117,154/yr","Range: $77K - $148K"
"Project Manager","$90,475/yr","Range: $47K - $134K"
"Data Associate - Hourly","$17/hr","Range: $16 - $22"
"Operations Analyst","$62,422/yr","Range: $57K - $73K"
"Senior HR Business Partner","$93,553/yr","Range: $85K - $124K"
"FC Associate I - Hourly","$15/hr","Range: $12 - $16"
"Buyer","$81,047/yr","Range: $53K - $99K"
"Product Manager II","$105,524/yr","Range: $90K - $136K"
"Data Center Technician - Hourly","$29/hr","Range: $22 - $36"
"Programmer/Analyst","$98,836/yr","Range: $72K - $141K"
"Logistics Specialist","$45,933/yr","Range: $32K - $59K"
"Fullfilment Associate - Hourly","$13/hr","Range: $11 - $15"
"Recruiting Coordinator - Hourly Contractor","$22/hr","Range: $19 - $27"
"Financial Analyst - Hourly Intern","$22/hr","Range: $21 - $23"
"Loss Prevention","$51,609/yr","Range: $49K - $59K"
"Trainer - Hourly","$17/hr","Range: $14 - $22"
"Control Systems Engineer","$85,166/yr","Range: $76K - $93K"
"User Experience Designer II","$118,860/yr","Range: $100K - $143K"
"Operations Manager II","$84,379/yr","Range: $59K - $131K"
"Systems Development Engineer","$115,937/yr","Range: $98K - $137K"
"Operations Leadership - Monthly Intern","$3,463/mo","Range: $2K - $4K"
"Senior Instock Manager","$125,306/yr","Range: $105K - $145K"
"Senior Technical Recruiter","$111,037/yr","Range: $75K - $149K"
"Database Administrator II","$126,381/yr","Range: $113K - $138K"
"Warehouse Packer - Hourly","$14/hr","Range: $13 - $17"
"Senior HR Assistant","$63,659/yr","Range: $60K - $74K"
"Recruiting Manager","$122,845/yr","Range: $90K - $160K"
"Area Manager I","$56,074/yr","Range: $48K - $66K"
"Safety Specialist - Hourly","$26/hr","Range: $22 - $30"
"Administrative Assistant","$57,982/yr","Range: $43K - $65K"
"Customer Service Manager","$53,049/yr","Range: $44K - $90K"
"Senior Data Engineer","$132,905/yr","Range: $104K - $160K"
"HR Assistant","$54,267/yr","Range: $51K - $62K"
"Senior Human Resources Business Partner","$110,045/yr","Range: $84K - $132K"
"HR Manager","$110,335/yr","Range: $98K - $135K"
"Quality Assurance Engineer","$105,129/yr","Range: $87K - $128K"
"Associate - Hourly","$13/hr","Range: $11 - $14"
"Packing - Hourly","$13/hr","Range: $11 - $16"
"Data Scientist","$120,407/yr","Range: $93K - $158K"
"Warehouse Fulfillment Associate - Hourly","$15/hr","Range: $13 - $19"
"Systems Engineer Associate - Monthly Intern","$6,475/mo","Range: $6K - $7K"
"Human Resources Manager","$119,692/yr","Range: $47K - $139K"
"CSA - Hourly","$11/hr","Range: $10 - $15"
"Warehouse Associate Picker - Hourly","$14/hr","Range: $12 - $16"
"Software Engineer III","$141,674/yr","Range: $121K - $165K"
"L5 Area Manager","$70,976/yr","Range: $57K - $92K"
"Economist","$125,457/yr","Range: $92K - $153K"
"Data Analyst","$60,223/yr","Range: $36K - $107K"
"Corporate Counsel","$161,469/yr","Range: $152K - $266K"
"Web Development Engineer II","$109,038/yr","Range: $104K - $131K"
"EHS Specialist","$53,169/yr","Range: $40K - $63K"
"FC Associate I - Hourly","$14/hr","Range: $12 - $15"
"Software Development Engineer - Monthly","$7,561/mo","Range: $6K - $11K"
"Senior Project Manager","$132,011/yr","Range: $108K - $155K"
"Receiving Associate - Hourly","$14/hr","Range: $11 - $15"
"Software Developer - Monthly Intern","$6,772/mo","Range: $6K - $8K"
"Logistics Specialist - Hourly","$19/hr","Range: $17 - $27"
"Staffing Specialist","$64,872/yr","Range: $60K - $72K"
"Senior Manager, Software Development","$161,467/yr","Range: $139K - $195K"
"Senior Business Manager","$133,959/yr","Range: $118K - $164K"
"Shift Manager, Logistics","$60,367/yr","Range: $50K - $67K"
"TPM","$128,880/yr","Range: $105K - $160K"
"Fulfillment Associate","$28,306/yr","Range: $25K - $32K"
"Software Development - Monthly Intern","$6,649/mo","Range: $6K - $8K"
"Data Analyst - Hourly","$17/hr","Range: $14 - $24"
"HRBP","$83,554/yr","Range: $62K - $101K"
"Instock Manager","$88,711/yr","Range: $66K - $119K"
"Network Engineer","$116,462/yr","Range: $90K - $143K"
"UX Designer","$106,031/yr","Range: $96K - $131K"
"Software Engineering Manager","$152,579/yr","Range: $137K - $167K"
"IT Support Engineer","$57,215/yr","Range: $45K - $76K"
"Campaign Manager","$73,560/yr","Range: $66K - $94K"
"Site Merchandiser","$79,274/yr","Range: $50K - $106K"
"IT Support Technician","$35,579/yr","Range: $30K - $65K"
"Executive Assistant II","$74,803/yr","Range: $67K - $87K"
"General Warehouse Associate - Hourly","$13/hr","Range: $11 - $15"
"Delivery Driver - Hourly","$18/hr","Range: $14 - $21"
"Security Engineer","$118,864/yr","Range: $76K - $176K"
"Onsite Medical Representative - Hourly","$21/hr","Range: $20 - $23"
"Assistant  Manager","$76,747/yr","Range: $71K - $87K"
"Fulfillment Center Associate - Hourly","$13/hr","Range: $12 - $14"
"Product Manager III","$146,301/yr","Range: $126K - $169K"
"Seller Support Associate - Hourly","$16/hr","Range: $14 - $20"
"Intern - Hourly","$20/hr","Range: $9 - $49"
"Forklift Operator - Hourly","$14/hr","Range: $12 - $16"
"Software Development Engineer III/Senior Engineer","$154,493/yr","Range: $137K - $186K"
"Senior Product Marketing Manager","$141,712/yr","Range: $110K - $158K"
"Seasonal Fulfillment Associate - Hourly","$12/hr","Range: $11 - $14"
"Visual Designer","$85,256/yr","Range: $59K - $122K"
"Operations Area Manager","$62,291/yr","Range: $53K - $84K"
"Seasonal Warehouse Associate - Hourly","$15/hr","Range: $12 - $15"
"Program Specialist","$45,979/yr","Range: $42K - $57K"
"Principal Engineer","$161,834/yr","Range: $136K - $178K"
"Contracts Manager","$91,758/yr","Range: $76K - $104K"
"Sortation Associate - Hourly","$13/hr","Range: $11 - $15"
"Manager, Vendor Management","$134,779/yr","Range: $120K - $166K"
"Manager, Software Development","$155,361/yr","Range: $129K - $172K"
"Retail Leadership Rotation Program","$131,319/yr","Range: $124K - $174K"
"Instructional Designer","$97,944/yr","Range: $73K - $114K"
"Program Manager III","$132,031/yr","Range: $83K - $172K"
"Senior  Manager","$135,916/yr","Range: $122K - $163K"
"Inbound Stow - Hourly","$13/hr","Range: $11 - $16"
"Investigations Specialist - Hourly","$23/hr","Range: $18 - $24"
"Human Resources Assistant - Hourly","$22/hr","Range: $17 - $27"
"BI Engineer","$117,383/yr","Range: $92K - $148K"
"Systems Analyst","$75,947/yr","Range: $58K - $88K"
"Sales Manager","$106,458/yr","Range: $58K - $199K"
"Human Resources Specialist","$76,048/yr","Range: $65K - $119K"
"Strategic Account Manager","$95,016/yr","Range: $61K - $192K"
"Package Handler - Hourly","$13/hr","Range: $11 - $18"
"Front End Engineer","$120,141/yr","Range: $90K - $148K"
"Sorter - Hourly","$14/hr","Range: $12 - $17"
"EHS Specialist - Hourly","$24/hr","Range: $21 - $29"
"Maintenance Manager","$112,001/yr","Range: $105K - $135K"
"Package Handler - Hourly","$14/hr","Range: $11 - $20"
"Intern - Hourly","$22/hr","Range: $11 - $50"
"User Experience Designer I","$92,554/yr","Range: $76K - $120K"
"Operations Administrative Assistant - Hourly","$18/hr","Range: $16 - $21"
"PA - Hourly","$16/hr","Range: $13 - $20"
"Amazon Warehouse Worker","$28,304/yr","Range: $19K - $44K"
"IT Support Engineer - Hourly","$25/hr","Range: $21 - $36"
"Quality Assurance Manager","$127,413/yr","Range: $110K - $163K"
"Infrastructure Engineer","$77,706/yr","Range: $72K - $111K"
"Senior Systems Engineer","$123,560/yr","Range: $117K - $129K"
"Senior Technical Writer","$133,703/yr","Range: $91K - $185K"
"Operation Manager","$105,931/yr","Range: $83K - $128K"
"Software Engineer - Hourly Intern","$40/hr","Range: $34 - $51"
"Machine Learning Scientist","$141,475/yr","Range: $108K - $183K"
"Senior HR Manager","$133,753/yr","Range: $119K - $147K"
"Stocker - Hourly","$14/hr","Range: $11 - $27"
"Seasonal Warehouse Associate - Hourly","$13/hr","Range: $11 - $15"
"Customer Service Associate - Virtual - Hourly","$11/hr","Range: $10 - $15"
"Safety Specialist","$58,016/yr","Range: $43K - $107K"
"Operations Team Leader","$62,796/yr","Range: $60K - $63K"
"Financial Analyst - Monthly","$3,830/mo","Range: $4K - $8K"
"Project Engineer","$96,332/yr","Range: $86K - $129K"
"Delivery Driver - Hourly Contractor","$19/hr","Range: $14 - $25"
"Seasonal Fulfillment Associate - Hourly","$13/hr","Range: $11 - $14"
"Senior Business Analyst","$117,235/yr","Range: $95K - $136K"
"Site Manager","$78,219/yr","Range: $70K - $122K"
"Senior Manager, Program Management","$149,701/yr","Range: $119K - $161K"
"Stow - Hourly","$13/hr","Range: $12 - $15"
"Analyst","$73,262/yr","Range: $53K - $102K"
"Database Administrator","$117,489/yr","Range: $88K - $139K"
"Technical Writer","$96,910/yr","Range: $75K - $103K"
"Sr. Software Engineer","$160,447/yr","Range: $127K - $199K"
"Customer Service Representative - Hourly","$11/hr","Range: $11 - $15"
"Brand Specialist SVS","$60,135/yr","Range: $56K - $69K"
"Data Center Technician","$70,226/yr","Range: $40K - $112K"
"Operations Engineer","$97,453/yr","Range: $71K - $102K"
"Software Development Engineer - Intern","$85,173/yr","Range: $76K - $100K"
"Associate Buyer","$64,628/yr","Range: $58K - $70K"
"Process Engineer","$110,889/yr","Range: $93K - $124K"
"QA Engineer","$117,401/yr","Range: $106K - $130K"
"Human Resources","$58,571/yr","Range: $31K - $102K"
"Principal Technical Program Manager","$165,068/yr","Range: $147K - $357K"
"Sales Representative","$81,433/yr","Range: $40K - $154K"
"Data Associate","$42,232/yr","Range: $32K - $53K"
"Technical Program","$92,879/yr","Range: $87K - $96K"
"General Manager","$130,733/yr","Range: $50K - $167K"
"Principal Program Manager","$129,957/yr","Range: $101K - $196K"
"Web Developer","$98,211/yr","Range: $75K - $119K"
"Material Handler","$37,600/yr","Range: $36K - $40K"
"Network Technician","$65,452/yr","Range: $55K - $80K"
"SDET2","$127,353/yr","Range: $102K - $149K"
"Senior UX Designer","$135,005/yr","Range: $116K - $149K"
"Central Operations Associate - Hourly","$15/hr","Range: $11 - $16"
"Real Estate Manager","$87,632/yr","Range: $83K - $106K"
"Scanner - Hourly","$13/hr","Range: $11 - $15"
"Warehouse - Hourly","$13/hr","Range: $12 - $16"
"Customer Service Specialist - Hourly","$15/hr","Range: $10 - $20"
"Network Engineer II","$131,061/yr","Range: $92K - $189K"
"Senior Project Engineer","$104,423/yr","Range: $100K - $113K"
"Technical Project Manager","$131,544/yr","Range: $107K - $160K"
"Industrial Engineer","$76,639/yr","Range: $66K - $102K"
"Enterprise Account Manager","$103,502/yr","Range: $61K - $160K"
"Assistant Manager","$49,228/yr","Range: $33K - $65K"
"Investigations Specialist","$46,904/yr","Range: $45K - $54K"
"Ambassador - Hourly","$14/hr","Range: $12 - $15"
"Senior Financial Analyst-MBA","$124,372/yr","Range: $112K - $129K"
"Marketing Specialist","$76,465/yr","Range: $59K - $102K"
"Senior Research Scientist","$150,170/yr","Range: $121K - $262K"
"Delivery Associate - Hourly","$16/hr","Range: $12 - $21"
"Part Time Package Handler - Hourly","$15/hr","Range: $11 - $17"
"Operations Program Manager","$99,073/yr","Range: $82K - $149K"
"EHS Manager","$90,756/yr","Range: $60K - $117K"
"Network Engineer I","$107,678/yr","Range: $91K - $135K"
"Procurement Operations Analyst","$80,271/yr","Range: $63K - $88K"
"Software Engineer - Monthly","$8,270/mo","Range: $6K - $12K"
"Virtual Customer Service Representative - Hourly","$12/hr","Range: $10 - $15"
"Devops Engineer","$110,506/yr","Range: $90K - $153K"
"Senior Engineering Manager","$168,137/yr","Range: $149K - $250K"
"Project/Program Manager","$96,790/yr","Range: $63K - $136K"
"Product Manager - Monthly Intern","$9,412/mo","Range: $9K - $11K"
"Legal Assistant","$56,269/yr","Range: $54K - $97K"
"Editor","$75,005/yr","Range: $50K - $108K"
"Order Picker - Hourly","$15/hr","Range: $11 - $17"
"Research Scientist - Monthly Intern","$8,529/mo","Range: $8K - $9K"
"Enterprise Sales","$109,762/yr","Range: $104K - $128K"
"Data Center Technician II - Hourly","$32/hr","Range: $28 - $37"
"Customer Service - Hourly","$13/hr","Range: $9 - $20"
"Sourcing Recruiter","$76,145/yr","Range: $59K - $103K"
"Order Picker - Hourly","$12/hr","Range: $11 - $15"
"Software QA Engineer","$96,500/yr","Range: $76K - $146K"
"Ware House Assc - Hourly","$13/hr","Range: $12 - $17"
"Shipping and Receiving Associate - Hourly","$13/hr","Range: $11 - $16"
"Maintenance Technician - Hourly","$21/hr","Range: $18 - $29"
"Quality Manager","$105,502/yr","Range: $78K - $168K"
"Operations Manager - Monthly Intern","$8,660/mo","Range: $9K - $11K"
"Customer Service Associate - Hourly","$11/hr","Range: $11 - $16"
"Stower - Hourly","$13/hr","Range: $12 - $15"
"Financial Analyst - Intern","$46,219/yr","Range: $44K - $71K"
"Work From Home Customer Service Representative - Hourly","$11/hr","Range: $10 - $16"
"IT Architect","$121,376/yr","Range: $116K - $138K"
"Business Analyst - Monthly Intern","$3,990/mo","Range: $4K - $5K"
"QA Manager","$154,376/yr","Range: $143K - $173K"
"Financial Analyst III","$122,937/yr","Range: $83K - $158K"
"User Experience Design - Monthly Intern","$4,057/mo","Range: $3K - $5K"
"Picker - Hourly","$15/hr","Range: $12 - $17"
"Content Manager","$78,509/yr","Range: $59K - $116K"
"Senior Account Manager","$114,036/yr","Range: $65K - $180K"
"Assistant","$46,230/yr","Range: $42K - $54K"
"Tier I Associate - Hourly","$14/hr","Range: $12 - $17"
"Field Technician","$55,000/yr","Range: $50K - $61K"
"Senior Account Executive","$150,118/yr","Range: $70K - $178K"
"Principal Software Development Engineer","$171,409/yr","Range: $161K - $181K"
"Trainer","$47,460/yr","Range: $32K - $80K"
"Sales Associate","$50,806/yr","Range: $20K - $94K"
"Technical Trainer","$81,573/yr","Range: $77K - $100K"
"Manager, Product Management","$146,524/yr","Range: $134K - $158K"
"Senior Security Engineer","$145,363/yr","Range: $123K - $160K"
"Process Manager","$106,269/yr","Range: $74K - $113K"
"Transportation Specialist - Hourly","$21/hr","Range: $17 - $25"
"Art Director","$111,003/yr","Range: $75K - $162K"
"Software Development Engineering - Monthly Intern","$8,021/mo","Range: $8K - $8K"
